tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,compute_time,energy,iterations,wait_after_run
256,1024,32,4,216.85248,1829.9656246505533,10,0
16,32,2,4,252.374016,747.9025894401002,10,0
1024,64,32,16,14.09024,148.84405475209377,10,0
32,128,16,2,126.0288,492.67351800750464,10,0
512,1024,2,2,1895.141568,284.6478089692303,10,0
4,16,1,8,898.511872,69.88337555540126,10,0
256,32,1,1,219.905024,1497.616701756046,10,0
128,32,2,1,100.996096,683.7603323943191,10,0
512,2,2,2,7.933952,71.05985678852305,10,0
512,1024,128,8,197.338112,1998.414492667693,10,0
1024,1024,4,1,1824.412672,285.9127615854117,10,0
8,8,1,8,474.955776,56.92236882193552,10,0
1024,32,4,32,7.542784,103.51065407527564,10,0
256,4,32,1,15.77472,88.0588985407427,10,0
4,512,1,32,898.85696,85.23933263622007,10,0
512,128,1,2,451.81856,91.67256703099947,10,0
32,4,1,4,125.790208,364.43159539847886,10,0
2,128,2,2,1742.570496,122.87932672160736,10,0
8,1024,2,16,481.378304,75.5225147852269,10,0
256,64,1,8,50.297824,384.1395804746514,10,0
64,8,2,1,62.995456,282.8990357492638,10,0
1024,16,2,4,12.587008,130.33667323706072,10,0
32,256,2,16,126.14144,617.7587541404565,10,0
128,64,8,64,66.084864,266.2527451258319,10,0
16,32,1,16,251.749376,683.710024064775,10,0
64,256,4,4,111.088704,810.8116951516477,10,0
16,256,4,1,443.394048,82.99557546118557,10,0
1,64,1,8,3431.7128,186.52487741235583,10,0
1024,64,16,32,14.193664,153.44647116098994,10,0
512,2,1,2,9.049088,80.71017535473749,10,0
8,128,1,32,473.633792,51.591388510361,10,0
2,8,2,4,1747.033088,103.73325297348636,10,0
256,1024,4,4,467.162112,103.92380274156564,10,0
32,256,2,8,144.043008,890.8179406775595,10,0
1024,256,8,8,51.024896,479.90495211212846,10,0
512,256,4,64,49.00864,451.9781357747223,10,0
4,128,4,4,896.953344,85.45243093267607,10,0
256,64,64,16,56.570848,246.12802466339343,10,0
512,1024,32,2,196.956128,2034.345333338972,10,0
32,32,8,1,125.720576,447.1390402117205,10,0
16,1024,2,4,803.132416,133.2355053909558,10,0
256,128,256,2,30.44864,286.6164472182589,10,0
16,256,4,128,519.896064,60.09095375103883,10,0
8,256,4,8,475.987968,59.88450261378882,10,0
8,256,2,4,493.382688,71.70899888733574,10,0
8,2,4,1,475.314176,51.78467235428777,10,0
32,128,1,16,126.342144,602.8192088374832,10,0
64,512,2,8,201.300064,1643.137517621957,10,0
16,8,4,2,251.959296,665.2554349128063,10,0
512,1024,8,64,209.794048,1779.9946618453898,10,0
64,32,8,4,62.667904,235.71359138432703,10,0
1024,16,32,8,6.096896,90.5515684830162,10,0
64,64,4,8,62.723072,277.3182231580997,10,0
256,64,16,8,20.989952,172.13223703257657,10,0
512,8,4,1,13.874176,127.49374433192943,10,0
32,4,4,1,125.642752,358.7378916535149,10,0
16,8,4,4,252.010496,638.3955614688889,10,0
512,512,4,16,101.451776,941.6609930823874,10,0
256,1,4,1,15.698944,84.76278065221824,10,0
128,64,2,4,55.131136,380.8919156892196,10,0
16,16,16,2,252.164256,635.8513959216658,10,0
32,1024,32,8,241.382496,1838.5444045556828,10,0
4,1024,2,1,3229.706208,358.0275982385988,10,0
1024,256,1,4,402.615296,90.6377705332864,10,0
256,256,2,16,47.682592,488.3856547090704,10,0
128,4,2,4,31.335424,129.23674604756056,10,0
1,512,1,128,3939.423232,225.02133111654,10,0
512,1024,512,1,451.286016,100.05228162241517,10,0
256,512,4,128,112.103424,922.6788015431208,10,0
2,64,1,16,1743.28832,110.15823058446746,10,0
64,256,2,8,110.797824,831.5715230214473,10,0
64,2,8,1,62.921728,197.46787892328507,10,0
1024,1024,8,4,247.544896,2338.994129401527,10,0
1024,256,4,8,50.658112,561.4181697878782,10,0
4,128,4,32,1086.744576,85.38461361130634,10,0
1024,4,16,1,3.954688,61.10185803529809,10,0
2,32,1,16,1744.867328,110.95948485338567,10,0
64,1024,8,64,224.8448,1793.6068571808742,10,0
32,1024,2,256,259.380224,1841.3591713221704,10,0
512,512,1,16,223.487808,2026.409636857296,10,0
1024,256,16,16,48.989184,497.2059514466962,10,0
16,128,16,32,522.84416,61.44199118544365,10,0
2,32,2,8,1743.67344,121.55067155547532,10,0
32,64,8,16,165.261312,520.639916573034,10,0
512,256,1,128,45.424704,473.5189835138208,10,0
256,4,8,1,15.691776,94.09643187986036,10,0
1024,16,4,1,29.283328,218.96133327574307,10,0
8,1024,8,64,993.197888,98.76503535735766,10,0
128,32,4,1,55.489568,356.622055077749,10,0
1,32,1,8,3433.48528,188.1481074892749,10,0
1024,1024,1,64,208.934944,2112.362982451413,10,0
8,1024,2,32,603.433952,82.95617598021269,10,0
8,128,1,2,566.367232,84.50612396512369,10,0
64,64,64,4,96.3072,349.03902017742706,10,0
128,1024,4,16,181.98528,1729.507066375148,10,0
1024,8,16,2,3.955712,65.47592676626749,10,0
1024,128,4,16,22.747136,258.4801589060991,10,0
256,128,128,8,56.504384,349.33509158547525,10,0
512,128,16,16,28.005376,265.2395800520576,10,0
128,8,8,1,31.297536,147.138253595677,10,0
32,512,8,16,167.699456,1048.533076680045,10,0
512,1,32,1,7.913472,62.69139739555911,10,0
1024,256,64,16,56.031232,505.10226258049255,10,0
1024,2,8,1,3.95776,64.5291407326846,10,0
128,1024,16,64,225.699936,1850.0158902112505,10,0
512,128,4,4,58.59328,488.8094317890622,10,0
1024,2,64,2,5.322752,56.64184933304617,10,0
512,16,32,4,10.496896,88.3769381913381,10,0
16,512,4,32,329.2672,1411.4825880276442,10,0
64,128,4,32,82.411712,382.811656731248,10,0
512,32,64,2,10.548256,108.83892383662598,10,0
64,1024,8,2,477.526016,94.96297352546668,10,0
4,32,4,2,898.441312,72.23677727735206,10,0
32,8,4,4,125.9264,356.0806346794878,10,0
512,512,4,64,111.930464,909.738700824639,10,0
32,512,4,4,222.203904,1580.786177394717,10,0
1024,256,32,8,48.956416,480.06982077231135,10,0
1024,32,8,16,7.530496,101.31824855420057,10,0
4,8,4,2,899.162112,72.12068752186191,10,0
64,2,4,1,62.82752,202.715717694334,10,0
512,128,1,8,108.215296,841.4403974296989,10,0
2,512,1,512,3677.356096,210.7083629838077,10,0
16,512,1,256,378.924032,1497.706194022958,10,0
512,512,4,4,229.940384,2019.762492011529,10,0
512,16,4,8,7.886848,87.48960239382187,10,0
32,8,16,2,126.020608,351.0046631679538,10,0
16,512,4,128,519.662592,68.55313240430058,10,0
64,512,16,4,112.526336,911.1810230787428,10,0
512,512,128,2,100.434016,1069.3147331911307,10,0
32,512,2,8,221.698048,1622.4756850412896,10,0
16,128,16,16,380.284864,1076.852359961459,10,0
256,512,1,64,91.06928,891.2800084413974,10,0
256,256,2,128,55.991168,485.8164839920544,10,0
1024,16,512,2,14.153728,94.44254874656563,10,0
4,512,1,4,1091.11296,130.94846720000942,10,0
256,64,8,2,27.702272,239.4715241149737,10,0
512,128,512,1,29.220864,306.5292969988718,10,0
64,32,8,32,97.110016,308.7915228924857,10,0
32,1024,2,32,224.86016,1876.231790453028,10,0
256,16,4,1,27.680768,207.329322042849,10,0
16,1024,8,2,444.597184,95.0305033557005,10,0
8,64,8,8,604.539904,64.5192836234223,10,0
512,512,64,4,90.761216,939.8452970449524,10,0
1024,256,8,64,55.987008,487.2909435282223,10,0
1024,1,256,1,6.669312,59.77958705088538,10,0
1024,64,64,1,12.35136,161.33926426090278,10,0
64,128,2,16,62.99632,346.98675372168213,10,0
16,32,8,1,252.376064,765.8595945974524,10,0
256,4,128,1,21.070848,100.46614103906457,10,0
32,128,4,16,163.658752,579.8973245435416,10,0
64,16,2,16,62.829568,208.0574652110368,10,0
256,32,2,1,118.077376,713.947074216069,10,0
32,64,1,16,126.214144,472.7524042912554,10,0
4,32,2,16,899.278656,69.85011707217247,10,0
1024,1024,32,2,201.6,2192.923432430347,10,0
256,8,8,1,15.780864,108.72229105141008,10,0
64,512,16,16,119.92384,924.8631373659396,10,0
128,32,128,8,112.700416,350.36446096560496,10,0
1024,32,512,1,9.161728,107.9950695314853,10,0
1024,1024,2,1,3552.307136,511.1954324864995,10,0
1024,4,32,2,5.240832,60.91422973332284,10,0
16,16,16,1,252.138432,668.1953822856932,10,0
16,512,1,1,3702.034432,439.8102857764971,10,0
8,4,2,4,476.120064,50.26923298024075,10,0
1024,256,1,8,201.737216,1637.485780721985,10,0
128,64,8,1,55.60832,379.5081138944207,10,0
512,256,2,256,56.05376,472.41749495714106,10,0
32,256,16,16,190.1496,786.511681030006,10,0
1024,128,4,32,22.742016,255.62242131410832,10,0
128,16,128,1,42.029056,161.18097445249506,10,0
1024,512,32,8,97.847264,935.8562398235345,10,0
1,2,1,2,3447.008256,185.6663007799312,10,0
1024,1024,16,16,188.667904,1778.6910807934703,10,0
1,128,1,16,3432.237984,193.7756797025823,10,0
32,256,4,64,189.68064,775.4748826915035,10,0
1024,64,32,1,11.968512,162.23371153777177,10,0
16,16,2,8,251.992064,661.027200278132,10,0
4,128,2,1,952.30464,95.15856057104536,10,0
1024,64,1,1,405.014592,83.19230238749998,10,0
256,64,4,2,50.414592,378.838873775105,10,0
1024,512,128,4,104.93952,985.2933716017208,10,0
256,128,8,2,50.358272,444.7139088772401,10,0
4,256,2,128,1299.014656,105.05623535666538,10,0
512,128,8,128,28.347328,263.8623207443422,10,0
32,128,4,32,164.81792,573.2505723001283,10,0
64,64,16,1,63.097856,319.34577741878417,10,0
4,512,1,16,900.414464,89.839933833962,10,0
64,1024,16,16,223.499264,1779.2575154037022,10,0
32,512,2,128,189.779968,1152.430393808972,10,0
512,256,8,16,45.435904,463.502651619032,10,0
1024,16,8,4,4.542464,69.7593190560114,10,0
256,4,32,4,21.213184,97.65813677823463,10,0
8,2,2,1,474.723328,55.75577686134368,10,0
512,64,8,4,13.605888,158.38642639805065,10,0
512,256,4,256,56.209216,460.7202428685872,10,0
64,512,32,1,108.888928,973.5442025879166,10,0
16,512,16,32,520.8576,65.82454509119037,10,0
256,8,32,4,20.998144,103.82855615267724,10,0
1024,8,1,1,54.42576,416.452301071185,10,0
256,64,128,4,32.103232,195.35286679486703,10,0
128,256,1,16,100.56704,860.8138796623945,10,0
128,256,32,1,54.47168,504.2321477002424,10,0
64,128,8,8,82.03776,391.24610371338144,10,0
1,512,1,1,4217.400448,399.5912470185082,10,0
4,256,2,2,952.17152,100.2707469709909,10,0
128,128,2,4,100.872192,726.7624251322524,10,0
32,64,32,8,193.690656,573.6746756259959,10,0
256,512,2,64,90.895264,865.3892918808223,10,0
1,64,1,4,3431.653376,193.6444685484836,10,0
128,1024,4,1,2020.337664,296.4380176862136,10,0
8,512,1,128,607.031168,68.59099708447866,10,0
256,4,2,1,17.69472,127.73836497543348,10,0
128,8,1,2,35.186688,214.62547223641764,10,0
4,16,4,1,898.123776,71.22057390187834,10,0
4,32,1,32,899.410944,69.48096497636253,10,0
512,32,256,1,11.564032,111.60781475296828,10,0
1024,1024,64,4,192.110464,1842.019951976527,10,0
4,128,4,2,898.910208,79.91561441902562,10,0
512,256,2,8,108.249088,974.5304307556404,10,0
1024,512,16,4,96.251904,983.4843057356336,10,0
512,64,8,16,15.113216,161.9600304269475,10,0
128,128,4,4,55.389376,441.9260071088614,10,0
32,256,8,32,189.648896,785.046060593084,10,0
64,64,64,16,225.878016,645.4974851522827,10,0
2,512,2,256,3683.520512,210.1981483802344,10,0
32,16,4,8,125.929472,360.3196927875037,10,0
512,64,4,2,59.343872,414.5613616175608,10,0
1024,1024,8,16,188.749824,1748.3476347579724,10,0
512,32,8,2,13.840384,143.7371251067701,10,0
1024,4,8,2,4.038528,58.97989611419867,10,0
8,256,4,4,477.55552,69.0332108617455,10,0
16,32,16,2,252.135424,665.9230237214629,10,0
128,1024,64,16,225.076224,1894.5907404753448,10,0
4,16,4,2,898.491488,72.39129024538359,10,0
1024,32,8,32,7.849984,98.35707763064846,10,0
128,32,2,2,55.33184,348.7418808393583,10,0
128,64,1,64,41.339904,218.87999213154467,10,0
512,512,64,8,111.807488,967.0823801820064,10,0
32,256,8,2,144.134144,909.6546829286872,10,0
128,512,64,2,97.558528,946.2357436240244,10,0
8,128,2,2,493.1584,70.10545302773075,10,0
2,1024,1,128,2035.008512,147.0579125217034,10,0
64,256,64,1,84.66224,588.5299116597107,10,0
256,512,16,2,111.446016,1007.2313641029712,10,0
32,64,2,8,125.689824,482.1989018408595,10,0
128,4,128,2,48.954368,165.75895808522998,10,0
1,128,1,1,3431.877632,243.2682670025268,10,0
64,256,2,64,83.657728,539.855899279916,10,0
32,256,2,4,222.428032,1376.144467082203,10,0
1024,4,64,1,5.223424,59.17879241372406,10,0
16,128,4,128,522.86464,56.44520364288197,10,0
1024,128,512,2,32.310272,349.60350082821515,10,0
1024,256,32,16,55.973888,493.3164079444821,10,0
8,64,1,32,474.581952,53.73291790216516,10,0
32,512,1,256,189.696,1136.439170031565,10,0
32,512,4,2,404.094976,80.23007592408025,10,0
8,64,8,32,725.367808,65.80872076066363,10,0
2,32,1,32,1748.25568,108.66335552218118,10,0
1024,1,16,1,3.961856,54.719640034293256,10,0
16,1024,16,4,337.84832,2195.0653337670938,10,0
256,2,16,2,15.793152,81.66827013794304,10,0
1024,2,8,2,3.960832,57.03906041601353,10,0
512,128,128,8,28.071936,271.0889093494139,10,0
64,16,8,16,83.913792,259.6901660598787,10,0
2,1024,2,32,2019.509152,144.74919430785744,10,0
32,1024,1,1024,453.062528,76.35531881834822,10,0
256,2,2,1,15.752224,106.46609456458712,10,0
32,1024,8,8,224.858112,1794.878066845943,10,0
32,64,32,2,165.655552,516.3001806084993,10,0
128,64,128,1,41.885664,228.55113047044685,10,0
4,256,1,64,1073.352704,83.96726342185202,10,0
1024,16,2,1,53.262336,402.1755153276617,10,0
8,512,8,128,1805.259776,128.3377612870976,10,0
512,256,4,128,56.061856,481.5613932880407,10,0
256,256,8,32,55.924576,474.1124423648532,10,0
256,512,2,8,239.96928,2035.919332725461,10,0
16,128,1,64,327.378944,969.4719340850872,10,0
8,8,8,4,480.35024,53.27247649236618,10,0
16,512,1,512,519.441408,69.58553416356239,10,0
32,256,8,4,126.138368,619.6403057112623,10,0
32,256,32,32,453.644288,58.75879083451749,10,0
4,1024,1,128,1081.389056,105.07659282043193,10,0
32,16,2,4,125.571072,401.7528264266048,10,0
2,4,1,4,1747.944544,108.40828923860089,10,0
64,4,16,1,62.984192,193.18738858198736,10,0
64,16,64,4,96.539648,273.2531068231451,10,0
64,128,64,1,83.224576,396.4555287358377,10,0
256,32,2,8,17.691648,154.78886568438134,10,0
4,128,1,128,1086.005248,78.73792968068774,10,0
64,128,2,1,469.05344,82.21952244322867,10,0
8,512,1,2,1605.919744,209.4637598762042,10,0
256,16,4,2,17.911808,137.01221450157615,10,0
32,128,8,16,164.604928,573.9575053713271,10,0
8,128,2,64,608.90624,60.78907837249994,10,0
2,1024,2,8,1745.544192,153.72549779621892,10,0
16,1024,8,64,517.760928,74.68118162225002,10,0
4,1024,2,8,952.6528,115.59711927502308,10,0
32,1024,4,8,217.567168,1781.3967688999044,10,0
8,1024,1,1024,1804.361728,134.80235249050455,10,0
128,256,2,64,59.479072,493.681632834344,10,0
64,64,16,2,62.968832,264.2396017481055,10,0
256,32,64,16,56.757248,209.47831373467167,10,0
32,32,4,4,125.561856,399.30425378848616,10,0
256,1024,64,2,217.505792,1903.9617320081384,10,0
8,512,1,32,478.083072,63.60855514878885,10,0
512,1024,128,1,428.400768,98.18363733776404,10,0
256,64,8,8,20.926464,169.16502444738683,10,0
256,32,4,8,15.740928,116.50875919226108,10,0
1,1024,1,1,7090.142304,691.4839961577679,10,0
128,256,1,64,57.816064,487.584784603896,10,0
128,256,1,256,61.094912,473.6817499867235,10,0
1024,8,32,8,6.167552,65.20486261817256,10,0
4,128,1,16,896.869408,79.12980859981708,10,0
1024,2,2,1,6.994944,83.45935503367159,10,0
256,1024,2,512,224.241664,1774.5275347647676,10,0
64,128,4,8,63.0456,344.1142739913464,10,0
512,512,4,32,101.3248,942.5129330366468,10,0
128,512,2,2,975.922176,158.11515692011824,10,0
32,64,32,32,455.412544,53.51528706811949,10,0
8,4,2,2,474.925952,53.23999630533376,10,0
512,1024,512,2,246.180864,2441.340543540173,10,0
2,1024,1,4,2124.969888,237.3002084965236,10,0
1024,4,256,4,14.063488,84.34685049676945,10,0
128,1024,16,4,182.224896,1816.434143435904,10,0
1024,64,8,64,14.1312,156.78916890963447,10,0
128,1024,128,2,228.588576,2506.8706263149047,10,0
256,256,1,32,47.514496,520.5186594956,10,0
1024,32,16,4,7.202816,106.81759606251607,10,0
64,512,8,16,115.936256,970.179682848186,10,0
256,512,32,1,104.23296,1069.1351060535255,10,0
1024,1024,4,2,900.060064,186.9794926401601,10,0
32,256,32,4,167.424,790.1706066168053,10,0
16,128,2,64,330.346688,993.0208357025869,10,0
1024,512,16,1,266.069984,2317.6750961700604,10,0
256,1024,4,256,224.234464,1822.252880622208,10,0
16,256,8,64,520.527872,71.38782135267265,10,0
256,8,1,2,27.860992,199.3835458533136,10,0
64,16,32,16,133.774336,382.7407734097112,10,0
32,16,32,4,167.484384,454.78409556515686,10,0
512,1024,32,32,224.157696,1868.9038888555635,10,0
256,16,4,8,15.703136,102.12687851820664,10,0
64,16,1,4,63.130464,292.43101697252035,10,0
8,512,8,32,714.8544,72.6863336983059,10,0
1024,512,8,2,257.847296,2203.4588247993,10,0
256,512,256,2,120.9824,1240.4437574565588,10,0
512,256,4,16,45.455392,480.6674241580078,10,0
4,4,4,4,904.797184,77.8740983749115,10,0
16,512,1,16,287.9712,1772.4931324075435,10,0
64,16,16,2,62.948352,222.5268653064309,10,0
32,4,4,4,125.977568,351.44549744739584,10,0
