chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
1024,32,128,19,0,1,1,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,943.8196485000001
1024,64,256,9,0,0,1,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,948.7597860000001
1024,256,8,17,1,1,1,"(2, 0, 1, 4, 3)",5,0.0,10.0,10,1041.4362845
128,8,64,19,0,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,993.945383
64,1,64,17,0,0,0,"(0, 3, 2, 4, 1)",5,0.0,10.0,10,988.2414564999999
128,8,2,8,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1020.890817
512,16,2,10,1,1,1,"(2, 4, 3, 0, 1)",5,0.0,10.0,10,935.5050225
64,16,256,11,2,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,938.3602719999999
1024,2,32,10,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1044.028377
512,1,16,4,0,1,0,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,1000.3001035
1024,64,16,15,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,990.8096885
1024,4,256,14,1,1,1,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,934.1822465
8,4,256,7,2,0,1,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,937.569032
1024,512,4,15,2,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,991.157217
256,1,2,8,2,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,946.2302950000001
4,2,2,11,0,1,1,"(0, 3, 2, 4, 1)",5,0.0,10.0,10,130.434105
8,4,8,4,2,1,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,380.476191
1024,256,8,16,2,0,0,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,1003.937385
512,8,32,20,1,1,1,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,948.822068
1024,128,256,8,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1039.3233985000002
256,128,2,8,2,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,1007.6591544999999
256,8,128,17,2,0,1,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,969.4976655
64,4,64,19,2,1,1,"(3, 0, 2, 4, 1)",5,0.0,10.0,10,1000.720509
64,32,2,13,1,1,1,"(3, 4, 2, 1, 0)",5,0.0,10.0,10,597.7260685
64,8,16,14,0,1,1,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,943.853623
64,16,1,4,0,1,0,"(0, 3, 2, 4, 1)",5,0.0,10.0,10,374.2302185
32,8,32,4,0,0,0,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,999.2224865000001
64,4,2,6,2,1,0,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,652.7980789999999
32,4,8,4,1,0,1,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,946.1391705
16,8,128,18,1,0,1,"(3, 4, 2, 0, 1)",5,0.0,10.0,10,971.39642
512,128,256,8,1,0,1,"(4, 3, 2, 1, 0)",5,0.0,10.0,10,969.7662205
16,8,4,18,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,399.07241650000003
2,1,128,14,1,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,951.6129175000001
16,2,1,16,0,1,0,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,117.77983950000001
4,1,256,14,1,0,1,"(3, 1, 4, 2, 0)",5,0.0,10.0,10,1022.7275890000001
1024,512,16,11,0,0,1,"(2, 3, 0, 4, 1)",5,0.0,10.0,10,949.2522220000001
256,1,64,12,1,0,0,"(0, 3, 4, 1, 2)",5,0.0,10.0,10,948.8540475
512,128,1,14,1,0,1,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,992.2568125
64,8,1,10,2,1,0,"(4, 1, 0, 2, 3)",5,0.0,10.0,10,383.9783695
32,1,128,13,2,0,1,"(4, 3, 2, 1, 0)",5,0.0,10.0,10,945.8967055
256,1,8,15,0,1,0,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,977.7667715
1024,16,1,2,0,0,0,"(4, 3, 2, 1, 0)",5,0.0,10.0,10,974.1037225
256,16,64,13,2,1,0,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,1045.4887884999998
2,1,8,13,1,0,0,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,114.7521735
128,8,32,19,0,0,1,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,947.3486215
64,16,64,11,2,1,0,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,1065.703896
512,256,256,2,0,0,1,"(1, 2, 0, 4, 3)",5,0.0,10.0,10,993.4241159999999
256,64,128,13,1,1,0,"(2, 1, 3, 0, 4)",5,0.0,10.0,10,993.03232
512,128,128,6,1,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,957.217612
8,4,4,11,1,0,0,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,209.1808185
32,8,32,3,0,1,1,"(0, 2, 1, 4, 3)",5,0.0,10.0,10,963.0420415
512,16,8,5,0,0,0,"(0, 2, 3, 4, 1)",5,0.0,10.0,10,1000.5902265
512,256,16,16,0,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,979.539186
512,32,256,8,1,0,0,"(4, 1, 3, 2, 0)",5,0.0,10.0,10,1062.143112
64,4,1,11,1,1,0,"(2, 4, 1, 0, 3)",5,0.0,10.0,10,380.9865355
8,1,64,3,0,1,1,"(4, 1, 2, 0, 3)",5,0.0,10.0,10,984.5922335
8,4,256,3,2,1,0,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,1020.2664665
64,16,4,16,1,1,1,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,958.770532
64,4,128,19,0,0,0,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,985.7561555
256,1,128,4,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,1040.6810795000001
512,128,1,5,1,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1057.538676
4,1,1,19,0,1,1,"(4, 0, 3, 2, 1)",5,0.0,10.0,10,89.6868235
4,2,16,3,1,1,1,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,615.56419
256,2,8,2,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,1015.268259
32,16,256,8,0,1,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,948.327211
512,4,64,7,2,0,1,"(4, 1, 2, 0, 3)",5,0.0,10.0,10,991.5299175
128,16,128,3,2,0,1,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,933.8071259999999
16,4,64,10,0,1,0,"(4, 2, 1, 0, 3)",5,0.0,10.0,10,1022.6427495
256,32,32,6,2,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,994.6347115
8,4,16,5,0,1,1,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,594.806998
1024,64,64,2,0,0,0,"(4, 3, 2, 0, 1)",5,0.0,10.0,10,1026.7653435
128,4,1,10,0,1,1,"(2, 4, 1, 3, 0)",5,0.0,10.0,10,618.9484105
8,4,1,10,1,0,0,"(4, 2, 1, 0, 3)",5,0.0,10.0,10,132.075806
32,16,4,12,2,0,0,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,635.0981185
2,1,128,2,1,0,1,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,953.8826005
64,4,16,14,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1062.430562
64,32,256,18,0,0,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,967.9739205
32,16,2,16,0,1,0,"(0, 4, 1, 2, 3)",5,0.0,10.0,10,375.68153500000005
1024,256,8,15,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,939.93072
256,16,256,9,0,1,0,"(0, 4, 2, 1, 3)",5,0.0,10.0,10,1043.6615125
256,1,64,20,0,0,0,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,1020.7135040000001
128,8,64,8,2,0,1,"(1, 2, 3, 0, 4)",5,0.0,10.0,10,995.6646485000001
1024,64,2,16,0,1,1,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,950.0422045
1024,16,4,15,2,1,1,"(4, 1, 3, 2, 0)",5,0.0,10.0,10,1040.3316854999998
1024,2,1,3,1,1,1,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,943.7076219999999
8,4,1,9,2,0,0,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,138.192818
8,1,2,10,1,1,0,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,176.8090375
1024,32,2,10,0,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1052.1604585
128,4,64,17,1,1,1,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,990.7980924999999
8,1,8,10,2,1,0,"(4, 0, 2, 1, 3)",5,0.0,10.0,10,369.214632
32,8,32,11,1,1,1,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,1010.46132
1024,2,8,3,2,1,1,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,950.9002855
8,1,256,4,2,1,0,"(4, 1, 3, 0, 2)",5,0.0,10.0,10,1044.260374
64,2,128,14,0,0,0,"(4, 2, 1, 3, 0)",5,0.0,10.0,10,1004.2937069999999
1024,2,256,18,1,0,1,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,996.7326840000001
128,16,8,4,0,0,0,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,1005.3226855
512,1,128,3,2,0,0,"(3, 4, 1, 2, 0)",5,0.0,10.0,10,1037.916464
8,1,256,4,0,0,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,1018.1494235
64,1,128,16,0,0,0,"(4, 1, 0, 2, 3)",5,0.0,10.0,10,998.0306680000001
512,128,4,18,0,1,0,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,1005.527544
256,2,1,10,1,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,946.8437595
1024,512,128,2,0,1,1,"(4, 2, 3, 1, 0)",5,0.0,10.0,10,951.5568605
512,64,1,17,1,0,1,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,944.48801
8,4,256,4,1,1,1,"(1, 4, 3, 0, 2)",5,0.0,10.0,10,974.822852
128,1,1,2,1,1,1,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,967.400159
128,8,2,12,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,1023.0501525
32,4,2,4,1,1,0,"(4, 1, 3, 0, 2)",5,0.0,10.0,10,392.47999749999997
256,16,2,4,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,1043.180032
1024,2,64,6,0,1,1,"(2, 4, 3, 0, 1)",5,0.0,10.0,10,952.866574
32,2,4,15,2,1,0,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,673.085244
512,8,128,8,2,0,0,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,1044.7831515
512,128,16,19,0,1,1,"(1, 4, 3, 2, 0)",5,0.0,10.0,10,947.966193
64,1,64,16,2,1,1,"(0, 3, 4, 2, 1)",5,0.0,10.0,10,950.016218
16,2,4,8,0,0,0,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,372.0967095
8,1,1,20,0,0,1,"(0, 2, 1, 4, 3)",5,0.0,10.0,10,94.514956
512,16,32,14,1,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,1014.1291875
8,4,2,12,2,0,0,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,127.00538800000001
4,1,2,4,0,0,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,276.0297895
512,1,16,12,2,1,0,"(0, 2, 4, 1, 3)",5,0.0,10.0,10,1039.1593360000002
512,4,16,3,2,1,1,"(3, 0, 2, 4, 1)",5,0.0,10.0,10,964.323814
32,2,1,2,0,0,0,"(3, 1, 2, 4, 0)",5,0.0,10.0,10,539.897718
512,128,32,9,0,1,1,"(0, 2, 4, 3, 1)",5,0.0,10.0,10,969.51549
512,64,4,10,1,1,1,"(2, 4, 1, 0, 3)",5,0.0,10.0,10,996.7061015
8,4,4,13,2,1,1,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,201.424549
256,32,256,10,1,0,1,"(2, 3, 4, 1, 0)",5,0.0,10.0,10,984.9200424999999
512,8,128,5,2,1,1,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,989.8046515000001
16,1,4,7,0,0,1,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,370.7608335
512,256,2,11,0,1,0,"(1, 2, 4, 3, 0)",5,0.0,10.0,10,999.791486
1024,16,1,15,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,943.318997
1024,128,32,15,2,0,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,1097.2789595
1024,16,8,12,0,1,0,"(2, 4, 3, 0, 1)",5,0.0,10.0,10,1030.664907
1024,128,2,15,0,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,1000.7352015
1024,16,128,13,0,0,1,"(3, 2, 1, 0, 4)",5,0.0,10.0,10,993.2600165
256,4,32,18,1,1,1,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,950.6551414999999
1024,2,8,19,1,1,0,"(4, 3, 0, 1, 2)",5,0.0,10.0,10,1035.610255
256,1,4,10,0,1,1,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,948.2177300000001
8,4,256,5,0,0,0,"(2, 3, 1, 4, 0)",5,0.0,10.0,10,997.995861
16,2,128,15,0,1,0,"(4, 0, 1, 2, 3)",5,0.0,10.0,10,1015.462854
32,16,2,7,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,381.32770300000004
256,64,1,5,1,1,1,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,992.36688
1024,4,128,18,2,0,1,"(2, 0, 1, 3, 4)",5,0.0,10.0,10,954.773137
32,4,8,12,0,0,0,"(1, 4, 2, 0, 3)",5,0.0,10.0,10,1049.6858195
64,2,64,10,1,0,1,"(0, 3, 4, 2, 1)",5,0.0,10.0,10,1034.4459145
32,4,2,13,0,0,1,"(4, 1, 0, 2, 3)",5,0.0,10.0,10,393.1624955
16,4,2,6,2,1,1,"(4, 3, 0, 2, 1)",5,0.0,10.0,10,226.1012275
256,8,64,5,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,1101.7121525
512,1,256,15,0,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,1066.9496
1024,1,256,15,2,0,1,"(3, 4, 0, 1, 2)",5,0.0,10.0,10,996.9927580000001
4,2,8,15,0,0,1,"(2, 1, 0, 4, 3)",5,0.0,10.0,10,205.58692200000002
256,1,8,18,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,1033.809659
256,4,8,10,0,0,0,"(4, 2, 3, 0, 1)",5,0.0,10.0,10,1018.2600045
8,4,1,16,0,0,1,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,99.34493
512,64,16,2,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,951.703875
128,2,16,4,2,0,1,"(2, 1, 4, 3, 0)",5,0.0,10.0,10,944.7998944999999
512,64,128,20,1,1,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,987.5263170000001
128,4,2,12,2,0,1,"(3, 2, 4, 0, 1)",5,0.0,10.0,10,949.5849785
512,128,64,14,0,0,0,"(4, 3, 2, 0, 1)",5,0.0,10.0,10,1059.160139
512,2,2,4,2,0,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,993.841081
256,128,16,19,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,947.272455
128,32,1,13,2,0,1,"(3, 4, 2, 0, 1)",5,0.0,10.0,10,623.7128
512,128,8,14,1,0,0,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,1003.6952190000001
8,1,8,3,1,0,0,"(4, 3, 2, 1, 0)",5,0.0,10.0,10,382.04546949999997
1024,2,256,2,0,1,0,"(2, 1, 3, 4, 0)",5,0.0,10.0,10,1045.7495465
128,2,1,19,0,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,625.4422495
8,4,4,15,0,0,1,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,209.5678845
128,64,1,16,2,1,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,627.4491949999999
32,4,1,8,1,1,1,"(4, 3, 2, 0, 1)",5,0.0,10.0,10,206.279135
256,4,4,6,1,1,1,"(4, 2, 1, 0, 3)",5,0.0,10.0,10,938.8245845
256,8,64,7,1,1,0,"(3, 0, 2, 4, 1)",5,0.0,10.0,10,1036.1271065
128,16,128,12,0,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,949.4511735
1024,4,16,18,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,1035.4391905
32,4,8,11,1,1,1,"(0, 3, 2, 1, 4)",5,0.0,10.0,10,952.0208995
256,16,2,16,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,990.008144
128,16,256,17,2,1,1,"(2, 0, 3, 4, 1)",5,0.0,10.0,10,992.322574
32,2,8,10,0,1,1,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,947.322983
512,32,128,13,1,0,0,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,1034.3331975
256,64,256,2,1,1,0,"(2, 0, 3, 1, 4)",5,0.0,10.0,10,992.5763979999999
32,2,16,9,2,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,1040.345143
4,1,64,15,0,0,0,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,1005.0210095
16,2,4,7,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,401.6794085
1024,64,2,4,2,0,1,"(1, 3, 2, 0, 4)",5,0.0,10.0,10,991.388944
256,8,32,20,0,1,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,940.77977
256,128,1,4,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,985.3969850000001
1024,512,256,11,0,0,0,"(1, 4, 2, 0, 3)",5,0.0,10.0,10,998.2955715
8,2,128,17,1,0,1,"(3, 1, 4, 0, 2)",5,0.0,10.0,10,988.332124
512,64,32,6,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,937.7403784999999
1024,32,64,18,0,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,1003.7346325
256,64,32,3,1,1,0,"(4, 3, 0, 2, 1)",5,0.0,10.0,10,1064.249237
128,1,4,8,1,1,1,"(2, 1, 3, 4, 0)",5,0.0,10.0,10,1033.8210225
16,4,128,7,2,1,1,"(2, 0, 4, 3, 1)",5,0.0,10.0,10,976.34941
512,128,1,3,1,0,0,"(1, 2, 0, 3, 4)",5,0.0,10.0,10,1039.436143
128,8,32,5,0,0,1,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,948.3081985
2,1,4,4,0,1,0,"(4, 1, 2, 3, 0)",5,0.0,10.0,10,275.825694
512,32,128,6,0,0,0,"(4, 2, 1, 0, 3)",5,0.0,10.0,10,997.2922894999999
256,1,256,8,1,1,1,"(4, 1, 2, 3, 0)",5,0.0,10.0,10,970.7390795
64,4,16,18,2,0,0,"(4, 3, 0, 2, 1)",5,0.0,10.0,10,974.8839875
256,1,8,20,2,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,1033.8864535
1024,32,64,10,0,0,1,"(0, 4, 3, 2, 1)",5,0.0,10.0,10,946.9154965
512,2,16,2,2,1,1,"(1, 4, 2, 3, 0)",5,0.0,10.0,10,947.3863665
16,1,128,5,0,0,1,"(4, 0, 2, 3, 1)",5,0.0,10.0,10,976.9512354999999
32,8,128,2,1,1,0,"(0, 4, 2, 3, 1)",5,0.0,10.0,10,996.0154595
64,2,64,6,0,1,0,"(0, 2, 1, 3, 4)",5,0.0,10.0,10,1027.6085604999998
256,128,256,20,0,0,0,"(0, 2, 3, 4, 1)",5,0.0,10.0,10,1106.2117119999998
2,1,64,12,0,0,0,"(4, 1, 3, 2, 0)",5,0.0,10.0,10,601.333024
32,1,256,5,2,1,1,"(1, 2, 4, 0, 3)",5,0.0,10.0,10,951.8040835
128,8,2,3,1,0,1,"(3, 0, 4, 2, 1)",5,0.0,10.0,10,942.9428055000001
64,16,256,10,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,984.244503
64,8,16,14,0,1,1,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,948.2306255000001
128,1,128,3,2,0,1,"(4, 2, 0, 3, 1)",5,0.0,10.0,10,942.4105025
256,4,32,16,1,0,1,"(1, 2, 3, 4, 0)",5,0.0,10.0,10,963.1489165
512,2,64,20,0,0,0,"(3, 1, 2, 4, 0)",5,0.0,10.0,10,1053.7372915
16,2,4,3,0,0,0,"(4, 0, 2, 1, 3)",5,0.0,10.0,10,375.669645
128,32,1,4,0,0,0,"(4, 1, 3, 0, 2)",5,0.0,10.0,10,617.3913425000001
1024,64,8,17,2,0,1,"(4, 3, 1, 0, 2)",5,0.0,10.0,10,1098.6145004999998
32,4,256,6,0,0,0,"(2, 4, 0, 3, 1)",5,0.0,10.0,10,1003.967671
128,64,4,5,1,0,1,"(3, 2, 4, 1, 0)",5,0.0,10.0,10,993.1426595
32,8,1,10,0,0,0,"(1, 4, 2, 3, 0)",5,0.0,10.0,10,207.195422
16,8,256,6,2,1,0,"(2, 1, 0, 3, 4)",5,0.0,10.0,10,1048.0922580000001
1024,512,256,2,2,0,0,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,1036.600236
16,4,16,20,0,1,0,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,1007.6893135
512,4,4,7,0,1,0,"(1, 3, 4, 0, 2)",5,0.0,10.0,10,1020.4501725
4,2,128,20,2,1,0,"(4, 2, 3, 1, 0)",5,0.0,10.0,10,1040.2196815
256,16,4,9,1,1,1,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,948.325491
64,8,128,20,0,1,0,"(3, 0, 4, 1, 2)",5,0.0,10.0,10,954.826891
128,32,128,3,2,1,0,"(3, 0, 2, 1, 4)",5,0.0,10.0,10,1051.811078
128,4,64,12,0,1,1,"(0, 3, 2, 4, 1)",5,0.0,10.0,10,949.1382659999999
512,2,16,13,1,0,1,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,983.376708
1024,8,1,4,1,1,0,"(2, 3, 0, 1, 4)",5,0.0,10.0,10,1039.0156445
64,4,2,19,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,583.030642
256,32,1,5,2,0,0,"(1, 4, 0, 2, 3)",5,0.0,10.0,10,1052.0033745
128,8,2,2,1,0,1,"(1, 3, 4, 2, 0)",5,0.0,10.0,10,950.0903455
4,2,32,9,1,0,0,"(4, 3, 1, 2, 0)",5,0.0,10.0,10,656.1611755
256,64,64,16,0,0,1,"(0, 2, 1, 4, 3)",5,0.0,10.0,10,945.3919305
1024,256,16,19,1,0,0,"(0, 2, 3, 1, 4)",5,0.0,10.0,10,1040.5442285
128,16,1,3,2,0,1,"(3, 4, 0, 2, 1)",5,0.0,10.0,10,598.3034585
1024,256,128,12,2,1,1,"(2, 4, 0, 1, 3)",5,0.0,10.0,10,974.1205055
