tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,tuned_tileX,tuned_tileY,tuned_vec,compute_time,energy,iterations,wait_after_run
1,512,512,512,134,4,2,10.268672,32.70906617103049,10,0
4,4,256,1024,252,4,4,0.19456,41.59705612077392,10,0
8,2,16,32,158,4,2,2.174976,44.012812198753615,10,0
256,2,512,4,2,138,2,70.486016,35.82202799905714,10,0
4,128,128,256,62,8,2,0.54592,39.63101829710753,10,0
256,2,1024,256,502,1,2,0.094208,38.058368486837,10,0
2,2,4,64,4,36,4,2.808928,49.440949845542185,10,0
32,32,128,128,128,6,4,0.351232,42.77900036455813,10,0
32,2,128,128,992,1,2,0.3072,41.16459606890001,10,0
4,64,8,128,202,1,2,20.20352,32.39948017629899,10,0
2,16,256,32,12,22,4,0.228352,41.19123896136783,10,0
4,1,64,2,148,6,4,8.005632,36.025549260546455,10,0
16,8,32,16,24,18,4,2.909184,46.93169979371635,10,0
4,64,128,1024,16,34,4,0.072704,32.321792514766486,10,0
32,32,1024,64,114,6,2,0.339968,36.26513501701556,10,0
16,2,128,512,542,1,2,0.175104,34.142874927247064,10,0
16,8,64,8,40,22,4,2.245632,43.241586674622766,10,0
64,8,256,512,28,6,2,0.151552,41.46711873605599,10,0
4,2,4,32,458,1,2,9.211904,33.45124704210409,10,0
1,16,1024,512,74,6,2,0.282656,38.29438375656781,10,0
8,4,8,8,36,20,2,13.303808,34.81008749573455,10,0
4,256,1024,1024,100,6,4,0.446464,44.26491026518975,10,0
4,2,256,16,16,52,4,0.210944,41.33733703858052,10,0
32,1,256,256,100,1,4,0.111616,41.795306860962825,10,0
1,2,2,128,824,1,2,4.477952,51.71781427527295,10,0
16,64,1024,128,630,1,2,6.734848,31.96050897700476,10,0
2,1,16,32,28,18,4,0.928768,46.56475221514999,10,0
1,2,128,8,4,254,2,1.73056,42.36262593934299,10,0
1,64,128,256,24,26,4,0.151616,46.81257830415235,10,0
2,32,512,1024,408,1,4,1.41824,45.52012463424209,10,0
1,256,512,1024,2,258,2,0.228352,40.02655056022486,10,0
64,2,64,256,250,1,2,0.151552,39.13938302462497,10,0
256,4,512,128,300,1,4,0.22528,43.87795659746835,10,0
64,2,512,32,688,1,2,0.598016,38.77853140701088,10,0
32,4,32,128,4,60,2,3.971072,47.97619873109339,10,0
1,8,1,256,82,12,2,1.94048,45.16172089750985,10,0
1,2,512,256,644,1,4,2.848768,49.52631413897904,10,0
512,1,512,4,60,6,4,8.728576,45.6311254209346,10,0
16,16,64,16,12,24,2,2.997248,43.90849694658316,10,0
8,2,8,4,498,2,2,48.490496,34.57834987203483,10,0
256,2,256,8,2,176,2,82.388992,38.59783911397498,10,0
128,8,512,64,28,20,2,0.47616,44.17381334986933,10,0
8,4,512,8,28,20,4,0.221216,42.01229769805946,10,0
2,128,4,512,8,16,4,2.618368,47.993062339519525,10,0
8,8,32,512,592,1,2,0.402432,39.308977790666766,10,0
2,256,2,256,374,1,2,137.075712,38.622938463127085,10,0
2,128,512,256,72,14,4,0.499712,42.73205823607704,10,0
256,2,1024,1024,130,4,2,0.093184,40.60187786833042,10,0
8,1,32,64,10,68,2,2.117632,42.828489544500265,10,0
1,1,512,2,436,1,4,76.454912,42.13075775724175,10,0
4,4,16,8,164,1,2,13.34784,32.9539446265076,10,0
2,4,4,32,376,1,4,10.446848,36.812542099238165,10,0
1,1,4,8,188,2,2,28.100608,32.92864814577101,10,0
4,4,256,64,4,122,2,0.315392,33.408312114943136,10,0
4,16,128,256,616,1,4,2.164736,41.976208456151696,10,0
8,16,1024,128,16,46,2,0.065536,39.26432273234594,10,0
4,64,4,128,62,6,2,11.675648,32.48156326667845,10,0
4,8,8,512,44,12,2,0.345088,37.8209070236012,10,0
8,1,8,64,10,62,2,7.279616,31.769103314807,10,0
256,2,512,32,6,98,2,5.008384,50.85265064105817,10,0
2,32,512,256,2,350,2,0.242688,40.543627415437705,10,0
1,2,4,2,204,2,4,88.001568,37.67908794626667,10,0
64,4,512,256,8,100,4,0.678912,42.612524812913605,10,0
2,32,4,32,440,2,4,62.336,39.673744134213855,10,0
2,32,512,64,316,2,2,13.979648,34.87987305218225,10,0
8,8,16,32,4,188,2,6.522976,32.53440297253821,10,0
2,1,1024,128,54,10,2,0.553984,40.696869959368,10,0
1,1,16,1024,604,1,2,2.70848,45.91975865005397,10,0
1,512,4,512,132,6,4,10.64448,34.58750866036442,10,0
8,16,1024,16,146,2,2,5.380096,31.83453465673104,10,0
2,32,128,128,254,2,2,5.5808,34.070256409226644,10,0
32,2,256,2,348,1,2,7.461888,32.02002029162016,10,0
64,2,256,2,4,140,2,41.537632,33.74277726018035,10,0
16,2,128,32,2,460,2,17.44384,32.980941420385584,10,0
2,1,16,512,8,12,2,0.611328,41.75757548495556,10,0
512,1,512,128,430,1,2,0.115712,38.698799826008965,10,0
4,32,16,1024,196,2,2,0.768,42.3527612529096,10,0
2,8,64,1024,236,2,2,0.397312,39.463673097336354,10,0
2,64,256,1024,32,18,2,0.093184,39.28887083349509,10,0
1,4,1024,4,4,114,4,0.505856,42.3112328573364,10,0
16,16,512,512,384,1,2,0.28672,39.847978881162575,10,0
32,1,128,32,58,12,2,0.288768,38.60632339474814,10,0
4,16,1024,128,114,6,2,0.356352,38.74475383065492,10,0
1,32,1,512,66,6,2,3.59936,46.534618584768005,10,0
1,1,1,64,60,10,2,7.169024,32.377852591425004,10,0
32,4,512,8,36,14,2,0.473088,42.42929542684548,10,0
8,32,512,32,114,6,2,1.533952,41.90701084284949,10,0
4,2,32,256,76,4,2,0.190464,39.57982353455496,10,0
1,128,1024,128,916,1,4,151.077056,40.90367946047,10,0
8,1,8,1024,10,30,2,3.647488,49.88417972591222,10,0
128,2,1024,4,2,356,2,28.281856,37.42604847666003,10,0
2,1,8,256,20,40,2,2.239488,43.45322404790671,10,0
2,1,256,1,652,1,2,181.801984,43.49050198917868,10,0
1,16,32,128,572,1,2,14.336064,37.78186527830356,10,0
1,4,128,4,56,14,4,4.209664,49.95091754644997,10,0
2,8,256,128,16,10,4,0.101376,42.79897238727895,10,0
8,2,1024,512,2,236,2,1.294336,34.30148607528543,10,0
8,16,1024,64,10,32,2,0.073728,35.68230941491795,10,0
4,8,1024,512,292,1,4,0.411648,40.12643012023141,10,0
128,2,128,1024,292,2,2,0.086016,33.41307577572385,10,0
1,64,16,64,44,12,2,4.441088,42.55016102121682,10,0
1,8,1024,1024,24,16,4,0.22016,42.78093609917295,10,0
2,32,512,32,48,12,4,0.756736,42.022986679482806,10,0
1,2,64,128,88,8,4,0.560128,41.90414182044122,10,0
8,16,128,32,354,2,2,6.08768,33.46466504727671,10,0
4,8,128,512,4,104,4,0.221184,41.47994176332672,10,0
1,16,2,256,52,4,4,2.040832,46.805405586708105,10,0
4,8,1024,128,104,4,2,0.24064,42.96337578895634,10,0
32,2,32,4,112,6,4,5.501952,38.07409770888881,10,0
8,64,8,256,100,4,4,3.917824,49.053620521523946,10,0
1,128,512,512,68,6,2,1.050624,44.879782622951154,10,0
4,2,256,32,12,46,2,0.246784,40.8465645431906,10,0
2,8,512,64,316,2,2,3.54304,46.76060077401354,10,0
32,1,256,512,94,10,2,0.139264,39.658600937467455,10,0
32,8,128,16,8,24,2,3.72224,46.23820420906378,10,0
2,8,2,64,2,486,2,44.017664,38.28411095454356,10,0
64,1,1024,1024,12,1,4,0.259072,44.166704064674434,10,0
16,2,1024,16,2,156,2,0.850944,41.92982082423264,10,0
8,8,16,16,498,1,2,18.624512,32.57052766984277,10,0
4,64,512,64,8,48,2,0.090112,39.345141082164936,10,0
1,4,16,32,2,54,2,2.51904,44.89650951320668,10,0
8,2,512,32,780,1,2,2.661408,48.82630419186858,10,0
4,32,32,32,564,1,4,29.587456,43.5050635654062,10,0
8,1,512,256,196,2,2,0.40448,38.79160253956028,10,0
8,32,512,512,250,1,2,0.68608,39.58305882317457,10,0
2,512,512,512,796,1,2,94.423136,36.13913384353171,10,0
8,8,1024,256,8,92,2,0.089088,38.79506732355223,10,0
8,32,256,1024,152,2,2,0.20992,39.75666673736129,10,0
16,2,128,64,174,1,2,0.236608,40.64073390635144,10,0
32,16,32,1024,64,2,2,0.308224,39.41281720887501,10,0
64,1,128,128,6,66,2,6.182912,32.568429300646315,10,0
64,1,64,64,116,6,2,0.293888,40.60214598485145,10,0
1,32,16,256,2,346,2,0.949248,42.3982572723826,10,0
2,8,4,64,4,134,2,3.453952,47.59376779718211,10,0
4,32,16,128,96,1,4,4.278272,54.91558532269067,10,0
4,32,16,64,96,2,4,6.393856,36.85675224400176,10,0
1,8,8,64,248,4,2,2.312192,44.21206688165648,10,0
512,1,512,16,10,50,2,11.956256,34.411150723936515,10,0
32,2,128,8,4,96,2,11.030528,33.57897470902133,10,0
64,16,64,128,102,10,2,0.465056,39.65249622057043,10,0
4,16,8,16,22,34,2,7.457792,32.72007766563528,10,0
1,2,16,512,8,64,4,0.746496,44.12407250449949,10,0
1,2,32,2,56,4,4,9.111584,36.976340677038834,10,0
4,1,4,1,276,1,4,119.779328,40.30656375535789,10,0
4,16,4,128,514,1,2,10.406912,24.94896749177725,10,0
2,8,256,128,84,4,4,0.293888,36.85398025759056,10,0
1,256,8,256,14,6,2,9.8304,29.422677732319155,10,0
8,32,256,1024,138,4,2,0.121856,34.86400072119132,10,0
1,2,8,128,2,42,2,2.803712,43.80005288867907,10,0
8,32,1024,64,76,12,2,0.3072,39.41429009511723,10,0
128,1,128,128,6,40,2,6.960128,34.343836168693336,10,0
1,4,256,512,522,1,2,1.611776,42.34300517873112,10,0
1,1,2,64,8,50,4,8.839168,34.29968835355792,10,0
32,1,1024,4,114,4,2,0.91648,41.04690414596109,10,0
4,8,1024,512,552,1,4,0.526336,43.62805393752162,10,0
8,2,256,256,2,392,2,3.862528,48.48172871024414,10,0
1,16,128,128,8,86,2,0.155648,43.27320698203077,10,0
1,32,256,1024,48,12,2,0.145408,40.54496950536958,10,0
4,128,8,1024,248,1,4,7.02976,36.18640440881379,10,0
4,32,32,1024,66,12,2,0.084992,39.81554038318898,10,0
32,2,1024,64,366,1,2,0.311424,40.07080678752809,10,0
1,4,256,8,2,468,2,2.098176,45.587062397475,10,0
2,256,256,256,40,18,4,0.451584,47.02146441236476,10,0
8,2,1024,4,40,20,2,0.88576,41.57904766251089,10,0
64,2,512,8,442,1,2,1.348608,42.1945458293288,10,0
4,4,64,256,86,2,2,0.176128,41.05418074171524,10,0
1,1,256,128,24,2,2,0.859136,44.59819014538599,10,0
8,32,32,32,352,1,2,14.857216,32.525131363814246,10,0
1024,1,1024,32,4,38,2,9.637888,32.688438954046845,10,0
1,64,2,256,60,8,2,7.212032,32.39829235946897,10,0
1,32,128,1024,968,1,4,5.293056,54.70322035487179,10,0
8,2,1024,256,264,2,4,0.228352,42.543736078888,10,0
512,1,1024,1024,246,1,2,0.1024,38.08079588764384,10,0
2,1,32,256,34,16,2,0.560128,41.0213714680203,10,0
128,4,1024,512,200,1,2,0.09216,40.46356744074785,10,0
16,4,1024,128,24,40,4,0.07792,43.66666239224212,10,0
8,2,256,2,366,1,2,20.516864,32.77553815977316,10,0
4,1,8,8,46,16,2,9.622528,35.63434606618359,10,0
1,2,2,128,592,1,2,3.225728,50.44048024421411,10,0
16,8,64,16,30,20,2,1.291264,47.65742368055676,10,0
1,2,1024,64,848,1,4,7.918592,35.57642605757583,10,0
8,32,512,32,432,2,4,9.183232,35.77891479545429,10,0
1,2,2,1024,20,8,2,0.907264,42.77994648578873,10,0
32,1,32,512,32,12,4,0.664576,42.35517249948284,10,0
1,256,1024,512,200,2,2,14.93504,32.900648693752984,10,0
8,32,16,512,4,68,2,0.564224,39.23653996307647,10,0
16,2,16,32,384,1,2,2.248704,44.36458750162404,10,0
2,4,32,64,580,1,4,3.934208,50.07645264682759,10,0
8,1,16,2,90,1,2,27.406336,39.19008792214904,10,0
8,8,64,512,4,96,4,0.612352,43.89253122395335,10,0
1,1,1,128,66,1,2,4.366336,51.40040771894354,10,0
1,16,1,1024,384,2,4,2.059264,48.74895824410793,10,0
16,64,128,64,6,132,2,1.292288,45.56956653003579,10,0
4,32,32,32,64,16,4,0.904192,45.29143739545334,10,0
1,1,16,1024,12,56,4,1.27696,45.05440392745129,10,0
128,4,256,8,476,2,4,2.686976,37.33991267407076,10,0
64,1,128,1,364,2,4,12.28288,34.851114527086004,10,0
1,1,1,64,2,196,2,161.968128,38.62754903986457,10,0
8,1,128,32,2,376,2,14.299136,33.59882949901401,10,0
4,1,16,512,14,22,2,1.1008,40.83998454607501,10,0
1,128,32,256,110,1,2,12.020736,37.03006617788468,10,0
8,64,128,256,2,68,2,0.483328,41.15169238048,10,0
8,16,32,256,16,2,2,1.069056,43.54395525271168,10,0
8,64,8,64,302,2,2,39.721984,33.25372821639668,10,0
16,8,16,16,42,12,2,5.207168,50.79169486248263,10,0
4,16,64,1024,70,8,2,0.077824,38.88370480608457,10,0
8,16,128,16,96,6,4,0.903168,42.845302534012745,10,0
4,2,1024,256,384,2,2,0.871424,40.41236218100674,10,0
2,8,32,256,20,14,2,0.188416,40.58437162534464,10,0
64,8,128,1024,124,8,4,0.080896,42.46609020214003,10,0
16,16,128,32,256,2,2,2.399232,43.9561659246656,10,0
2,2,2,8,54,14,2,28.693504,33.57001224787527,10,0
8,8,128,512,24,34,4,0.064512,42.94921126353377,10,0
128,8,128,16,84,6,2,4.23936,49.144320936010736,10,0
2,2,32,64,4,180,4,1.87904,56.02472308406812,10,0
8,8,8,128,142,6,2,1.475584,45.671629030937495,10,0
16,2,1024,32,920,1,2,1.642496,45.76149981280516,10,0
1,1024,256,1024,96,1,4,26.141696,46.24774099556626,10,0
16,2,512,256,68,2,4,0.08704,41.25741507085069,10,0
32,1,128,1,2,42,2,147.274752,39.19423167757429,10,0
32,4,256,256,12,60,4,0.293952,41.97590939352136,10,0
8,2,32,128,494,1,2,0.514048,40.55486193610369,10,0
32,1,64,128,700,1,4,0.256,42.83694483819112,10,0
1,16,1,16,4,186,2,50.089984,35.24806167127376,10,0
2,512,256,512,2,486,2,0.321536,38.89790146593675,10,0
1,32,256,512,28,24,2,0.29088,39.86473288212606,10,0
32,1,128,4,768,1,4,3.485696,49.284091395494094,10,0
1,32,8,256,64,6,4,0.705696,42.949809170169615,10,0
256,2,256,512,2,274,2,74.8032,36.7208567671291,10,0
1,128,8,1024,352,1,4,8.297472,36.34181436373751,10,0
4,1,64,1,116,8,4,11.297792,38.24013552744732,10,0
4,128,4,128,2,322,2,12.4416,34.28969763176287,10,0
64,4,256,4,8,12,4,15.803392,36.07838830345033,10,0
2,8,2,8,8,62,2,40.241152,34.49267983815443,10,0
8,128,32,512,50,6,2,1.077248,41.72802209400098,10,0
4,8,4,16,8,98,4,13.23008,36.45185363436999,10,0
32,16,512,16,10,70,2,0.925696,45.34064964602641,10,0
32,1,512,256,344,2,2,0.19456,38.08346744165954,10,0
2,2,128,256,4,222,4,0.607232,42.65497314638478,10,0
4,4,256,1024,180,1,4,0.223232,36.07198406903099,10,0
4,2,512,2,36,14,2,2.819072,40.018937297170616,10,0
8,4,64,64,40,24,4,0.212992,41.099457103540274,10,0
256,1,512,16,944,1,4,0.423936,42.78682017268662,10,0
8,1,256,512,8,20,2,0.181248,38.53254673579701,10,0
2,4,256,128,148,2,2,0.743424,41.52471022397779,10,0
32,4,32,64,2,126,2,16.592896,33.070652150331206,10,0
1,4,128,512,308,2,4,0.910336,43.57043641624863,10,0
16,8,128,512,136,4,2,0.0512,37.69354811124,10,0
16,32,128,256,88,10,2,0.131072,39.03544297706074,10,0
2,32,1024,128,360,2,4,6.45632,36.528063872438096,10,0
1,256,256,512,804,1,2,87.35136,36.75663707764476,10,0
256,1,1024,512,2,134,2,18.313216,35.178477538851155,10,0
8,8,1024,16,80,6,2,0.912384,41.0155018496552,10,0
1,1,16,1024,588,1,4,2.13504,50.24257844834121,10,0
8,128,256,128,82,1,2,3.991552,48.18454504668848,10,0
1,2,4,128,6,74,2,4.600832,55.290658159584,10,0
8,32,16,128,4,110,4,2.83648,48.49671141526607,10,0
16,1,512,512,4,246,2,2.417664,47.69233286008321,10,0
2,2,256,256,276,2,2,0.883712,42.51236758114142,10,0
32,32,32,1024,120,8,4,0.150528,41.83847017174354,10,0
128,1,128,32,786,1,2,0.59904,40.05734374703282,10,0
128,8,512,16,390,1,2,1.373184,42.47094601857323,10,0
2,32,1024,512,40,14,4,0.096256,40.5759443787282,10,0
64,8,1024,256,38,8,2,0.098304,39.31906523065411,10,0
2,4,128,256,2,298,2,0.999424,43.35805059253365,10,0
4,8,512,512,12,54,2,0.110592,39.93183156261349,10,0
8,4,512,256,8,92,2,0.145408,39.6680614484024,10,0
2,32,2,128,492,2,2,31.437952,34.5185344490611,10,0
8,2,16,16,60,2,2,4.840448,49.10766659429586,10,0
4,2,32,128,82,10,2,0.300032,40.69302632664309,10,0
32,2,1024,8,2,484,2,4.722688,56.10401309852308,10,0
1,1,4,4,360,1,4,33.409024,42.17394888315013,10,0
128,4,512,8,2,330,2,29.072384,35.03350254690491,10,0
16,8,32,16,150,4,2,2.895872,43.67180447884798,10,0
4,8,256,1024,502,1,2,0.540672,45.10141872343474,10,0
1,1,1,16,608,1,2,36.061184,33.76610803449255,10,0
8,4,8,64,30,28,2,2.209792,46.33273806201285,10,0
64,1,128,64,278,1,2,0.212992,43.84115921923149,10,0
2,8,128,512,568,1,4,0.856064,46.52167606245,10,0
32,2,256,16,2,164,2,6.317056,33.813163295421035,10,0
8,4,256,4,348,1,2,14.055424,33.88280676611369,10,0
2,4,32,4,336,2,4,33.727488,37.33937347881231,10,0
32,8,32,128,6,164,2,4.21088,48.07538741926189,10,0
2,4,512,512,718,1,2,1.85856,36.578003769171765,10,0
1,32,1024,128,110,6,2,1.5904,44.406938685750006,10,0
4,8,1024,512,66,8,2,0.095232,38.85109860252241,10,0
4,64,128,256,876,1,4,9.945088,36.4036680737482,10,0
32,1,32,2,2,294,2,288.303104,46.15754081034218,10,0
4,64,128,512,40,20,2,0.078016,38.046767683446056,10,0
1,1,256,8,4,30,2,0.678912,41.68848641229629,10,0
8,8,512,32,34,30,2,0.151712,39.08325221128117,10,0
32,4,256,512,14,22,2,0.119808,40.53036168361852,10,0
4,16,4,256,986,1,2,8.143872,34.53110654178133,10,0
2,8,4,1024,28,10,4,0.239616,40.64496194894426,10,0
2,4,4,1024,66,8,2,0.292864,41.45718509437183,10,0
64,1,512,1,4,74,2,38.940672,33.996950567685,10,0
32,32,256,256,4,38,4,0.78848,43.08115727323333,10,0
1,8,1024,512,124,2,4,0.56832,43.45586378562403,10,0
2,4,128,1024,722,1,2,1.28,42.25327539083451,10,0
8,4,512,8,2,58,2,1.405952,45.59663724913334,10,0
16,2,512,256,898,1,2,0.454656,40.630143843876525,10,0
32,32,128,1024,36,4,4,0.253952,41.33160033757724,10,0
1,64,1,128,8,42,4,6.7584,37.58105213411272,10,0
1,2,512,16,14,12,2,0.551936,40.36024549908986,10,0
1,128,4,256,54,14,2,3.386368,46.43212568723079,10,0
1,1,2,1024,376,2,4,2.073696,47.72282204618761,10,0
