chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
32,4,16,20,1,1,1,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,21.4065525
4,1,128,12,2,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,24.432918
32,2,64,20,0,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,292.8500765
2,1,4,16,0,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,19.526332500000002
128,16,256,10,2,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,189.2917395
64,32,1,20,2,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,13.509582
128,64,128,4,1,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,664.6868665
256,4,4,14,2,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,20.2965135
128,16,16,2,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,635.6140095000001
32,8,32,4,0,1,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,64.8204475
128,64,8,14,1,1,1,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,140.69509
256,4,4,8,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,37.4389905
256,2,256,8,1,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,106.2341855
256,1,16,16,0,1,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,900.2152885
32,8,1,8,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,37.881212500000004
64,2,64,14,2,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,55.135476999999995
256,8,256,10,0,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,258.28299200000004
32,4,16,14,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,27.146763999999997
256,16,4,6,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,77.916836
16,8,16,8,2,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,143.0656405
128,1,2,6,2,1,0,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,117.22478849999999
64,4,128,2,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,258.95551550000005
64,1,64,16,2,1,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,41.1592585
64,8,256,2,2,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,354.5868895
128,1,16,10,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,35.577586499999995
8,4,2,20,0,0,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,13.950160499999999
128,4,1,4,1,1,1,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,193.8897535
64,2,2,16,0,0,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,29.345537
128,16,4,6,1,0,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,46.2771525
256,8,256,20,0,1,0,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,1962.1208695
64,16,1,6,2,0,1,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,38.952779
64,4,128,12,2,0,0,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,335.47340499999996
64,1,8,8,2,1,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,201.8901405
256,8,64,4,1,0,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,626.979249
256,4,64,4,1,1,1,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,503.7227865
128,2,128,12,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,145.4193935
256,2,32,2,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,290.355299
256,1,1,20,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,988.9676975
64,1,1,6,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,274.615404
32,4,256,2,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,144.129436
128,4,1,12,0,0,0,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,329.63669500000003
8,2,4,6,1,0,1,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,177.3841275
256,8,8,16,0,1,0,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,54.314006
128,8,4,18,2,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,26.2540775
256,4,4,6,0,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,41.1619995
8,2,4,16,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,123.847995
128,2,128,2,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,222.77935150000002
8,1,4,14,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,22.723641
128,16,256,6,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,173.734824
128,1,128,18,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,86.85991949999999
4,2,8,10,0,0,1,"(3, 0, 1, 4, 2)",5,0.0,10.0,10,44.316685
256,4,8,14,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,21.310893
128,16,32,10,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,86.54628650000001
32,16,2,20,2,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,188.8757825
16,4,16,8,1,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,124.5394455
8,1,1,10,0,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,56.218663
256,32,256,12,2,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,101.49121600000001
8,1,16,16,1,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,19.162196
32,1,32,6,0,1,0,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,34.584385
256,16,256,12,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,1008.8869105
2,1,4,14,0,0,0,"(1, 0, 2, 4, 3)",5,0.0,10.0,10,15.9739365
64,16,4,4,1,1,1,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,94.511619
256,64,2,14,1,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,41.443576
4,2,4,18,0,0,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,31.66887
256,16,32,8,2,0,1,"(3, 0, 1, 2, 4)",5,0.0,10.0,10,403.99286900000004
64,16,64,8,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,99.0325885
4,2,16,16,0,0,1,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,23.5757075
128,8,16,2,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,225.82376299999999
64,4,2,12,2,0,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,267.5311145
32,16,16,12,2,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,171.021871
4,2,8,2,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,242.3258745
128,1,8,18,1,1,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,329.43354650000003
256,64,64,6,2,1,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,116.63688450000001
256,2,256,20,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,145.2306515
8,1,4,6,0,0,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,56.827681
32,4,32,14,0,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,23.400338
2,1,32,8,1,1,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,32.919895499999996
256,32,32,14,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,42.5996935
128,4,16,12,1,0,1,"(0, 1, 2, 4, 3)",5,0.0,10.0,10,24.843694
256,1,256,14,1,0,0,"(1, 3, 0, 4, 2)",5,0.0,10.0,10,823.810379
64,8,64,14,0,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,57.0500575
256,1,32,14,2,1,0,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,738.798377
32,4,64,18,2,1,1,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,30.355759
16,8,4,2,0,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,150.369844
64,16,8,16,1,1,0,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,187.256419
16,8,256,8,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,70.41221350000001
128,2,16,2,2,1,0,"(0, 1, 4, 2, 3)",5,0.0,10.0,10,91.77795800000001
256,2,64,10,0,0,1,"(3, 1, 0, 2, 4)",5,0.0,10.0,10,790.536841
64,4,2,4,1,0,0,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,299.5171575
4,2,32,14,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,24.337757
16,2,4,12,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,28.489855499999997
8,1,16,6,1,1,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,176.875762
256,4,8,16,0,0,0,"(1, 0, 4, 2, 3)",5,0.0,10.0,10,28.5475295
128,64,2,4,0,1,0,"(0, 3, 1, 2, 4)",5,0.0,10.0,10,110.41794999999999
256,8,8,18,1,1,1,"(0, 3, 1, 4, 2)",5,0.0,10.0,10,32.798336500000005
8,1,16,12,0,1,1,"(3, 1, 0, 4, 2)",5,0.0,10.0,10,48.418721000000005
16,2,8,10,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,26.639666
8,1,16,16,2,0,1,"(1, 3, 0, 2, 4)",5,0.0,10.0,10,78.717653
