chunk_size,chunk_size2,chunk_size3,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
4,16,8,2,78,2,1,0,"(1, 0, 3, 2, 4)",2.9854715,10,5,0,10
16,8,1,256,122,1,0,1,"(1, 2, 3, 0, 4)",3.7980295,10,5,0,10
32,4,4,1,84,1,0,0,"(0, 3, 2, 1, 4)",3.5239645,10,5,0,10
256,1,1,16,56,2,1,1,"(2, 1, 0, 3, 4)",10.837061,10,5,0,10
1024,32,1,128,14,1,0,0,"(1, 2, 0, 3, 4)",15.246217,10,5,0,10
32,32,2,256,98,2,0,0,"(3, 2, 1, 0, 4)",4.1020255,10,5,0,10
4,4,1,2,86,1,1,0,"(2, 0, 3, 1, 4)",17.1454355,10,5,0,10
2,1,1,64,126,2,0,0,"(0, 3, 2, 1, 4)",11.127682,10,5,0,10
16,2,8,64,28,0,0,1,"(0, 2, 1, 3, 4)",0.5861205,10,5,0,10
256,32,8,4,108,2,1,1,"(1, 2, 0, 3, 4)",8.214756000000001,10,5,0,10
1024,1,8,1,20,2,0,0,"(0, 1, 3, 2, 4)",1.654707,10,5,0,10
64,8,16,1,76,2,0,1,"(3, 2, 0, 1, 4)",29.6500315,10,5,0,10
32,4,4,4,116,1,1,1,"(0, 1, 2, 3, 4)",4.832814000000001,10,5,0,10
2,16,64,128,18,0,1,1,"(0, 1, 2, 3, 4)",10.217864,10,5,0,10
1024,64,16,8,122,1,0,0,"(1, 3, 2, 0, 4)",32.5947285,10,5,0,10
16,8,64,2,10,0,1,0,"(0, 2, 3, 1, 4)",9.4666005,10,5,0,10
8,4,8,4,128,0,1,0,"(1, 0, 3, 2, 4)",1.899611,10,5,0,10
64,16,1,2,32,1,0,0,"(2, 1, 0, 3, 4)",18.0506175,10,5,0,10
1,8,2,1,94,0,1,1,"(3, 0, 2, 1, 4)",30.867088,10,5,0,10
128,4,32,1,114,0,0,0,"(0, 2, 1, 3, 4)",1.291921,10,5,0,10
512,64,4,4,46,0,1,1,"(0, 2, 1, 3, 4)",0.780143,10,5,0,10
256,8,1,2,6,2,0,1,"(0, 1, 3, 2, 4)",2.8364665,10,5,0,10
512,1,1,2,56,0,1,1,"(1, 2, 3, 0, 4)",2.055825,10,5,0,10
512,32,4,16,4,0,0,0,"(1, 0, 3, 2, 4)",2.6126965,10,5,0,10
4,2,32,16,120,0,0,1,"(0, 3, 2, 1, 4)",2.0901595,10,5,0,10
512,32,1,2,34,0,0,0,"(2, 1, 3, 0, 4)",2.110416,10,5,0,10
8,32,8,8,114,0,1,0,"(0, 2, 3, 1, 4)",1.8018335,10,5,0,10
1024,2,64,8,62,1,0,0,"(2, 1, 3, 0, 4)",113.5815835,10,5,0,10
256,2,64,64,78,2,1,0,"(1, 2, 3, 0, 4)",192.9897605,10,5,0,10
128,64,64,2,38,2,1,0,"(2, 3, 0, 1, 4)",118.329188,10,5,0,10
1,32,1,2,6,2,1,1,"(3, 1, 2, 0, 4)",52.129657,10,5,0,10
2,32,64,32,4,0,1,0,"(3, 1, 0, 2, 4)",1870.041547,10,5,0,10
32,16,8,256,78,0,1,0,"(3, 0, 2, 1, 4)",17.909865,10,5,0,10
512,1,16,16,120,1,0,0,"(2, 3, 0, 1, 4)",23.7486865,10,5,0,10
16,8,64,32,40,1,0,0,"(2, 0, 1, 3, 4)",2.0162440000000004,10,5,0,10
256,4,2,8,16,2,0,1,"(2, 3, 1, 0, 4)",3.932275,10,5,0,10
2,16,1,8,26,1,0,0,"(0, 1, 2, 3, 4)",14.0353045,10,5,0,10
64,16,64,16,28,1,1,1,"(1, 0, 3, 2, 4)",2.0808155,10,5,0,10
8,4,1,4,66,2,0,0,"(3, 1, 0, 2, 4)",2.411738,10,5,0,10
4,8,8,8,90,2,1,0,"(0, 3, 1, 2, 4)",2.17999,10,5,0,10
8,16,4,1,36,0,1,0,"(3, 0, 1, 2, 4)",14.119772,10,5,0,10
16,4,16,2,50,1,1,0,"(2, 0, 1, 3, 4)",2.4243180000000004,10,5,0,10
32,64,32,8,4,2,0,0,"(0, 2, 3, 1, 4)",16.527252500000003,10,5,0,10
32,8,2,64,96,0,1,0,"(3, 0, 1, 2, 4)",6.425329,10,5,0,10
16,4,8,4,104,1,1,1,"(1, 0, 2, 3, 4)",3.051952,10,5,0,10
256,2,4,4,112,1,1,0,"(0, 1, 3, 2, 4)",3.083618,10,5,0,10
2,16,8,64,110,2,0,0,"(1, 2, 0, 3, 4)",21.013636,10,5,0,10
64,4,1,32,38,0,1,0,"(3, 1, 2, 0, 4)",1.9820665,10,5,0,10
1024,16,4,64,124,0,0,0,"(1, 3, 0, 2, 4)",12.203323,10,5,0,10
2,32,1,64,112,0,1,1,"(1, 3, 0, 2, 4)",47.761342,10,5,0,10
256,8,4,1,76,1,0,0,"(2, 3, 0, 1, 4)",7.991433,10,5,0,10
512,16,2,8,20,0,1,0,"(1, 3, 2, 0, 4)",3.7598765,10,5,0,10
4,2,16,8,16,1,0,1,"(2, 0, 3, 1, 4)",3.057323,10,5,0,10
2,2,32,64,28,2,1,1,"(3, 1, 0, 2, 4)",56.3843445,10,5,0,10
256,1,4,2,94,0,0,1,"(0, 2, 1, 3, 4)",1.0433405,10,5,0,10
32,8,2,16,88,0,1,1,"(0, 1, 2, 3, 4)",0.754408,10,5,0,10
32,64,16,8,68,2,1,0,"(1, 3, 0, 2, 4)",62.62016199999999,10,5,0,10
64,1,4,1,80,1,1,1,"(2, 1, 0, 3, 4)",17.7589715,10,5,0,10
1024,16,1,2,24,2,1,0,"(1, 0, 3, 2, 4)",3.996376,10,5,0,10
2,64,16,8,30,0,0,1,"(2, 0, 1, 3, 4)",24.214054,10,5,0,10
512,32,1,64,98,2,0,0,"(3, 2, 0, 1, 4)",3.056067,10,5,0,10
128,4,2,8,100,0,1,1,"(0, 2, 3, 1, 4)",0.970593,10,5,0,10
16,8,1,32,26,2,1,1,"(3, 1, 0, 2, 4)",2.4492275,10,5,0,10
8,64,8,64,82,2,1,1,"(2, 1, 0, 3, 4)",18.4179,10,5,0,10
4,2,32,32,106,0,0,1,"(2, 1, 0, 3, 4)",1.188444,10,5,0,10
4,1,8,16,94,0,1,1,"(3, 1, 0, 2, 4)",16.9082665,10,5,0,10
1,8,64,256,72,2,0,0,"(2, 1, 3, 0, 4)",895.9792640000001,10,5,0,10
2,8,32,16,8,2,1,1,"(1, 3, 2, 0, 4)",215.361744,10,5,0,10
16,32,2,8,38,0,1,0,"(1, 3, 0, 2, 4)",7.479858999999999,10,5,0,10
4,8,4,8,86,0,0,1,"(2, 1, 3, 0, 4)",18.9999465,10,5,0,10
128,32,32,8,64,0,1,1,"(3, 1, 2, 0, 4)",63.74469,10,5,0,10
16,2,1,2,44,0,1,1,"(3, 2, 1, 0, 4)",2.106005,10,5,0,10
32,4,2,128,126,2,0,0,"(0, 1, 3, 2, 4)",4.2203305,10,5,0,10
256,16,2,2,8,2,1,1,"(3, 0, 2, 1, 4)",4.045933,10,5,0,10
16,1,2,8,92,1,1,1,"(0, 1, 3, 2, 4)",4.000954500000001,10,5,0,10
128,32,16,256,102,2,1,0,"(1, 2, 0, 3, 4)",7.8863,10,5,0,10
128,64,1,64,52,0,1,1,"(1, 3, 2, 0, 4)",2.88798,10,5,0,10
2,2,32,128,62,1,1,0,"(2, 0, 3, 1, 4)",1.9997225,10,5,0,10
8,16,4,4,104,1,0,1,"(2, 1, 0, 3, 4)",8.615052,10,5,0,10
1024,4,1,64,98,1,0,1,"(2, 0, 3, 1, 4)",3.3301030000000003,10,5,0,10
8,4,2,16,120,1,0,1,"(3, 2, 0, 1, 4)",5.116515,10,5,0,10
128,64,32,16,52,0,0,1,"(1, 0, 3, 2, 4)",2.03674,10,5,0,10
128,32,16,64,8,1,0,1,"(1, 2, 0, 3, 4)",4.023303,10,5,0,10
64,64,2,1,36,2,1,1,"(0, 2, 3, 1, 4)",3.0214845,10,5,0,10
1024,2,1,128,22,2,1,1,"(3, 0, 1, 2, 4)",2.24098,10,5,0,10
2,16,16,128,104,1,1,1,"(1, 2, 0, 3, 4)",14.228181,10,5,0,10
256,1,2,4,82,0,0,1,"(0, 2, 1, 3, 4)",1.081786,10,5,0,10
1024,16,4,2,98,1,1,1,"(1, 0, 3, 2, 4)",4.61395,10,5,0,10
32,64,8,8,44,0,1,0,"(2, 3, 0, 1, 4)",27.1014195,10,5,0,10
1024,4,8,32,34,2,1,0,"(3, 2, 1, 0, 4)",15.651913,10,5,0,10
1,4,16,16,122,0,0,0,"(1, 0, 3, 2, 4)",2.5995945000000003,10,5,0,10
2,2,4,1,102,0,0,1,"(0, 3, 2, 1, 4)",1.8982235,10,5,0,10
256,8,32,32,108,1,1,0,"(3, 2, 0, 1, 4)",108.1911,10,5,0,10
64,1,8,4,108,0,1,0,"(0, 2, 1, 3, 4)",1.691062,10,5,0,10
64,32,32,16,94,1,0,1,"(0, 1, 2, 3, 4)",1.3638955,10,5,0,10
16,8,16,2,50,0,0,1,"(1, 0, 2, 3, 4)",1.001662,10,5,0,10
4,2,1,16,106,0,0,1,"(2, 0, 3, 1, 4)",1.5513795,10,5,0,10
16,1,64,64,118,1,0,1,"(2, 1, 0, 3, 4)",5.013025,10,5,0,10
2,32,4,32,16,1,1,0,"(3, 0, 1, 2, 4)",117.630543,10,5,0,10
4,4,64,1,4,1,1,1,"(0, 3, 1, 2, 4)",62.474169,10,5,0,10
64,16,2,128,88,1,0,1,"(3, 2, 1, 0, 4)",5.2110865,10,5,0,10
1,1,8,16,66,2,0,0,"(1, 2, 3, 0, 4)",13.6899205,10,5,0,10
64,64,64,32,112,1,0,1,"(2, 0, 1, 3, 4)",5.491671,10,5,0,10
1,4,16,128,70,1,1,1,"(0, 1, 2, 3, 4)",2.3929885,10,5,0,10
128,16,32,1,24,0,1,1,"(3, 1, 0, 2, 4)",59.42712,10,5,0,10
4,8,64,2,102,1,0,0,"(0, 2, 1, 3, 4)",3.108994,10,5,0,10
1024,32,16,2,88,1,0,0,"(3, 1, 0, 2, 4)",48.495345,10,5,0,10
128,4,2,64,16,2,1,1,"(3, 0, 2, 1, 4)",3.8655625,10,5,0,10
256,2,4,16,22,0,1,0,"(3, 0, 2, 1, 4)",7.908810499999999,10,5,0,10
16,32,1,256,26,1,1,0,"(2, 1, 3, 0, 4)",3.562433,10,5,0,10
512,64,64,32,70,0,0,0,"(2, 1, 0, 3, 4)",4.630586,10,5,0,10
16,32,32,32,120,1,1,0,"(0, 3, 1, 2, 4)",1.992945,10,5,0,10
8,1,4,1,72,0,1,0,"(1, 3, 0, 2, 4)",7.870319999999999,10,5,0,10
1024,8,1,16,52,0,0,1,"(2, 0, 3, 1, 4)",0.8128310000000001,10,5,0,10
2,2,4,256,42,0,0,0,"(0, 1, 2, 3, 4)",0.8688395,10,5,0,10
2,2,1,32,68,1,0,1,"(0, 3, 1, 2, 4)",7.187692999999999,10,5,0,10
16,32,16,8,64,2,0,0,"(2, 0, 1, 3, 4)",4.353403,10,5,0,10
1024,1,64,256,10,0,0,1,"(0, 3, 2, 1, 4)",20.574313,10,5,0,10
4,2,1,32,58,0,0,0,"(3, 0, 2, 1, 4)",3.409316,10,5,0,10
8,8,16,64,106,2,1,1,"(1, 0, 2, 3, 4)",2.8554825,10,5,0,10
2,4,2,4,110,0,1,0,"(2, 1, 3, 0, 4)",7.728899,10,5,0,10
2,8,16,8,126,1,0,1,"(1, 2, 0, 3, 4)",17.739853,10,5,0,10
1024,16,64,8,58,2,1,0,"(2, 0, 3, 1, 4)",3.0309730000000004,10,5,0,10
1024,2,1,8,114,2,0,0,"(0, 3, 2, 1, 4)",3.1635015,10,5,0,10
128,2,32,256,10,2,1,0,"(1, 0, 2, 3, 4)",4.2808655,10,5,0,10
512,1,32,256,56,0,1,0,"(3, 0, 2, 1, 4)",60.321681,10,5,0,10
8,1,4,32,4,0,0,1,"(1, 0, 2, 3, 4)",4.952487,10,5,0,10
16,2,4,64,84,1,1,1,"(2, 3, 1, 0, 4)",7.295494,10,5,0,10
128,4,64,4,104,0,1,1,"(0, 1, 2, 3, 4)",1.163125,10,5,0,10
128,1,32,32,126,2,0,1,"(0, 3, 2, 1, 4)",3.5653345,10,5,0,10
4,1,4,32,74,2,1,1,"(1, 3, 2, 0, 4)",7.298158,10,5,0,10
128,16,16,8,6,0,0,1,"(3, 0, 2, 1, 4)",31.626293500000003,10,5,0,10
256,32,64,8,94,1,0,1,"(2, 3, 1, 0, 4)",135.768204,10,5,0,10
4,8,1,32,118,2,1,0,"(3, 1, 2, 0, 4)",6.492983499999999,10,5,0,10
8,64,8,1,62,2,0,1,"(0, 1, 2, 3, 4)",2.8776735,10,5,0,10
128,8,1,16,14,1,1,0,"(1, 0, 3, 2, 4)",12.8022595,10,5,0,10
4,32,32,128,2,1,1,0,"(0, 2, 3, 1, 4)",135.4631695,10,5,0,10
1,32,64,8,34,0,1,1,"(1, 0, 3, 2, 4)",88.31986,10,5,0,10
32,16,2,8,112,1,1,1,"(2, 3, 1, 0, 4)",4.591152,10,5,0,10
1,64,64,32,20,1,0,1,"(3, 0, 2, 1, 4)",7954.530359,10,5,0,10
512,4,16,32,12,1,1,0,"(3, 1, 0, 2, 4)",31.979662,10,5,0,10
256,1,4,32,108,0,1,0,"(3, 2, 0, 1, 4)",8.9404805,10,5,0,10
256,64,4,16,118,2,0,1,"(1, 3, 0, 2, 4)",12.5103185,10,5,0,10
128,32,2,4,16,0,1,1,"(3, 2, 1, 0, 4)",3.629042,10,5,0,10
128,4,16,128,94,0,0,0,"(2, 3, 1, 0, 4)",57.2463495,10,5,0,10
1,4,1,128,2,1,1,0,"(0, 2, 3, 1, 4)",16.047061499999998,10,5,0,10
64,64,8,2,48,2,0,0,"(2, 1, 3, 0, 4)",13.830035,10,5,0,10
8,1,8,4,56,0,0,1,"(2, 1, 3, 0, 4)",13.8441735,10,5,0,10
64,16,64,256,70,2,1,1,"(1, 0, 2, 3, 4)",3.498919,10,5,0,10
512,64,8,4,104,1,1,0,"(3, 1, 0, 2, 4)",26.430849,10,5,0,10
1,1,2,256,48,1,1,1,"(3, 1, 0, 2, 4)",3.451146,10,5,0,10
512,8,64,128,30,2,0,0,"(0, 2, 1, 3, 4)",7.0724385000000005,10,5,0,10
1024,16,32,32,8,0,1,0,"(2, 1, 3, 0, 4)",54.566016000000005,10,5,0,10
256,32,8,256,46,2,0,0,"(3, 0, 2, 1, 4)",15.844739,10,5,0,10
4,2,2,2,94,2,0,0,"(1, 0, 3, 2, 4)",5.799005,10,5,0,10
32,64,16,32,116,0,1,0,"(0, 3, 2, 1, 4)",2.4811680000000003,10,5,0,10
64,16,8,64,24,1,1,0,"(1, 0, 3, 2, 4)",2.233526,10,5,0,10
512,16,4,8,110,2,1,1,"(1, 2, 3, 0, 4)",11.585477999999998,10,5,0,10
2,32,64,16,76,2,1,0,"(2, 0, 3, 1, 4)",21.0826855,10,5,0,10
32,2,64,8,40,1,1,1,"(0, 3, 2, 1, 4)",1.8651125,10,5,0,10
8,2,8,4,52,0,0,1,"(1, 2, 0, 3, 4)",1.9564185,10,5,0,10
64,1,32,64,6,2,0,0,"(1, 2, 3, 0, 4)",54.1882065,10,5,0,10
128,2,8,64,54,0,1,0,"(1, 3, 0, 2, 4)",18.120081,10,5,0,10
64,4,16,64,122,1,0,0,"(3, 1, 0, 2, 4)",59.479606,10,5,0,10
1,2,32,4,28,1,0,0,"(3, 0, 2, 1, 4)",118.923541,10,5,0,10
16,64,8,64,26,1,0,0,"(1, 2, 0, 3, 4)",7.695375999999999,10,5,0,10
256,16,8,64,102,0,0,0,"(3, 2, 0, 1, 4)",14.291772,10,5,0,10
256,32,2,1,70,1,0,0,"(3, 1, 2, 0, 4)",3.9430545,10,5,0,10
256,16,8,8,70,2,0,0,"(0, 3, 1, 2, 4)",2.22419,10,5,0,10
8,64,1,2,112,1,0,0,"(0, 2, 3, 1, 4)",14.676498,10,5,0,10
256,2,16,4,88,2,1,1,"(2, 1, 0, 3, 4)",10.8466285,10,5,0,10
1,4,32,64,108,1,1,1,"(0, 1, 3, 2, 4)",4.5308695,10,5,0,10
256,4,64,16,48,2,1,1,"(1, 3, 0, 2, 4)",126.8023875,10,5,0,10
1024,1,1,8,34,0,1,1,"(0, 1, 2, 3, 4)",0.7283895,10,5,0,10
4,16,1,8,64,0,0,1,"(0, 1, 2, 3, 4)",2.3919695,10,5,0,10
128,8,8,32,36,2,0,0,"(1, 0, 2, 3, 4)",2.936877,10,5,0,10
1,8,64,8,74,2,0,0,"(2, 3, 1, 0, 4)",888.851591,10,5,0,10
2,16,1,16,96,0,0,0,"(0, 2, 1, 3, 4)",3.043468,10,5,0,10
256,8,16,2,64,0,0,0,"(2, 0, 1, 3, 4)",1.6020575,10,5,0,10
2,32,8,64,122,0,0,0,"(3, 0, 2, 1, 4)",333.6383765,10,5,0,10
4,1,1,64,112,1,1,1,"(3, 2, 0, 1, 4)",3.34579,10,5,0,10
512,4,1,128,24,2,0,1,"(0, 1, 3, 2, 4)",3.82099,10,5,0,10
256,8,64,16,102,0,1,0,"(0, 1, 2, 3, 4)",2.174023,10,5,0,10
4,1,1,256,20,2,1,0,"(0, 1, 3, 2, 4)",5.1601575,10,5,0,10
128,1,1,64,114,0,1,1,"(0, 1, 3, 2, 4)",1.066501,10,5,0,10
128,1,32,32,128,1,1,1,"(2, 1, 0, 3, 4)",11.241859,10,5,0,10
64,64,4,128,8,0,0,1,"(2, 1, 3, 0, 4)",7.0345320000000005,10,5,0,10
32,8,16,64,28,2,0,0,"(1, 3, 0, 2, 4)",29.479291,10,5,0,10
16,4,32,128,68,0,1,1,"(0, 3, 2, 1, 4)",1.7061815,10,5,0,10
1024,1,4,64,108,2,1,0,"(3, 0, 1, 2, 4)",8.7454095,10,5,0,10
32,32,16,16,20,2,0,0,"(1, 3, 0, 2, 4)",29.6082185,10,5,0,10
2,4,1,64,16,1,1,0,"(1, 0, 3, 2, 4)",7.534314999999999,10,5,0,10
32,8,8,128,28,1,0,0,"(2, 1, 3, 0, 4)",13.514937,10,5,0,10
1024,64,32,2,88,1,0,0,"(3, 2, 1, 0, 4)",110.1883805,10,5,0,10
8,1,2,8,8,1,1,0,"(2, 3, 1, 0, 4)",3.305323,10,5,0,10
4,32,2,8,56,2,1,1,"(3, 1, 0, 2, 4)",31.906807,10,5,0,10
64,32,8,64,80,1,0,0,"(0, 3, 1, 2, 4)",2.008525,10,5,0,10
1,16,8,64,90,2,0,0,"(3, 0, 2, 1, 4)",283.538977,10,5,0,10
64,1,16,16,76,2,0,0,"(2, 1, 0, 3, 4)",3.285489,10,5,0,10
16,2,4,16,110,1,0,1,"(2, 0, 3, 1, 4)",0.876803,10,5,0,10
2,64,4,64,32,0,0,0,"(0, 1, 3, 2, 4)",6.9423555,10,5,0,10
32,1,1,16,110,2,0,0,"(1, 2, 0, 3, 4)",14.7246205,10,5,0,10
128,2,4,128,120,1,1,0,"(2, 0, 1, 3, 4)",4.67339,10,5,0,10
128,16,4,128,50,0,1,0,"(2, 0, 1, 3, 4)",1.405834,10,5,0,10
1,4,8,4,42,2,0,0,"(2, 3, 0, 1, 4)",55.291325,10,5,0,10
256,1,4,1,84,0,0,1,"(3, 0, 1, 2, 4)",8.4937685,10,5,0,10
8,4,8,128,124,0,1,1,"(0, 1, 3, 2, 4)",0.9411875,10,5,0,10
1,8,4,2,32,2,0,0,"(2, 1, 3, 0, 4)",55.3282705,10,5,0,10
1024,64,64,32,30,1,0,1,"(3, 0, 1, 2, 4)",125.7244085,10,5,0,10
1024,32,8,64,122,2,0,1,"(0, 1, 3, 2, 4)",6.1871585,10,5,0,10
256,16,1,1,36,0,1,1,"(2, 1, 0, 3, 4)",3.454461,10,5,0,10
16,2,8,128,18,1,1,1,"(0, 2, 3, 1, 4)",1.031999,10,5,0,10
1024,8,16,64,92,1,0,0,"(3, 0, 2, 1, 4)",62.9416345,10,5,0,10
1,16,1,1,44,0,0,1,"(2, 0, 1, 3, 4)",204.3889735,10,5,0,10
4,1,4,128,98,0,0,0,"(3, 2, 0, 1, 4)",15.214957,10,5,0,10
1024,16,1,4,10,0,1,1,"(1, 3, 0, 2, 4)",1.8622365,10,5,0,10
1024,32,16,16,64,1,1,1,"(1, 3, 0, 2, 4)",29.888065,10,5,0,10
512,16,16,64,70,0,0,1,"(0, 2, 1, 3, 4)",3.928817,10,5,0,10
