chunk_size_i,chunk_size_fpos,chunk_size_k,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
8,128,2,16,56,0,0,1,"(0, 4, 2, 3, 1)",131.642854,10,5,0,10
128,64,32,1,38,2,0,0,"(1, 0, 4, 2, 3)",89.7921115,10,5,0,10
128,32,8,4,58,1,0,0,"(0, 1, 4, 3, 2)",0.923834,10,5,0,10
64,64,256,1,24,2,1,0,"(1, 0, 4, 2, 3)",50.461151,10,5,0,10
4,2,2,2,114,0,0,1,"(0, 1, 4, 3, 2)",66.136736,10,5,0,10
256,64,256,32,26,1,0,0,"(1, 0, 2, 4, 3)",4.261563499999999,10,5,0,10
8,128,2,4,32,0,1,0,"(1, 0, 2, 3, 4)",473.0169775,10,5,0,10
4,256,128,32,48,1,1,0,"(1, 0, 2, 3, 4)",276.16964199999995,10,5,0,10
4,4,16,16,22,2,1,1,"(0, 1, 2, 4, 3)",1365.257361,10,5,0,10
128,64,128,4,6,0,1,1,"(1, 0, 2, 4, 3)",21.3311615,10,5,0,10
32,32,32,32,116,0,1,0,"(0, 4, 3, 2, 1)",51.9029545,10,5,0,10
16,8,256,1,12,1,1,0,"(0, 1, 4, 2, 3)",598.5891670000001,10,5,0,10
128,8,4,32,4,0,1,1,"(0, 1, 2, 3, 4)",5.698624000000001,10,5,0,10
128,256,4,16,56,1,0,1,"(1, 0, 4, 3, 2)",35.4298505,10,5,0,10
8,16,32,1,20,0,0,0,"(0, 1, 2, 3, 4)",782.039348,10,5,0,10
16,2,16,4,68,1,1,1,"(1, 0, 4, 3, 2)",600.2680574999999,10,5,0,10
64,8,128,16,110,2,0,1,"(1, 0, 2, 4, 3)",112.894358,10,5,0,10
8,32,8,4,40,0,1,1,"(1, 0, 4, 3, 2)",721.621099,10,5,0,10
256,4,8,1,100,0,0,0,"(0, 1, 2, 3, 4)",23.654856,10,5,0,10
64,8,64,2,90,2,0,1,"(4, 0, 3, 2, 1)",9.2877235,10,5,0,10
4,256,64,4,44,0,0,0,"(1, 0, 2, 4, 3)",75.43086249999999,10,5,0,10
8,32,8,16,10,0,0,0,"(0, 1, 4, 3, 2)",619.0941875000001,10,5,0,10
32,2,16,1,60,1,0,0,"(0, 1, 2, 4, 3)",151.2670665,10,5,0,10
2,4,128,2,20,0,1,1,"(4, 0, 2, 3, 1)",176.3641335,10,5,0,10
4,32,32,2,34,1,1,1,"(0, 1, 2, 4, 3)",59.125150000000005,10,5,0,10
8,256,16,16,22,2,0,0,"(1, 0, 2, 3, 4)",24.084214000000003,10,5,0,10
128,128,128,1,48,2,1,0,"(1, 0, 4, 2, 3)",7.759918,10,5,0,10
8,2,2,16,46,2,0,0,"(1, 0, 2, 4, 3)",8.6074755,10,5,0,10
128,128,32,2,62,1,0,1,"(1, 0, 2, 4, 3)",11.2706305,10,5,0,10
8,8,256,4,38,0,0,0,"(0, 4, 3, 2, 1)",202.723497,10,5,0,10
32,128,8,8,80,0,1,1,"(0, 4, 3, 2, 1)",31.867442,10,5,0,10
32,32,4,16,80,1,0,1,"(1, 0, 2, 3, 4)",1.930769,10,5,0,10
4,256,4,16,74,0,0,0,"(0, 4, 3, 2, 1)",405.6801,10,5,0,10
16,4,4,2,124,0,0,0,"(1, 0, 4, 2, 3)",375.7367025,10,5,0,10
128,128,8,32,72,0,0,1,"(0, 1, 4, 3, 2)",0.959621,10,5,0,10
32,128,256,32,64,2,0,1,"(1, 0, 4, 2, 3)",1420.829207,10,5,0,10
128,32,4,2,18,2,0,0,"(1, 0, 2, 3, 4)",0.9004620000000001,10,5,0,10
32,16,64,4,80,2,0,0,"(0, 4, 3, 2, 1)",19.896207,10,5,0,10
32,256,256,32,118,0,1,0,"(1, 0, 4, 2, 3)",261.298297,10,5,0,10
256,16,2,32,20,2,1,0,"(0, 1, 2, 4, 3)",27.3428265,10,5,0,10
8,8,64,1,90,1,0,1,"(4, 0, 3, 2, 1)",72.7892385,10,5,0,10
128,32,4,32,52,0,1,0,"(0, 1, 4, 2, 3)",38.617729,10,5,0,10
16,8,4,2,30,2,0,0,"(1, 0, 4, 2, 3)",304.532111,10,5,0,10
16,64,128,16,34,0,1,0,"(0, 1, 4, 3, 2)",4.357532,10,5,0,10
2,128,32,8,2,0,1,1,"(0, 4, 3, 2, 1)",494.1664175,10,5,0,10
256,4,2,1,64,0,1,0,"(1, 0, 4, 2, 3)",2.522963,10,5,0,10
8,16,32,8,66,0,1,0,"(4, 0, 3, 2, 1)",202.6676785,10,5,0,10
8,64,128,2,8,0,1,1,"(0, 1, 2, 4, 3)",215.230184,10,5,0,10
2,64,2,8,34,0,1,1,"(0, 1, 4, 2, 3)",59.0210075,10,5,0,10
8,4,128,2,8,2,0,1,"(0, 1, 2, 4, 3)",1097.017645,10,5,0,10
8,16,8,2,114,1,0,0,"(0, 1, 4, 3, 2)",740.133883,10,5,0,10
64,128,8,32,78,2,0,0,"(0, 4, 3, 2, 1)",25.993213,10,5,0,10
8,8,16,4,128,0,0,1,"(1, 0, 2, 4, 3)",11.3519235,10,5,0,10
128,64,4,8,114,1,0,0,"(1, 0, 2, 4, 3)",38.727976,10,5,0,10
16,4,2,1,128,0,1,0,"(0, 4, 2, 3, 1)",102.122763,10,5,0,10
16,64,128,4,114,2,0,0,"(4, 0, 2, 3, 1)",49.404134,10,5,0,10
128,256,32,16,84,2,1,0,"(0, 4, 2, 3, 1)",13.150881,10,5,0,10
16,256,32,1,42,2,0,1,"(4, 0, 3, 2, 1)",411.304428,10,5,0,10
16,128,32,16,6,2,0,0,"(0, 1, 2, 4, 3)",355.4788665,10,5,0,10
8,32,256,32,122,1,0,1,"(1, 0, 2, 3, 4)",96.2481865,10,5,0,10
2,256,128,32,120,0,1,0,"(0, 1, 4, 3, 2)",1996.8975365,10,5,0,10
32,4,16,16,96,2,0,0,"(0, 4, 3, 2, 1)",11.584921,10,5,0,10
8,2,64,16,112,1,0,0,"(4, 0, 3, 2, 1)",38.052302,10,5,0,10
8,128,4,32,22,1,1,1,"(0, 1, 2, 3, 4)",490.529124,10,5,0,10
2,4,4,2,62,0,1,1,"(0, 1, 4, 2, 3)",111.167753,10,5,0,10
2,256,2,32,124,1,0,0,"(4, 0, 2, 3, 1)",810.1453875,10,5,0,10
2,256,32,4,124,1,0,1,"(1, 0, 4, 3, 2)",12.525921,10,5,0,10
64,64,16,8,108,1,0,1,"(0, 4, 3, 2, 1)",12.5619175,10,5,0,10
2,128,64,32,8,1,1,0,"(0, 1, 2, 4, 3)",673.3398790000001,10,5,0,10
32,16,8,4,38,0,0,1,"(4, 0, 3, 2, 1)",51.945298,10,5,0,10
32,64,32,1,106,1,0,0,"(0, 1, 2, 4, 3)",199.49431600000003,10,5,0,10
16,16,128,16,102,2,0,1,"(1, 0, 4, 2, 3)",35.2831085,10,5,0,10
256,32,2,16,72,0,1,1,"(1, 0, 2, 3, 4)",0.7649205,10,5,0,10
4,8,256,4,46,2,1,0,"(0, 1, 4, 3, 2)",1590.3561304999998,10,5,0,10
64,4,8,4,64,0,1,0,"(0, 1, 4, 3, 2)",3.0078175,10,5,0,10
64,64,256,32,62,0,0,0,"(1, 0, 4, 2, 3)",734.3658465,10,5,0,10
16,32,128,1,92,1,1,0,"(1, 0, 2, 4, 3)",470.347225,10,5,0,10
256,16,8,8,64,2,0,1,"(0, 1, 4, 2, 3)",22.704626500000003,10,5,0,10
64,128,16,16,112,2,1,1,"(0, 4, 3, 2, 1)",16.053854,10,5,0,10
128,128,64,1,36,0,0,1,"(1, 0, 4, 3, 2)",35.789314000000005,10,5,0,10
8,16,2,2,122,2,0,0,"(1, 0, 4, 3, 2)",732.0002119999999,10,5,0,10
256,128,32,4,16,1,0,0,"(0, 1, 2, 4, 3)",1.8826875,10,5,0,10
128,128,32,1,90,1,1,1,"(0, 1, 2, 4, 3)",49.029264,10,5,0,10
256,8,256,8,26,0,0,0,"(0, 1, 2, 3, 4)",35.23547000000001,10,5,0,10
8,16,128,16,98,0,1,0,"(0, 1, 2, 3, 4)",916.0524465,10,5,0,10
4,2,64,16,62,1,0,0,"(0, 4, 2, 3, 1)",75.499323,10,5,0,10
128,256,16,2,12,1,1,0,"(1, 0, 4, 2, 3)",66.69838,10,5,0,10
64,256,8,8,24,2,1,1,"(1, 0, 2, 4, 3)",60.8606585,10,5,0,10
64,2,16,1,34,0,1,0,"(1, 0, 2, 4, 3)",89.1279225,10,5,0,10
8,32,8,2,84,2,0,0,"(1, 0, 4, 2, 3)",6.30602,10,5,0,10
64,64,2,16,98,2,1,0,"(1, 0, 2, 4, 3)",2.039059,10,5,0,10
16,8,64,8,98,2,0,0,"(0, 1, 4, 2, 3)",31.3836385,10,5,0,10
256,256,32,16,40,1,0,0,"(1, 0, 2, 4, 3)",1.888399,10,5,0,10
4,256,32,1,38,2,0,0,"(0, 1, 2, 3, 4)",1480.5236625,10,5,0,10
256,16,32,8,8,2,0,0,"(4, 0, 2, 3, 1)",6.620334,10,5,0,10
128,4,4,8,94,0,1,0,"(1, 0, 4, 2, 3)",1.0084895,10,5,0,10
128,2,64,1,66,2,1,0,"(0, 4, 3, 2, 1)",13.0763605,10,5,0,10
8,64,8,1,32,2,0,1,"(1, 0, 4, 2, 3)",649.8930785,10,5,0,10
256,2,16,2,126,2,1,0,"(1, 0, 4, 3, 2)",2.0891055,10,5,0,10
256,4,2,16,40,1,1,1,"(1, 0, 4, 2, 3)",20.592012,10,5,0,10
256,2,8,16,88,2,0,1,"(0, 4, 2, 3, 1)",6.5570235,10,5,0,10
32,2,256,4,6,1,0,0,"(0, 4, 3, 2, 1)",51.9245675,10,5,0,10
64,8,16,2,112,0,0,1,"(0, 1, 2, 4, 3)",2.984078,10,5,0,10
16,64,4,4,108,2,1,1,"(1, 0, 2, 4, 3)",293.40552749999995,10,5,0,10
8,16,256,2,18,0,0,0,"(0, 1, 4, 2, 3)",774.546189,10,5,0,10
128,16,128,32,42,0,1,1,"(0, 1, 4, 2, 3)",10.2045345,10,5,0,10
16,32,2,2,54,2,1,0,"(0, 1, 2, 3, 4)",6.5363805,10,5,0,10
256,32,64,8,72,0,0,0,"(0, 1, 2, 4, 3)",28.396555,10,5,0,10
2,4,256,8,28,0,1,0,"(0, 1, 4, 2, 3)",2735.8895185,10,5,0,10
32,2,64,1,68,0,1,1,"(0, 1, 4, 2, 3)",764.996609,10,5,0,10
2,4,8,8,14,2,1,0,"(1, 0, 4, 3, 2)",156.1706255,10,5,0,10
4,8,256,2,118,0,0,1,"(0, 4, 3, 2, 1)",405.300851,10,5,0,10
256,8,32,4,94,1,1,0,"(4, 0, 3, 2, 1)",2.353631,10,5,0,10
64,256,4,32,110,1,1,0,"(1, 0, 4, 3, 2)",68.4796345,10,5,0,10
8,64,128,2,106,0,0,0,"(1, 0, 2, 3, 4)",38.3862635,10,5,0,10
64,128,2,1,68,2,0,1,"(0, 1, 4, 3, 2)",75.59901400000001,10,5,0,10
64,16,2,4,38,1,1,1,"(1, 0, 2, 3, 4)",59.924327000000005,10,5,0,10
256,16,256,1,98,1,1,0,"(0, 1, 2, 4, 3)",5.223267,10,5,0,10
16,64,256,32,78,2,1,1,"(0, 1, 4, 3, 2)",352.796876,10,5,0,10
16,8,8,1,122,2,0,1,"(1, 0, 2, 4, 3)",3.380194,10,5,0,10
128,32,16,16,52,2,1,0,"(4, 0, 3, 2, 1)",5.059581,10,5,0,10
8,2,256,1,78,0,1,0,"(1, 0, 4, 2, 3)",397.345742,10,5,0,10
8,16,256,4,108,2,0,1,"(4, 0, 2, 3, 1)",204.048496,10,5,0,10
256,16,4,1,126,1,1,1,"(0, 4, 2, 3, 1)",6.586733000000001,10,5,0,10
16,16,64,2,68,0,1,0,"(1, 0, 2, 4, 3)",13.941562,10,5,0,10
4,8,2,4,18,1,1,1,"(0, 1, 2, 3, 4)",1104.1932465,10,5,0,10
64,256,8,4,62,2,0,0,"(4, 0, 2, 3, 1)",102.821466,10,5,0,10
8,8,32,1,126,2,0,0,"(0, 1, 2, 3, 4)",20.067083,10,5,0,10
128,2,8,1,10,1,0,1,"(4, 0, 2, 3, 1)",2.487198,10,5,0,10
8,32,2,32,70,0,1,0,"(0, 4, 3, 2, 1)",202.621025,10,5,0,10
256,4,4,32,100,0,1,0,"(0, 4, 3, 2, 1)",6.5761235,10,5,0,10
256,4,256,16,84,2,0,0,"(0, 1, 4, 3, 2)",1.451914,10,5,0,10
2,128,128,8,74,1,0,1,"(1, 0, 2, 4, 3)",169.3375415,10,5,0,10
256,128,256,32,72,0,0,1,"(0, 1, 2, 3, 4)",4.853404,10,5,0,10
64,128,128,32,54,1,0,1,"(0, 4, 2, 3, 1)",16.461465,10,5,0,10
64,256,2,4,104,2,1,0,"(4, 0, 2, 3, 1)",26.6754055,10,5,0,10
64,32,8,2,26,1,0,1,"(4, 0, 2, 3, 1)",26.0325615,10,5,0,10
2,256,8,2,36,1,0,1,"(1, 0, 4, 2, 3)",2547.891437,10,5,0,10
128,256,2,4,34,1,1,1,"(1, 0, 4, 2, 3)",0.859629,10,5,0,10
16,8,16,4,60,1,0,0,"(1, 0, 2, 4, 3)",4.869930500000001,10,5,0,10
8,2,16,16,30,2,1,0,"(4, 0, 2, 3, 1)",37.5749905,10,5,0,10
128,32,64,16,32,1,1,1,"(0, 4, 3, 2, 1)",5.245933,10,5,0,10
256,2,256,16,38,0,0,0,"(1, 0, 4, 3, 2)",58.484078,10,5,0,10
4,4,128,1,22,0,1,1,"(1, 0, 2, 3, 4)",173.2101465,10,5,0,10
32,2,2,1,80,1,0,1,"(0, 4, 2, 3, 1)",51.923722,10,5,0,10
256,16,32,32,36,0,0,0,"(1, 0, 4, 2, 3)",2.840331,10,5,0,10
4,8,8,8,108,0,1,1,"(0, 4, 2, 3, 1)",405.160034,10,5,0,10
8,16,256,8,2,2,0,0,"(1, 0, 4, 3, 2)",686.054494,10,5,0,10
8,128,4,2,110,0,0,1,"(4, 0, 3, 2, 1)",115.3469495,10,5,0,10
2,128,64,16,52,2,1,0,"(0, 1, 2, 3, 4)",3593.1713915,10,5,0,10
8,16,2,32,22,0,1,1,"(0, 4, 2, 3, 1)",77.49757149999999,10,5,0,10
256,128,16,8,98,1,1,1,"(1, 0, 4, 3, 2)",20.172546,10,5,0,10
8,64,16,4,96,0,1,0,"(1, 0, 4, 3, 2)",4.058652,10,5,0,10
64,4,64,8,6,2,0,1,"(1, 0, 2, 4, 3)",117.273986,10,5,0,10
64,8,256,1,20,2,1,0,"(0, 1, 2, 3, 4)",18.416363,10,5,0,10
4,128,32,32,8,2,1,1,"(0, 1, 4, 3, 2)",990.254617,10,5,0,10
2,16,128,1,6,0,0,1,"(0, 1, 4, 3, 2)",2681.539909,10,5,0,10
64,32,8,4,60,1,0,1,"(0, 4, 3, 2, 1)",10.038681,10,5,0,10
4,32,128,2,114,0,0,1,"(0, 1, 4, 3, 2)",1666.469407,10,5,0,10
16,256,4,2,94,1,0,1,"(1, 0, 2, 4, 3)",299.7546285,10,5,0,10
16,2,128,1,116,0,0,1,"(0, 4, 2, 3, 1)",102.337004,10,5,0,10
128,8,8,32,66,2,1,1,"(1, 0, 4, 2, 3)",1.62476,10,5,0,10
128,256,64,1,118,2,0,1,"(4, 0, 2, 3, 1)",52.084058,10,5,0,10
16,32,4,2,24,2,0,0,"(1, 0, 4, 3, 2)",299.231091,10,5,0,10
2,4,8,16,88,1,0,0,"(1, 0, 2, 4, 3)",17.31169,10,5,0,10
128,64,16,1,22,1,1,0,"(1, 0, 2, 3, 4)",1.4658755,10,5,0,10
4,4,64,32,2,0,1,0,"(0, 1, 4, 3, 2)",1256.9427145,10,5,0,10
2,32,256,32,126,2,1,1,"(1, 0, 4, 2, 3)",16080.112549,10,5,0,10
128,2,64,4,70,1,1,1,"(4, 0, 3, 2, 1)",2.4774695,10,5,0,10
8,4,4,16,126,2,1,0,"(0, 1, 4, 3, 2)",15.976023,10,5,0,10
4,64,256,8,44,2,0,1,"(1, 0, 2, 3, 4)",133.102805,10,5,0,10
16,64,32,1,8,2,0,1,"(0, 1, 4, 2, 3)",115.778746,10,5,0,10
256,32,4,1,90,1,0,1,"(0, 1, 4, 3, 2)",24.686972,10,5,0,10
16,128,32,4,68,1,0,0,"(0, 4, 2, 3, 1)",102.554164,10,5,0,10
16,32,128,16,42,0,1,1,"(0, 4, 2, 3, 1)",40.1242325,10,5,0,10
128,32,2,2,104,0,0,0,"(4, 0, 2, 3, 1)",13.287781,10,5,0,10
16,2,16,8,44,0,0,1,"(1, 0, 4, 3, 2)",21.9867585,10,5,0,10
