chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,repeats,wait_between_repeats,wait_after_run,iterations,compute_time
4,16,8,6,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,134.5562995
32,4,64,14,1,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,88.094719
8,1,2,2,1,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,351.46251
32,1,2,18,1,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,29.4716915
2,16,16,18,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,58.392189
64,4,16,8,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,51.9136225
4,1,1,4,0,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,139.374156
8,2,16,20,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,58.2579705
2,1,16,6,1,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,105.44873000000001
64,16,8,18,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,77.42981549999999
16,1,32,6,1,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,91.8725245
64,4,1,16,0,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,42.7410215
32,1,8,10,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,75.517019
4,4,16,16,1,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,43.1652055
16,4,32,18,1,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,37.274854500000004
4,2,4,8,0,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,44.226574
32,8,32,16,2,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,62.887637
64,4,4,12,2,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,93.472623
32,2,64,4,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,177.3998055
2,2,16,12,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,62.006141
16,1,4,16,0,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,38.122029
32,1,8,12,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,75.48184850000001
16,2,4,16,0,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,54.9499385
2,1,32,14,1,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,46.3059315
8,4,1,16,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,46.6924065
2,1,32,20,2,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,28.427794499999997
16,2,32,4,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,151.249792
4,2,8,10,0,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,74.6357215
2,16,2,12,1,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,225.987046
16,4,64,6,2,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,157.7601955
2,8,32,18,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,45.773236
16,8,64,14,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,59.977397
32,1,2,6,1,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,82.12562700000001
2,8,16,2,0,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,538.252146
2,16,1,6,0,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,301.93734
32,2,1,18,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,78.96377150000001
8,1,8,18,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,44.304345
32,16,1,20,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,114.554439
4,8,8,20,1,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,33.6705195
32,1,2,20,2,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,57.911375500000005
4,4,4,14,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,48.2255745
16,2,32,10,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,86.507544
64,8,8,14,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,117.67092500000001
64,4,1,20,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,78.93278749999999
32,1,2,2,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,371.720644
2,2,16,4,2,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,181.6598105
64,1,4,6,0,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,145.84498050000002
32,8,64,14,2,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,73.7640155
64,4,2,6,1,1,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,113.95883549999999
4,4,8,2,0,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,325.5941355
16,8,4,10,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,77.80881049999999
8,2,16,18,1,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,41.395561
2,4,1,8,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,95.865757
16,16,32,10,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,127.92267849999999
32,16,2,14,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,75.4596485
32,2,1,18,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,37.37341
32,1,64,4,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,165.316738
2,8,2,14,0,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,51.9168775
64,1,32,18,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,67.9806065
32,16,4,18,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,62.473928
4,2,2,16,1,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,62.691804000000005
32,16,2,6,2,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,209.3225635
16,1,16,4,1,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,136.018842
64,2,64,4,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,154.697554
16,16,8,8,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,159.221753
4,2,8,16,1,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,57.7817595
4,16,16,16,1,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,55.531294
4,2,2,6,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,82.75301400000001
64,1,16,14,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,51.9095825
8,8,32,16,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,115.807358
64,16,32,16,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,69.7505005
8,1,32,6,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,126.569052
8,4,16,14,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,51.800989
8,1,64,4,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,91.18641099999999
8,16,2,18,0,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,59.1940465
4,1,16,6,1,0,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,106.7461895
32,2,1,12,1,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,56.862774
16,1,32,10,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,69.45060749999999
2,2,2,10,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,74.7943785
32,8,4,4,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,249.7072705
64,16,2,12,0,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,62.4070525
64,8,64,14,1,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,99.10252249999999
2,2,32,2,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,300.1413145
8,1,32,20,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,47.99862
32,2,8,6,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,121.370516
2,16,4,18,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,69.203183
16,8,4,10,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,132.1466375
8,16,16,14,0,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,76.284198
2,16,8,14,2,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,60.6800705
16,4,1,8,2,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,79.4167195
2,16,2,4,2,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,304.4787965
64,8,1,8,2,1,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,98.7258415
2,4,64,2,2,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,336.0480765
16,4,16,2,0,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,484.025971
8,8,16,8,1,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,118.291882
16,4,1,4,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,204.69062250000002
4,4,4,20,0,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,44.124325999999996
16,16,2,8,0,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,128.9723475
64,4,1,14,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,46.814845500000004
32,4,32,4,0,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,202.297
32,2,32,8,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,93.792157
64,4,16,20,2,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,39.696651
32,8,64,14,0,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,59.9808285
4,8,8,10,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,96.482542
8,1,4,20,1,1,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,24.9793045
2,2,4,4,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,186.6982275
64,1,16,18,1,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,59.5407795
64,4,16,14,2,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,81.99755400000001
16,8,16,14,2,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,54.2577105
8,1,32,2,0,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,341.517137
32,4,32,8,0,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,85.93063699999999
32,16,8,10,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,106.43919199999999
32,1,1,20,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,55.8118165
8,2,32,8,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,86.14283
16,4,2,4,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,238.9063965
8,8,32,12,1,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,79.368556
64,16,8,20,1,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,71.4316275
4,2,2,20,2,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,25.584964499999998
2,4,2,6,1,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,131.97344149999998
32,8,4,18,1,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,42.23459
4,2,2,8,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,76.12255350000001
64,4,8,10,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,77.9974765
8,8,16,20,2,0,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,104.5023685
4,16,2,14,0,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,200.7264035
8,8,32,16,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,62.890723
64,2,4,20,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,43.663580499999995
64,2,64,16,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,61.428580499999995
8,16,2,6,1,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,206.0026815
4,16,8,18,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,57.787913
64,2,2,12,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,75.1737865
2,8,4,20,2,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,33.1368145
16,1,64,6,1,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,130.64282250000002
16,4,64,12,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,61.009668000000005
16,4,64,4,2,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,177.6105805
32,4,64,20,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,65.942521
4,1,64,10,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,77.247843
32,8,1,4,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,342.90385549999996
64,8,4,8,2,0,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,144.31147950000002
4,2,1,6,0,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,128.972868
2,16,2,20,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,44.919378
64,4,1,16,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,73.1373845
32,2,1,4,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,191.6028925
32,1,64,8,1,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,92.01873599999999
2,8,8,4,0,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,150.4875095
2,4,8,10,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,106.8167595
4,2,8,16,0,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,41.448931
2,4,32,10,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,58.685801
64,1,8,16,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,59.036066000000005
4,16,4,4,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,336.776113
2,2,4,10,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,79.01445100000001
2,1,64,14,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,33.233714
2,16,32,12,2,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,187.6480795
8,4,16,4,0,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,228.026864
4,1,1,6,2,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,110.1911405
32,4,32,6,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,205.6719315
32,8,1,10,2,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,111.33082
2,2,8,4,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,178.4238985
4,1,2,14,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,57.946926000000005
32,16,8,12,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,62.7566645
2,4,8,16,0,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,62.448828500000005
8,4,16,12,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,90.93337
32,16,8,14,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,132.91200450000002
4,16,4,12,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,64.509417
8,4,16,18,0,1,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,48.3750835
2,16,1,8,0,0,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,292.35758899999996
8,16,8,8,2,0,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,288.1890475
2,4,1,18,1,0,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,53.544615
4,2,32,4,2,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,109.889625
16,8,1,2,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,892.04305
8,8,64,10,0,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,152.72567750000002
8,16,32,6,0,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,395.4057785
8,16,4,18,0,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,152.75195200000002
4,8,32,18,0,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,111.259635
8,4,2,18,0,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,41.604126
32,8,4,20,0,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,68.35707550000001
8,1,32,8,0,1,0,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,80.690603
16,2,8,14,2,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,54.186967
32,16,64,12,1,1,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,72.95939849999999
4,1,32,4,2,0,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,121.60715
64,4,64,20,1,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,64.106071
32,4,16,16,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,72.054514
4,2,4,18,0,1,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,48.227092
32,4,64,18,1,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,43.417333
16,1,64,8,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,90.791402
8,8,16,14,0,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,52.987209
16,2,16,2,1,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,461.668397
64,2,32,16,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,66.1880025
8,16,32,14,2,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,55.2340795
16,2,8,16,2,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,39.680375
32,8,8,2,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,703.9163895
16,8,1,12,0,0,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,77.1669085
64,1,4,18,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,36.157553500000006
16,2,64,20,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,48.6449075
32,1,2,10,1,1,1,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,90.6574035
4,2,4,10,2,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,71.2778415
64,1,2,4,2,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,121.957517
32,16,64,8,1,1,1,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,153.00176349999998
32,4,2,8,1,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,108.27573050000001
2,16,1,8,2,0,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,121.865014
8,16,8,10,0,1,1,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,248.3355405
16,4,8,2,1,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,727.922163
4,4,64,12,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,73.791358
4,1,4,16,1,1,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,50.8292095
4,8,8,2,2,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,541.16453
2,8,4,14,0,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,79.547162
8,16,1,20,1,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,60.9447915
8,8,16,6,0,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,171.28339
4,16,32,8,0,0,0,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,105.8594205
64,8,2,4,2,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,252.0871455
8,16,32,4,0,1,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,259.67249300000003
16,16,1,4,1,0,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,572.1064564999999
8,8,4,16,1,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,63.63422
16,1,2,6,1,0,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,76.481031
64,16,2,16,1,1,0,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,46.529424000000006
8,1,1,8,2,1,1,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,106.680079
32,2,2,2,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,608.1071475
2,2,2,4,1,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,183.1355045
4,8,4,16,2,0,0,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,65.550817
64,16,32,10,0,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,151.6079355
32,1,64,6,2,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,129.0947405
64,8,8,4,0,1,1,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,205.91855550000002
2,16,2,16,2,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,58.720241
2,8,2,12,1,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,61.717652
64,1,2,8,1,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,83.1043325
8,2,2,16,0,0,1,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,43.988474499999995
4,8,1,8,0,0,0,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,91.0910495
4,16,32,12,1,1,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,107.42127049999999
16,1,32,4,0,1,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,223.31199450000003
16,1,4,10,2,0,0,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,57.168290999999996
4,16,16,10,0,0,1,"(1, 0, 2, 3, 4)",5,0.0,10.0,10,92.4012955
32,8,32,2,0,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,974.5724045
2,4,2,12,2,1,1,"(1, 0, 3, 2, 4)",5,0.0,10.0,10,73.4828165
4,4,8,10,2,0,0,"(1, 0, 3, 4, 2)",5,0.0,10.0,10,96.2871335
2,4,2,8,1,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,98.8343175
64,8,16,2,2,0,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,885.2460675
16,4,1,12,0,0,0,"(0, 1, 3, 4, 2)",5,0.0,10.0,10,54.663205500000004
16,8,2,14,2,0,1,"(1, 0, 4, 3, 2)",5,0.0,10.0,10,82.43631350000001
16,4,64,20,2,1,1,"(0, 1, 4, 3, 2)",5,0.0,10.0,10,42.2155785
2,16,2,2,2,0,1,"(0, 1, 3, 2, 4)",5,0.0,10.0,10,716.5531885
32,1,32,2,2,1,0,"(0, 4, 1, 3, 2)",5,0.0,10.0,10,271.83941300000004
32,8,2,8,2,1,0,"(4, 1, 0, 3, 2)",5,0.0,10.0,10,157.625588
2,16,2,2,0,0,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,1496.07294
8,4,16,2,0,0,0,"(0, 1, 2, 3, 4)",5,0.0,10.0,10,179.305831
32,1,1,2,2,1,0,"(1, 4, 0, 3, 2)",5,0.0,10.0,10,362.96795199999997
32,4,2,14,1,1,1,"(4, 0, 1, 3, 2)",5,0.0,10.0,10,62.966659
