chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
64,4,256,12,2,1,0,"(0, 3, 1, 2, 4)",139.195362,10,5,0,10
32,16,16,15,1,1,1,"(1, 0, 2, 3, 4)",39.3881935,10,5,0,10
64,32,1,16,1,1,1,"(3, 1, 0, 4, 2)",524.060998,10,5,0,10
256,2,1,11,0,0,0,"(1, 3, 0, 2, 4)",613.074568,10,5,0,10
64,2,1,14,2,1,0,"(0, 3, 1, 4, 2)",29.3635205,10,5,0,10
256,32,16,10,2,1,1,"(0, 1, 2, 4, 3)",46.7575005,10,5,0,10
64,4,8,19,0,1,0,"(0, 1, 3, 4, 2)",28.637194,10,5,0,10
64,8,16,14,0,0,1,"(1, 0, 3, 2, 4)",37.764225,10,5,0,10
128,4,4,11,1,1,1,"(0, 3, 1, 2, 4)",38.4707815,10,5,0,10
256,8,1,4,0,0,1,"(0, 1, 3, 2, 4)",77.77434,10,5,0,10
128,8,16,4,0,0,1,"(0, 1, 4, 3, 2)",98.146883,10,5,0,10
64,16,128,9,1,1,1,"(0, 1, 3, 2, 4)",145.23625900000002,10,5,0,10
256,2,16,17,0,0,1,"(0, 1, 4, 3, 2)",70.981502,10,5,0,10
16,8,64,9,1,1,0,"(3, 0, 1, 2, 4)",91.361367,10,5,0,10
128,4,256,2,1,1,0,"(0, 1, 4, 3, 2)",217.227703,10,5,0,10
32,4,8,4,1,1,1,"(3, 0, 1, 2, 4)",132.2985565,10,5,0,10
256,2,16,17,0,1,1,"(1, 0, 4, 3, 2)",86.4164575,10,5,0,10
64,2,16,14,2,1,0,"(1, 0, 4, 2, 3)",30.6141475,10,5,0,10
128,64,4,14,1,1,0,"(0, 1, 2, 3, 4)",58.2189865,10,5,0,10
4,2,64,18,0,1,0,"(0, 1, 2, 4, 3)",20.343409,10,5,0,10
128,4,2,9,1,0,0,"(1, 3, 0, 4, 2)",344.6159265,10,5,0,10
128,32,1,6,0,1,1,"(1, 0, 2, 4, 3)",50.8116525,10,5,0,10
2,1,8,9,1,1,0,"(1, 3, 0, 4, 2)",77.3657265,10,5,0,10
16,4,1,3,1,0,1,"(0, 1, 4, 3, 2)",109.3265835,10,5,0,10
4,2,2,11,2,0,1,"(0, 3, 1, 4, 2)",33.861902,10,5,0,10
32,8,32,6,2,0,0,"(0, 1, 3, 2, 4)",67.519353,10,5,0,10
32,16,32,4,2,0,0,"(0, 1, 2, 4, 3)",88.0329275,10,5,0,10
256,1,8,18,1,0,0,"(0, 1, 3, 2, 4)",43.973329,10,5,0,10
2,1,1,18,1,0,1,"(1, 0, 4, 3, 2)",28.409835,10,5,0,10
4,1,16,5,2,0,1,"(0, 1, 2, 3, 4)",74.603744,10,5,0,10
256,2,1,19,1,1,0,"(0, 3, 1, 4, 2)",28.6342075,10,5,0,10
16,1,4,17,1,0,1,"(1, 0, 2, 3, 4)",24.660106,10,5,0,10
256,64,2,7,2,1,1,"(1, 0, 3, 4, 2)",98.831866,10,5,0,10
128,4,32,4,1,1,0,"(1, 3, 0, 2, 4)",354.156976,10,5,0,10
64,8,256,14,2,0,1,"(3, 0, 1, 4, 2)",407.400051,10,5,0,10
128,64,128,6,1,1,1,"(1, 0, 4, 2, 3)",137.269582,10,5,0,10
128,8,2,2,1,1,1,"(3, 1, 0, 4, 2)",777.6176705,10,5,0,10
64,32,1,13,0,1,1,"(0, 1, 2, 4, 3)",23.0640675,10,5,0,10
256,16,8,19,2,0,1,"(1, 0, 4, 2, 3)",46.999494,10,5,0,10
32,1,4,5,1,0,1,"(0, 3, 1, 4, 2)",61.7582585,10,5,0,10
128,64,64,15,0,1,1,"(3, 0, 1, 4, 2)",447.915993,10,5,0,10
64,16,16,8,1,1,1,"(1, 0, 3, 2, 4)",67.3138005,10,5,0,10
16,1,256,15,2,0,1,"(3, 1, 0, 4, 2)",242.431935,10,5,0,10
32,1,2,13,1,1,1,"(1, 0, 2, 4, 3)",29.5664135,10,5,0,10
32,8,2,9,1,1,0,"(1, 0, 3, 2, 4)",39.132831,10,5,0,10
128,4,256,2,0,0,1,"(1, 0, 3, 4, 2)",240.5959045,10,5,0,10
8,4,16,4,2,1,0,"(3, 0, 1, 2, 4)",125.072712,10,5,0,10
4,2,1,6,2,1,0,"(1, 0, 2, 3, 4)",73.03660350000001,10,5,0,10
256,64,2,13,0,0,0,"(0, 1, 2, 3, 4)",52.4241295,10,5,0,10
8,1,2,20,2,0,0,"(0, 1, 2, 3, 4)",20.733231,10,5,0,10
128,32,4,6,0,1,0,"(1, 3, 0, 2, 4)",583.81623,10,5,0,10
64,16,1,4,0,0,0,"(1, 0, 4, 3, 2)",115.2463075,10,5,0,10
32,4,32,11,2,1,0,"(3, 1, 0, 2, 4)",229.179562,10,5,0,10
16,2,2,6,0,0,0,"(3, 0, 1, 4, 2)",71.2360675,10,5,0,10
256,8,64,16,1,1,1,"(1, 0, 2, 3, 4)",191.2379485,10,5,0,10
64,2,2,11,1,1,1,"(3, 0, 1, 2, 4)",66.922812,10,5,0,10
8,2,64,20,2,0,1,"(1, 0, 4, 2, 3)",24.850794,10,5,0,10
32,1,2,6,2,0,0,"(0, 1, 3, 2, 4)",66.9935615,10,5,0,10
128,1,128,17,2,1,0,"(1, 3, 0, 2, 4)",1130.4617425,10,5,0,10
16,8,64,7,2,0,0,"(1, 3, 0, 4, 2)",153.203782,10,5,0,10
256,32,32,20,0,1,0,"(1, 0, 4, 2, 3)",86.18274550000001,10,5,0,10
64,4,256,10,1,1,1,"(1, 0, 4, 3, 2)",196.218842,10,5,0,10
128,8,32,6,0,0,1,"(0, 3, 1, 4, 2)",99.723933,10,5,0,10
256,32,4,14,2,0,0,"(1, 0, 2, 4, 3)",36.6851185,10,5,0,10
2,1,64,4,0,0,1,"(0, 1, 2, 4, 3)",85.3297005,10,5,0,10
32,1,32,19,1,1,0,"(1, 0, 3, 4, 2)",35.514467,10,5,0,10
256,4,4,4,2,1,0,"(3, 1, 0, 2, 4)",430.2182135,10,5,0,10
128,8,1,10,0,1,1,"(0, 1, 2, 4, 3)",38.177745,10,5,0,10
128,64,32,20,0,0,0,"(0, 1, 4, 3, 2)",183.006136,10,5,0,10
32,8,64,8,2,0,0,"(1, 3, 0, 2, 4)",257.5693425,10,5,0,10
256,1,256,2,0,0,1,"(0, 1, 2, 4, 3)",149.310855,10,5,0,10
256,1,4,18,2,0,0,"(0, 1, 4, 3, 2)",30.1070765,10,5,0,10
32,16,128,4,0,1,0,"(1, 0, 4, 2, 3)",78.4835365,10,5,0,10
32,8,4,7,2,1,1,"(1, 0, 4, 3, 2)",56.661405,10,5,0,10
32,2,128,16,1,1,0,"(3, 0, 1, 4, 2)",181.8886445,10,5,0,10
128,8,256,19,1,0,0,"(1, 0, 2, 3, 4)",194.497728,10,5,0,10
64,32,2,10,0,0,0,"(3, 0, 1, 2, 4)",64.5804395,10,5,0,10
4,1,32,3,0,1,0,"(0, 3, 1, 2, 4)",104.8229785,10,5,0,10
64,4,1,12,1,1,1,"(1, 0, 3, 4, 2)",43.0965015,10,5,0,10
64,1,2,17,1,1,0,"(1, 3, 0, 4, 2)",530.763188,10,5,0,10
2,1,32,4,2,0,1,"(0, 1, 2, 3, 4)",90.470651,10,5,0,10
256,4,4,4,2,1,1,"(1, 0, 3, 4, 2)",108.781386,10,5,0,10
128,64,32,19,2,1,1,"(0, 1, 4, 2, 3)",42.74493,10,5,0,10
32,4,256,10,0,1,0,"(0, 1, 2, 3, 4)",125.6792575,10,5,0,10
256,8,8,16,0,1,1,"(1, 0, 2, 3, 4)",57.8864135,10,5,0,10
8,2,16,15,0,0,1,"(0, 3, 1, 2, 4)",25.463462,10,5,0,10
256,16,16,16,0,1,1,"(3, 1, 0, 2, 4)",2101.5879045,10,5,0,10
8,1,128,15,1,1,1,"(0, 1, 3, 4, 2)",33.410160000000005,10,5,0,10
64,1,8,7,2,0,0,"(1, 0, 3, 4, 2)",52.344289,10,5,0,10
32,1,16,5,2,1,1,"(1, 0, 4, 2, 3)",58.6915725,10,5,0,10
128,16,1,7,0,1,1,"(3, 1, 0, 2, 4)",560.2763095,10,5,0,10
64,1,16,8,1,1,1,"(1, 3, 0, 2, 4)",314.079827,10,5,0,10
128,16,128,4,1,1,0,"(1, 0, 3, 4, 2)",286.50932750000004,10,5,0,10
32,8,64,4,0,0,0,"(1, 0, 2, 4, 3)",75.04709700000001,10,5,0,10
128,2,128,14,1,1,1,"(0, 1, 4, 2, 3)",89.2656195,10,5,0,10
32,16,2,20,2,1,1,"(3, 0, 1, 4, 2)",59.569466000000006,10,5,0,10
32,4,1,2,2,0,0,"(1, 0, 3, 2, 4)",157.292299,10,5,0,10
128,32,1,12,0,0,0,"(0, 1, 2, 3, 4)",40.83922,10,5,0,10
64,2,32,20,0,1,0,"(1, 3, 0, 2, 4)",593.38477,10,5,0,10
256,64,1,17,0,1,1,"(3, 1, 0, 4, 2)",2236.911083,10,5,0,10
32,16,64,16,1,1,0,"(0, 1, 3, 2, 4)",55.502931,10,5,0,10
4,1,8,7,1,1,1,"(1, 0, 3, 2, 4)",51.0016545,10,5,0,10
32,2,2,20,0,0,1,"(1, 0, 3, 2, 4)",28.5227995,10,5,0,10
8,2,2,20,0,0,1,"(1, 3, 0, 4, 2)",116.1861895,10,5,0,10
64,8,128,2,0,1,1,"(0, 3, 1, 4, 2)",180.744314,10,5,0,10
128,8,1,7,0,1,1,"(0, 1, 3, 4, 2)",53.0212385,10,5,0,10
256,4,2,16,2,0,0,"(1, 0, 2, 4, 3)",31.1316115,10,5,0,10
256,16,32,18,2,0,0,"(0, 1, 2, 4, 3)",59.285287,10,5,0,10
16,4,256,4,0,1,1,"(0, 1, 3, 2, 4)",91.261742,10,5,0,10
128,4,32,4,0,1,0,"(1, 0, 2, 4, 3)",80.286832,10,5,0,10
64,2,256,2,1,0,1,"(1, 0, 2, 3, 4)",246.631782,10,5,0,10
64,32,16,9,1,0,0,"(0, 1, 4, 2, 3)",35.396441,10,5,0,10
16,8,16,4,2,1,0,"(0, 3, 1, 4, 2)",90.6798335,10,5,0,10
256,2,4,13,1,0,0,"(0, 3, 1, 2, 4)",36.310345,10,5,0,10
64,4,256,15,0,1,0,"(3, 0, 1, 4, 2)",319.96324,10,5,0,10
128,4,4,12,1,0,1,"(0, 1, 3, 4, 2)",36.9304195,10,5,0,10
256,4,16,16,1,1,1,"(0, 1, 2, 3, 4)",80.83843949999999,10,5,0,10
32,8,32,13,0,0,1,"(3, 1, 0, 4, 2)",181.4215995,10,5,0,10
64,4,256,19,2,1,1,"(0, 1, 3, 2, 4)",124.3910215,10,5,0,10
16,1,4,7,1,1,1,"(0, 1, 4, 3, 2)",46.070894,10,5,0,10
16,4,32,9,1,1,1,"(0, 1, 3, 4, 2)",42.447421000000006,10,5,0,10
128,16,32,3,0,1,1,"(1, 0, 2, 3, 4)",129.821438,10,5,0,10
64,8,64,4,1,1,0,"(1, 0, 4, 2, 3)",83.0674995,10,5,0,10
64,4,32,15,1,0,1,"(3, 1, 0, 2, 4)",565.0919295,10,5,0,10
256,64,64,12,0,0,0,"(1, 0, 2, 3, 4)",393.29341,10,5,0,10
64,1,32,12,1,1,0,"(0, 3, 1, 2, 4)",44.307313,10,5,0,10
128,4,4,6,2,1,1,"(0, 1, 2, 3, 4)",61.808114,10,5,0,10
64,4,8,2,0,1,1,"(0, 1, 4, 2, 3)",120.234814,10,5,0,10
256,1,2,12,2,1,1,"(1, 0, 3, 4, 2)",51.8340985,10,5,0,10
4,2,64,16,1,1,0,"(3, 1, 0, 4, 2)",81.544396,10,5,0,10
64,1,2,13,0,0,1,"(0, 1, 3, 4, 2)",32.7681425,10,5,0,10
4,1,1,2,0,1,0,"(1, 3, 0, 4, 2)",253.787944,10,5,0,10
128,2,1,8,2,1,1,"(0, 1, 2, 3, 4)",55.396049000000005,10,5,0,10
8,4,1,7,2,0,0,"(3, 1, 0, 2, 4)",96.2714905,10,5,0,10
256,2,1,18,2,1,0,"(0, 1, 3, 2, 4)",29.026157,10,5,0,10
8,4,16,4,0,1,1,"(1, 3, 0, 2, 4)",176.30075449999998,10,5,0,10
16,8,8,14,0,1,1,"(1, 0, 3, 2, 4)",36.706943,10,5,0,10
256,64,256,16,2,0,1,"(1, 0, 3, 4, 2)",430.3863045,10,5,0,10
64,16,8,7,1,0,0,"(1, 0, 4, 2, 3)",43.667127,10,5,0,10
2,1,32,13,1,1,1,"(3, 0, 1, 2, 4)",65.61906300000001,10,5,0,10
4,2,2,10,1,0,1,"(0, 1, 4, 3, 2)",34.188252,10,5,0,10
128,8,128,2,2,0,0,"(0, 1, 2, 4, 3)",151.641272,10,5,0,10
16,2,128,11,2,0,1,"(0, 1, 4, 2, 3)",40.8934665,10,5,0,10
256,4,256,6,1,1,1,"(1, 3, 0, 4, 2)",1249.459882,10,5,0,10
128,2,16,8,0,1,0,"(0, 1, 4, 2, 3)",38.199149000000006,10,5,0,10
4,2,2,16,2,0,0,"(3, 1, 0, 4, 2)",77.1527445,10,5,0,10
256,4,64,6,1,1,1,"(0, 1, 4, 3, 2)",169.0247455,10,5,0,10
256,64,4,11,0,1,1,"(3, 1, 0, 2, 4)",1109.4835895,10,5,0,10
16,2,4,12,2,1,0,"(0, 1, 2, 4, 3)",23.2230425,10,5,0,10
64,2,256,10,0,0,0,"(1, 3, 0, 2, 4)",371.2977405,10,5,0,10
64,1,16,9,1,1,0,"(1, 0, 4, 2, 3)",40.800472,10,5,0,10
128,16,4,9,1,1,0,"(3, 1, 0, 2, 4)",282.2842245,10,5,0,10
16,8,32,7,1,1,1,"(3, 0, 1, 4, 2)",107.6575105,10,5,0,10
4,1,8,2,0,0,0,"(1, 0, 4, 3, 2)",169.0350345,10,5,0,10
64,2,32,5,1,1,1,"(1, 0, 3, 4, 2)",79.16329400000001,10,5,0,10
256,4,32,9,1,1,0,"(1, 0, 3, 4, 2)",140.23400099999998,10,5,0,10
256,1,64,10,0,1,1,"(1, 0, 3, 4, 2)",173.691045,10,5,0,10
16,4,256,16,1,0,0,"(3, 1, 0, 2, 4)",252.52031,10,5,0,10
16,4,256,5,1,0,0,"(1, 0, 2, 3, 4)",107.727038,10,5,0,10
256,32,2,18,0,0,1,"(1, 0, 3, 2, 4)",59.059081500000005,10,5,0,10
16,1,16,10,2,0,1,"(0, 1, 2, 3, 4)",34.7613865,10,5,0,10
128,4,2,10,0,0,1,"(1, 0, 4, 2, 3)",45.076673,10,5,0,10
64,4,8,18,0,1,1,"(0, 1, 4, 2, 3)",24.341502,10,5,0,10
8,2,32,8,0,1,0,"(3, 1, 0, 4, 2)",66.4072045,10,5,0,10
128,64,16,5,0,1,0,"(1, 0, 3, 4, 2)",151.509867,10,5,0,10
256,64,16,10,0,1,0,"(0, 1, 3, 2, 4)",164.78136899999998,10,5,0,10
128,4,128,20,1,0,0,"(0, 3, 1, 2, 4)",157.3553795,10,5,0,10
256,64,16,4,2,0,0,"(0, 1, 3, 2, 4)",207.1367885,10,5,0,10
8,1,4,15,0,0,0,"(1, 0, 2, 4, 3)",31.3077275,10,5,0,10
16,1,128,13,1,1,0,"(0, 3, 1, 2, 4)",46.434134,10,5,0,10
128,64,4,16,2,0,0,"(1, 3, 0, 4, 2)",803.2714100000001,10,5,0,10
32,4,8,9,1,0,0,"(0, 1, 4, 3, 2)",40.429825,10,5,0,10
16,1,64,18,2,0,0,"(1, 0, 3, 2, 4)",37.216831,10,5,0,10
32,2,16,2,0,1,0,"(3, 1, 0, 2, 4)",232.865866,10,5,0,10
128,8,4,20,0,1,1,"(0, 1, 2, 4, 3)",22.400194,10,5,0,10
128,4,128,16,0,0,0,"(3, 1, 0, 4, 2)",1055.9778685,10,5,0,10
128,2,4,9,0,0,1,"(0, 1, 4, 3, 2)",45.432221,10,5,0,10
128,4,16,19,2,1,0,"(1, 3, 0, 2, 4)",979.8181555,10,5,0,10
8,2,16,5,2,1,1,"(3, 1, 0, 2, 4)",135.24685,10,5,0,10
32,1,128,9,2,1,0,"(1, 0, 3, 2, 4)",79.5808515,10,5,0,10
256,64,32,10,2,0,1,"(1, 3, 0, 2, 4)",1941.6044105,10,5,0,10
16,2,4,11,0,1,0,"(1, 0, 4, 2, 3)",29.443649,10,5,0,10
64,1,64,16,2,1,0,"(1, 0, 2, 4, 3)",60.0516155,10,5,0,10
8,4,8,2,2,1,1,"(3, 1, 0, 4, 2)",261.212179,10,5,0,10
16,2,64,13,2,1,0,"(1, 0, 3, 2, 4)",35.0782525,10,5,0,10
64,1,4,20,0,0,1,"(0, 1, 3, 2, 4)",24.3195505,10,5,0,10
128,32,32,13,1,0,0,"(0, 1, 2, 4, 3)",42.4279495,10,5,0,10
32,4,32,5,0,1,1,"(0, 3, 1, 4, 2)",70.3790805,10,5,0,10
64,4,8,17,2,0,1,"(3, 0, 1, 4, 2)",63.176096,10,5,0,10
256,4,64,18,1,0,0,"(0, 1, 3, 2, 4)",127.447123,10,5,0,10
32,4,32,20,0,1,1,"(0, 1, 3, 2, 4)",30.9795825,10,5,0,10
2,1,64,2,0,0,1,"(1, 0, 2, 4, 3)",127.5976055,10,5,0,10
32,4,8,6,0,0,0,"(0, 1, 3, 4, 2)",59.8350415,10,5,0,10
256,32,32,10,2,1,0,"(3, 1, 0, 2, 4)",1274.9952235,10,5,0,10
256,8,2,3,1,0,1,"(0, 1, 4, 2, 3)",83.45097200000001,10,5,0,10
4,1,1,13,1,0,1,"(0, 3, 1, 2, 4)",28.4438675,10,5,0,10
256,4,16,9,2,1,1,"(1, 3, 0, 4, 2)",1106.913072,10,5,0,10
128,1,16,20,1,1,0,"(0, 3, 1, 2, 4)",45.449241,10,5,0,10
256,1,32,7,0,1,1,"(3, 0, 1, 2, 4)",207.504127,10,5,0,10
16,4,32,15,0,1,0,"(1, 0, 4, 3, 2)",35.1472915,10,5,0,10
4,2,16,15,2,0,1,"(0, 3, 1, 2, 4)",26.782621,10,5,0,10
128,2,128,7,0,1,0,"(3, 0, 1, 2, 4)",313.218673,10,5,0,10
256,4,4,6,0,0,1,"(0, 1, 2, 4, 3)",46.706284,10,5,0,10
64,4,1,15,0,0,0,"(1, 0, 4, 3, 2)",37.3194645,10,5,0,10
128,32,4,6,1,1,0,"(3, 0, 1, 2, 4)",138.179418,10,5,0,10
64,4,2,7,0,1,1,"(0, 1, 2, 4, 3)",38.4157585,10,5,0,10
64,4,128,5,0,0,0,"(0, 3, 1, 2, 4)",116.6181765,10,5,0,10
64,2,8,10,0,0,1,"(3, 0, 1, 4, 2)",63.3173775,10,5,0,10
16,1,4,3,0,1,0,"(1, 0, 2, 4, 3)",94.238757,10,5,0,10
64,32,2,8,0,0,0,"(3, 1, 0, 4, 2)",347.182408,10,5,0,10
256,16,16,11,2,0,0,"(3, 1, 0, 2, 4)",1307.7662015,10,5,0,10
256,4,4,8,1,0,0,"(0, 1, 3, 2, 4)",57.499318,10,5,0,10
2,1,4,16,0,1,1,"(0, 1, 3, 2, 4)",23.848625,10,5,0,10
256,2,128,20,0,0,0,"(1, 0, 2, 4, 3)",121.64937,10,5,0,10
64,4,64,19,0,0,1,"(0, 3, 1, 4, 2)",68.0920265,10,5,0,10
32,2,256,17,1,1,1,"(0, 1, 4, 2, 3)",58.5543795,10,5,0,10
32,16,16,15,0,0,1,"(1, 0, 4, 3, 2)",42.4010525,10,5,0,10
8,1,2,7,1,0,0,"(1, 0, 4, 3, 2)",48.92281,10,5,0,10
32,1,32,20,1,1,0,"(0, 1, 2, 3, 4)",27.4320365,10,5,0,10
64,32,16,15,2,1,1,"(0, 1, 3, 2, 4)",48.761351,10,5,0,10
4,2,16,16,0,0,1,"(0, 3, 1, 4, 2)",27.9317245,10,5,0,10
32,1,64,10,0,0,0,"(0, 3, 1, 4, 2)",45.5343665,10,5,0,10
256,64,32,16,0,1,0,"(3, 0, 1, 4, 2)",386.7421375,10,5,0,10
128,4,32,16,0,1,0,"(0, 3, 1, 2, 4)",66.622135,10,5,0,10
256,8,256,12,2,1,0,"(1, 0, 3, 2, 4)",170.7660235,10,5,0,10
32,2,8,15,0,1,0,"(0, 3, 1, 4, 2)",32.590976,10,5,0,10
256,8,2,12,1,0,1,"(1, 0, 2, 3, 4)",45.704585,10,5,0,10
64,4,2,14,2,1,1,"(1, 0, 4, 2, 3)",26.8094935,10,5,0,10
128,2,64,2,0,1,0,"(3, 1, 0, 4, 2)",348.5997875,10,5,0,10
128,2,16,5,1,1,1,"(1, 0, 3, 4, 2)",80.854736,10,5,0,10
256,2,32,2,2,1,1,"(1, 0, 2, 3, 4)",193.993393,10,5,0,10
128,32,64,15,0,0,1,"(3, 0, 1, 4, 2)",267.154312,10,5,0,10
256,64,64,13,0,0,0,"(0, 1, 4, 2, 3)",81.72598400000001,10,5,0,10
16,4,2,10,1,0,1,"(1, 0, 3, 4, 2)",41.9591105,10,5,0,10
256,4,128,14,0,1,0,"(3, 0, 1, 2, 4)",287.54859050000005,10,5,0,10
256,32,16,10,0,0,0,"(1, 3, 0, 2, 4)",521.629715,10,5,0,10
64,4,32,13,1,1,0,"(1, 3, 0, 2, 4)",418.306278,10,5,0,10
128,4,1,5,1,0,1,"(1, 0, 3, 2, 4)",66.99204850000001,10,5,0,10
256,64,32,4,2,0,0,"(3, 1, 0, 2, 4)",787.2373494999999,10,5,0,10
4,1,1,19,0,1,0,"(0, 1, 3, 2, 4)",24.6700605,10,5,0,10
8,1,32,5,1,0,0,"(0, 1, 4, 2, 3)",51.093411,10,5,0,10
128,64,128,4,1,1,0,"(3, 0, 1, 2, 4)",675.637101,10,5,0,10
128,8,32,6,1,1,1,"(0, 1, 3, 2, 4)",79.7406125,10,5,0,10
128,4,4,16,1,0,0,"(0, 3, 1, 4, 2)",36.2816655,10,5,0,10
2,1,4,14,0,0,0,"(1, 0, 2, 4, 3)",25.510003,10,5,0,10
256,4,4,14,2,1,0,"(0, 3, 1, 2, 4)",40.709618,10,5,0,10
8,1,32,12,0,0,0,"(3, 1, 0, 4, 2)",82.25289649999999,10,5,0,10
128,32,64,5,2,0,1,"(0, 1, 3, 4, 2)",236.4468555,10,5,0,10
256,16,128,12,0,0,1,"(1, 0, 3, 4, 2)",242.2070595,10,5,0,10
256,8,64,4,1,0,0,"(1, 3, 0, 4, 2)",708.5376325,10,5,0,10
64,1,16,18,1,1,0,"(0, 1, 3, 2, 4)",31.113627,10,5,0,10
32,16,32,9,0,1,0,"(3, 1, 0, 2, 4)",111.086531,10,5,0,10
4,1,4,15,2,0,0,"(0, 1, 3, 2, 4)",23.8770965,10,5,0,10
32,16,256,16,2,0,1,"(1, 3, 0, 2, 4)",533.0842299999999,10,5,0,10
128,1,64,16,1,1,1,"(3, 0, 1, 2, 4)",205.074682,10,5,0,10
64,16,8,17,0,0,0,"(3, 0, 1, 4, 2)",43.2483595,10,5,0,10
32,16,64,11,1,0,1,"(0, 1, 4, 3, 2)",70.0188565,10,5,0,10
128,16,16,2,2,0,1,"(3, 1, 0, 2, 4)",611.39442,10,5,0,10
128,1,32,10,1,0,1,"(1, 3, 0, 2, 4)",647.8165335,10,5,0,10
16,8,16,8,2,1,1,"(1, 3, 0, 2, 4)",142.08799399999998,10,5,0,10
256,32,2,15,2,0,1,"(0, 1, 4, 2, 3)",28.282243,10,5,0,10
256,1,128,12,2,0,0,"(0, 1, 2, 4, 3)",82.3861505,10,5,0,10
256,4,64,4,2,0,0,"(1, 3, 0, 2, 4)",673.9243865000001,10,5,0,10
4,1,128,12,2,0,0,"(0, 3, 1, 2, 4)",38.307293,10,5,0,10
64,4,128,2,1,1,0,"(1, 3, 0, 2, 4)",353.115423,10,5,0,10
16,8,4,2,0,1,0,"(1, 0, 3, 4, 2)",178.9042915,10,5,0,10
128,64,32,5,1,0,0,"(1, 0, 2, 3, 4)",185.6525575,10,5,0,10
8,4,4,15,0,1,0,"(0, 3, 1, 4, 2)",32.508052,10,5,0,10
256,1,256,9,2,1,1,"(3, 1, 0, 4, 2)",1190.9802285,10,5,0,10
128,1,8,11,2,0,0,"(1, 0, 4, 2, 3)",33.270756,10,5,0,10
256,32,16,18,1,0,0,"(0, 3, 1, 2, 4)",157.748427,10,5,0,10
8,2,64,16,0,1,0,"(0, 1, 4, 3, 2)",28.1258895,10,5,0,10
256,4,64,4,1,1,1,"(3, 0, 1, 4, 2)",439.8756765,10,5,0,10
256,4,4,17,0,1,1,"(1, 3, 0, 2, 4)",2115.1770695,10,5,0,10
256,16,1,8,0,1,0,"(0, 3, 1, 4, 2)",58.3059895,10,5,0,10
256,2,64,5,0,0,1,"(0, 1, 3, 4, 2)",169.79746749999998,10,5,0,10
256,8,64,15,1,1,1,"(1, 0, 4, 3, 2)",213.5200195,10,5,0,10
32,8,64,5,2,1,1,"(3, 1, 0, 2, 4)",225.4478605,10,5,0,10
4,2,32,14,1,1,1,"(1, 0, 2, 3, 4)",33.0753385,10,5,0,10
256,8,256,20,0,1,0,"(3, 1, 0, 4, 2)",2229.7422985000003,10,5,0,10
64,32,64,19,0,1,1,"(1, 0, 2, 4, 3)",53.7147545,10,5,0,10
256,8,8,16,0,1,0,"(3, 0, 1, 2, 4)",58.1850245,10,5,0,10
