chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
512,16,128,2,0,0,1,"(2, 0, 4, 1, 3)",3565.53746,10,5,0,10
1024,8,64,34,2,1,0,"(4, 2, 0, 1, 3)",3600.6174075,10,5,0,10
4,2,128,44,0,0,1,"(3, 0, 1, 4, 2)",3580.158597,10,5,0,10
128,16,256,34,0,0,0,"(0, 2, 4, 1, 3)",3618.5129405,10,5,0,10
8,4,64,22,0,0,0,"(0, 4, 1, 3, 2)",3628.0105765,10,5,0,10
512,256,2,42,0,1,0,"(4, 2, 3, 0, 1)",3640.9546,10,5,0,10
128,2,64,70,2,0,0,"(3, 1, 4, 0, 2)",3910.793077,10,5,0,10
8,4,2,24,0,0,0,"(0, 4, 2, 3, 1)",394.191041,10,5,0,10
16,2,1,12,2,0,1,"(4, 1, 2, 3, 0)",395.3289515,10,5,0,10
32,16,1,24,2,1,0,"(0, 3, 4, 2, 1)",680.2734945,10,5,0,10
64,2,1,76,0,0,0,"(4, 1, 3, 0, 2)",1289.996967,10,5,0,10
32,16,2,74,0,0,0,"(2, 1, 0, 4, 3)",1290.335863,10,5,0,10
32,8,2,108,1,1,0,"(1, 2, 4, 3, 0)",1297.3243659999998,10,5,0,10
256,8,2,82,0,1,1,"(3, 1, 0, 2, 4)",3400.891764,10,5,0,10
256,64,64,66,1,1,1,"(1, 3, 2, 0, 4)",3373.98378,10,5,0,10
1024,32,1,86,2,0,1,"(0, 4, 2, 1, 3)",3441.5474385,10,5,0,10
64,8,1,114,1,0,1,"(3, 2, 1, 4, 0)",1326.3246415,10,5,0,10
1024,4,8,126,2,1,1,"(1, 0, 3, 2, 4)",3420.4145725,10,5,0,10
64,8,1,36,2,1,0,"(4, 1, 0, 2, 3)",1253.362127,10,5,0,10
512,64,128,92,2,1,1,"(2, 4, 1, 3, 0)",3338.025489,10,5,0,10
4,2,16,2,2,0,0,"(3, 2, 4, 1, 0)",2155.2337655,10,5,0,10
32,4,128,62,2,0,0,"(1, 3, 4, 0, 2)",3310.5331565,10,5,0,10
32,16,4,48,1,0,0,"(1, 4, 0, 2, 3)",2128.2729225000003,10,5,0,10
64,2,2,18,1,1,1,"(3, 2, 0, 4, 1)",2128.549386,10,5,0,10
32,4,4,118,0,0,1,"(2, 1, 4, 0, 3)",2171.1159895,10,5,0,10
32,8,32,38,1,1,1,"(4, 0, 1, 2, 3)",3333.2822285,10,5,0,10
1024,512,4,108,0,0,0,"(1, 4, 2, 3, 0)",3380.686935,10,5,0,10
128,4,1,18,0,0,0,"(4, 1, 3, 2, 0)",2089.7909575000003,10,5,0,10
1024,8,128,50,2,0,0,"(4, 0, 3, 1, 2)",3412.1949785,10,5,0,10
4,2,32,76,1,0,1,"(2, 0, 4, 3, 1)",2139.3812835,10,5,0,10
512,4,4,122,2,0,0,"(4, 3, 1, 0, 2)",3566.8982875,10,5,0,10
4,2,16,98,2,1,1,"(1, 3, 4, 0, 2)",1274.6244255,10,5,0,10
32,16,2,112,0,0,0,"(1, 3, 2, 0, 4)",1255.0224425,10,5,0,10
128,64,2,68,1,1,1,"(1, 3, 0, 4, 2)",3322.901877,10,5,0,10
1024,256,64,30,1,1,0,"(4, 0, 1, 3, 2)",3303.928548,10,5,0,10
128,64,128,16,2,1,0,"(2, 0, 3, 4, 1)",3315.4714285,10,5,0,10
1024,8,8,72,1,1,1,"(0, 2, 4, 1, 3)",3333.740236,10,5,0,10
128,16,2,40,1,1,1,"(2, 4, 1, 3, 0)",3319.393533,10,5,0,10
512,4,1,8,2,0,1,"(3, 2, 0, 4, 1)",3369.3249370000003,10,5,0,10
256,128,32,68,1,0,0,"(2, 4, 1, 3, 0)",3363.0458660000004,10,5,0,10
128,64,256,10,0,0,0,"(1, 4, 2, 3, 0)",3374.174501,10,5,0,10
512,256,2,14,2,0,1,"(1, 4, 2, 0, 3)",3369.8078305,10,5,0,10
32,4,16,114,2,0,0,"(1, 4, 3, 0, 2)",3375.496774,10,5,0,10
128,8,8,60,2,0,0,"(1, 4, 2, 3, 0)",3365.606756,10,5,0,10
256,32,256,28,2,1,1,"(2, 4, 0, 3, 1)",3365.7883955,10,5,0,10
256,8,64,124,1,0,1,"(2, 1, 4, 3, 0)",3390.410755,10,5,0,10
512,32,1,94,2,0,0,"(1, 0, 2, 3, 4)",3376.6401885,10,5,0,10
32,4,128,24,1,0,0,"(2, 4, 1, 0, 3)",3345.8565120000003,10,5,0,10
64,2,64,52,0,0,1,"(3, 0, 1, 4, 2)",3393.1293385,10,5,0,10
64,4,128,72,0,0,0,"(3, 2, 4, 1, 0)",3405.1431025,10,5,0,10
256,64,256,108,2,0,1,"(1, 0, 4, 3, 2)",3369.914247,10,5,0,10
128,32,2,84,0,0,1,"(1, 3, 2, 0, 4)",3392.5665365,10,5,0,10
256,4,64,48,2,0,0,"(0, 1, 4, 3, 2)",3339.726872,10,5,0,10
512,64,16,122,2,0,0,"(4, 0, 1, 3, 2)",3384.024166,10,5,0,10
512,64,16,116,1,1,1,"(2, 4, 3, 1, 0)",3408.952909,10,5,0,10
256,4,2,126,1,1,0,"(1, 3, 0, 2, 4)",3393.7765845,10,5,0,10
128,4,256,58,0,1,0,"(0, 4, 2, 3, 1)",3369.8153265,10,5,0,10
64,2,8,118,1,1,1,"(4, 1, 3, 2, 0)",3416.2592005,10,5,0,10
1024,8,256,128,2,0,1,"(4, 0, 2, 3, 1)",3405.827378,10,5,0,10
1024,512,8,4,1,1,0,"(1, 4, 2, 0, 3)",3303.143693,10,5,0,10
1024,2,4,24,2,0,0,"(3, 0, 4, 1, 2)",3306.4918545,10,5,0,10
32,2,16,44,0,0,1,"(1, 4, 2, 3, 0)",3422.6781055,10,5,0,10
128,2,2,100,1,1,0,"(2, 0, 4, 3, 1)",3390.6324065,10,5,0,10
1024,256,8,64,1,1,1,"(2, 0, 1, 4, 3)",3341.7730455,10,5,0,10
1024,16,256,104,2,1,0,"(4, 2, 0, 1, 3)",3366.9398095,10,5,0,10
64,4,64,102,0,1,0,"(4, 3, 2, 0, 1)",3433.9366185,10,5,0,10
512,128,256,48,2,1,1,"(4, 1, 0, 2, 3)",3314.7951155,10,5,0,10
512,4,1,120,1,1,0,"(2, 3, 4, 1, 0)",3375.6965295,10,5,0,10
32,16,64,102,0,1,1,"(3, 0, 2, 4, 1)",3400.1631595,10,5,0,10
1024,128,2,46,0,1,0,"(2, 4, 3, 1, 0)",3453.8529475,10,5,0,10
512,128,256,114,2,0,1,"(1, 3, 4, 0, 2)",3383.318416,10,5,0,10
16,4,256,66,2,0,1,"(2, 4, 1, 3, 0)",3375.624702,10,5,0,10
256,64,1,114,2,0,1,"(0, 2, 4, 1, 3)",3333.412558,10,5,0,10
32,8,32,78,2,0,1,"(1, 0, 3, 2, 4)",3354.8315245,10,5,0,10
256,16,4,108,2,1,1,"(4, 0, 2, 3, 1)",3399.8118185000003,10,5,0,10
1024,2,32,74,1,0,1,"(0, 2, 3, 4, 1)",3347.5626620000003,10,5,0,10
512,128,16,72,0,1,1,"(1, 4, 3, 2, 0)",3392.3487755,10,5,0,10
1024,32,32,108,1,1,0,"(4, 0, 1, 3, 2)",3419.286253,10,5,0,10
64,16,256,38,2,1,1,"(4, 0, 3, 2, 1)",3336.6246775,10,5,0,10
256,16,1,118,1,1,0,"(1, 0, 2, 4, 3)",3429.9773595,10,5,0,10
256,16,16,66,1,1,0,"(0, 1, 4, 2, 3)",3381.0081595,10,5,0,10
512,8,128,82,2,1,0,"(2, 0, 1, 4, 3)",3390.4556755,10,5,0,10
128,8,256,18,2,0,0,"(2, 0, 3, 4, 1)",3544.5181815,10,5,0,10
128,64,2,20,2,1,1,"(3, 0, 4, 2, 1)",3573.9013285,10,5,0,10
4,2,32,78,0,0,0,"(3, 1, 2, 0, 4)",2133.345458,10,5,0,10
128,16,128,60,1,1,0,"(2, 1, 4, 3, 0)",3375.3752585,10,5,0,10
64,16,64,114,2,0,0,"(4, 1, 3, 2, 0)",3436.0200855000003,10,5,0,10
128,16,8,34,2,0,1,"(3, 2, 1, 0, 4)",3900.7507295,10,5,0,10
32,4,32,110,0,0,0,"(2, 1, 3, 0, 4)",3446.6229485000003,10,5,0,10
8,4,4,26,1,0,1,"(4, 3, 0, 1, 2)",691.6111095,10,5,0,10
16,2,4,100,0,0,0,"(3, 0, 4, 2, 1)",1298.5203805,10,5,0,10
1024,16,8,88,0,0,1,"(3, 4, 0, 2, 1)",3396.5633425,10,5,0,10
512,2,8,4,0,1,1,"(1, 3, 2, 0, 4)",3397.527065,10,5,0,10
1024,512,2,126,2,0,1,"(1, 0, 3, 4, 2)",3443.0603005000003,10,5,0,10
64,8,1,58,2,0,1,"(0, 2, 3, 4, 1)",1262.3407445,10,5,0,10
256,32,4,98,1,0,1,"(2, 3, 4, 0, 1)",3415.221315,10,5,0,10
16,2,4,112,2,1,1,"(1, 4, 0, 2, 3)",1327.338922,10,5,0,10
256,2,256,34,0,1,0,"(2, 3, 0, 4, 1)",3392.1025870000003,10,5,0,10
1024,8,4,22,0,1,0,"(4, 3, 1, 0, 2)",3584.7480290000003,10,5,0,10
512,2,128,24,2,1,1,"(4, 2, 0, 1, 3)",3321.5409175,10,5,0,10
512,128,64,88,1,1,1,"(4, 0, 2, 3, 1)",3358.304644,10,5,0,10
512,4,1,94,0,1,0,"(2, 0, 3, 4, 1)",3306.433045,10,5,0,10
256,32,2,54,0,1,1,"(1, 3, 0, 2, 4)",3336.4373005,10,5,0,10
128,64,1,128,1,1,1,"(2, 0, 3, 1, 4)",2184.5412335,10,5,0,10
256,2,256,98,2,0,1,"(2, 3, 0, 1, 4)",3402.708051,10,5,0,10
512,256,4,30,1,1,1,"(1, 4, 0, 2, 3)",3395.040563,10,5,0,10
128,2,32,112,1,0,1,"(3, 4, 1, 2, 0)",3397.5421855,10,5,0,10
1024,32,128,118,0,1,1,"(4, 1, 0, 2, 3)",3387.979711,10,5,0,10
256,2,1,128,0,1,0,"(4, 3, 2, 0, 1)",3381.6393505,10,5,0,10
64,16,256,20,2,0,1,"(2, 3, 4, 1, 0)",3404.95324,10,5,0,10
1024,128,64,30,2,1,0,"(4, 3, 0, 2, 1)",3321.626394,10,5,0,10
1024,2,8,102,2,1,1,"(1, 0, 4, 2, 3)",3393.5421445,10,5,0,10
256,128,256,90,2,1,0,"(3, 0, 2, 1, 4)",3374.2187225,10,5,0,10
4,2,2,102,1,0,1,"(0, 1, 2, 4, 3)",264.219729,10,5,0,10
1024,64,4,24,1,1,0,"(4, 3, 1, 2, 0)",3370.8212655,10,5,0,10
8,4,8,126,0,0,1,"(0, 2, 4, 3, 1)",1331.25262,10,5,0,10
64,32,32,36,2,1,0,"(1, 2, 3, 4, 0)",3304.8399225000003,10,5,0,10
512,8,128,40,2,0,0,"(2, 1, 3, 0, 4)",3308.3924105,10,5,0,10
1024,2,256,62,1,0,0,"(4, 0, 2, 3, 1)",3323.5216385,10,5,0,10
8,2,32,4,2,0,0,"(0, 4, 2, 1, 3)",3326.471678,10,5,0,10
128,16,16,116,2,0,0,"(4, 1, 3, 0, 2)",3363.088724,10,5,0,10
256,16,32,22,1,1,1,"(4, 1, 3, 2, 0)",3368.5620485,10,5,0,10
1024,128,32,42,2,0,1,"(3, 4, 1, 0, 2)",3324.621249,10,5,0,10
256,4,1,42,2,0,0,"(2, 4, 3, 0, 1)",3342.053649,10,5,0,10
256,32,16,32,0,1,1,"(4, 2, 0, 1, 3)",3335.967475,10,5,0,10
256,128,32,120,2,1,1,"(2, 0, 1, 4, 3)",3396.2200955,10,5,0,10
16,4,128,58,1,1,0,"(3, 4, 1, 2, 0)",3381.724428,10,5,0,10
1024,2,4,40,2,0,0,"(2, 1, 3, 4, 0)",3366.638394,10,5,0,10
1024,16,2,2,2,0,0,"(0, 3, 1, 2, 4)",3324.9878175,10,5,0,10
512,2,8,112,0,0,0,"(1, 4, 2, 0, 3)",3387.8297305,10,5,0,10
256,2,4,28,1,0,1,"(4, 2, 3, 1, 0)",3349.7557545,10,5,0,10
16,8,16,100,1,1,0,"(2, 0, 1, 4, 3)",3351.124394,10,5,0,10
1024,8,2,52,0,1,0,"(0, 4, 1, 2, 3)",3382.292783,10,5,0,10
512,4,8,104,0,1,0,"(4, 0, 3, 1, 2)",3380.910695,10,5,0,10
512,64,128,40,1,0,1,"(2, 3, 0, 4, 1)",3358.647661,10,5,0,10
8,4,256,16,0,0,0,"(2, 3, 1, 4, 0)",3380.0896225,10,5,0,10
32,16,128,56,1,0,0,"(0, 3, 4, 1, 2)",3322.072601,10,5,0,10
512,256,4,58,0,0,0,"(1, 4, 3, 2, 0)",3390.9005565,10,5,0,10
1024,128,2,94,2,0,1,"(3, 1, 4, 2, 0)",3388.936138,10,5,0,10
128,16,64,102,1,0,0,"(2, 0, 4, 1, 3)",3369.949942,10,5,0,10
128,32,64,46,0,1,1,"(0, 3, 1, 2, 4)",3395.961533,10,5,0,10
64,8,256,28,2,0,1,"(0, 3, 4, 2, 1)",3365.6092755,10,5,0,10
1024,16,8,10,2,1,1,"(0, 4, 3, 1, 2)",3311.803433,10,5,0,10
128,16,256,26,1,0,0,"(1, 2, 4, 3, 0)",3372.786221,10,5,0,10
64,2,32,128,0,0,0,"(0, 4, 3, 1, 2)",3377.8112495,10,5,0,10
128,8,2,2,1,0,1,"(1, 3, 4, 2, 0)",3369.8029655,10,5,0,10
128,16,32,106,0,1,1,"(1, 4, 0, 2, 3)",3383.8276975,10,5,0,10
32,4,8,52,0,0,0,"(3, 0, 1, 4, 2)",3437.582726,10,5,0,10
1024,2,1,22,0,0,0,"(1, 4, 3, 2, 0)",3442.6101465,10,5,0,10
512,16,128,14,0,0,0,"(0, 4, 2, 1, 3)",3310.061788,10,5,0,10
128,2,128,108,2,0,1,"(3, 4, 2, 0, 1)",3334.9154005,10,5,0,10
1024,8,64,36,1,0,0,"(1, 4, 0, 3, 2)",3433.099196,10,5,0,10
128,64,2,72,0,0,1,"(0, 3, 2, 1, 4)",3404.491644,10,5,0,10
1024,4,64,66,0,1,1,"(0, 3, 2, 1, 4)",3392.494067,10,5,0,10
1024,64,16,120,0,1,1,"(2, 4, 3, 0, 1)",3415.3705170000003,10,5,0,10
64,4,8,92,0,0,0,"(2, 4, 1, 0, 3)",3309.599496,10,5,0,10
512,128,16,30,0,0,0,"(3, 0, 4, 2, 1)",3437.906964,10,5,0,10
256,4,64,30,2,0,0,"(4, 1, 3, 2, 0)",3362.9673035,10,5,0,10
128,2,32,124,0,1,0,"(3, 4, 2, 1, 0)",3364.042368,10,5,0,10
512,2,64,120,2,0,0,"(4, 2, 1, 3, 0)",3413.9546765,10,5,0,10
64,16,4,90,2,0,0,"(2, 1, 4, 3, 0)",3387.850317,10,5,0,10
16,8,256,28,0,1,1,"(4, 2, 3, 0, 1)",3328.4148265,10,5,0,10
1024,128,256,98,0,1,1,"(4, 0, 2, 3, 1)",3439.3478675,10,5,0,10
4,2,8,66,2,0,0,"(1, 4, 2, 3, 0)",684.0943944999999,10,5,0,10
8,2,1,112,1,0,0,"(0, 2, 4, 3, 1)",372.924543,10,5,0,10
4,2,256,24,0,1,1,"(1, 3, 0, 4, 2)",3340.9419165,10,5,0,10
512,2,4,24,2,0,1,"(4, 2, 0, 1, 3)",3321.1844175,10,5,0,10
1024,256,16,122,1,1,0,"(0, 1, 3, 2, 4)",3438.264951,10,5,0,10
128,2,2,110,1,1,1,"(0, 2, 3, 4, 1)",3450.8487775,10,5,0,10
128,8,2,20,2,0,0,"(3, 4, 2, 1, 0)",3385.5409145,10,5,0,10
8,4,4,124,0,1,0,"(1, 3, 4, 2, 0)",750.4140895,10,5,0,10
32,16,1,102,0,0,0,"(4, 0, 1, 2, 3)",743.6177359999999,10,5,0,10
64,2,1,102,2,0,0,"(0, 4, 1, 2, 3)",1278.4832995000002,10,5,0,10
256,64,1,30,0,0,1,"(1, 2, 4, 3, 0)",3400.561148,10,5,0,10
512,8,4,120,1,0,1,"(2, 4, 3, 0, 1)",3408.107765,10,5,0,10
32,4,256,82,2,1,1,"(0, 3, 4, 2, 1)",3413.046807,10,5,0,10
128,8,128,78,1,1,1,"(1, 3, 0, 4, 2)",3397.63048,10,5,0,10
16,8,256,60,0,1,1,"(2, 4, 3, 1, 0)",3389.63666,10,5,0,10
1024,512,8,118,2,0,0,"(2, 0, 3, 1, 4)",3406.591516,10,5,0,10
512,64,32,60,0,0,0,"(0, 4, 1, 3, 2)",3370.820855,10,5,0,10
64,8,1,28,0,0,0,"(1, 3, 2, 4, 0)",1241.028097,10,5,0,10
64,4,8,2,0,0,0,"(1, 2, 0, 3, 4)",3387.853609,10,5,0,10
32,16,1,14,1,1,1,"(4, 1, 2, 3, 0)",688.9090545,10,5,0,10
32,4,4,56,0,1,1,"(4, 0, 1, 2, 3)",2132.4167375,10,5,0,10
128,32,8,2,0,0,0,"(3, 0, 1, 4, 2)",3306.7795195,10,5,0,10
1024,16,32,8,2,0,1,"(3, 1, 2, 0, 4)",3317.962494,10,5,0,10
512,4,256,4,1,1,0,"(0, 4, 3, 1, 2)",3330.496623,10,5,0,10
256,2,256,10,1,0,1,"(4, 3, 1, 0, 2)",3335.0392615,10,5,0,10
1024,256,8,76,0,0,0,"(1, 3, 2, 4, 0)",3370.0403225,10,5,0,10
16,4,8,94,1,0,1,"(1, 2, 4, 0, 3)",2160.6949615,10,5,0,10
512,32,8,106,1,1,0,"(2, 4, 0, 1, 3)",3380.5118375,10,5,0,10
8,2,16,46,1,0,0,"(0, 2, 1, 3, 4)",2088.2793325,10,5,0,10
256,8,16,28,0,0,0,"(1, 3, 2, 0, 4)",3301.136684,10,5,0,10
8,4,16,14,2,0,0,"(2, 3, 0, 1, 4)",2104.261029,10,5,0,10
512,16,4,78,1,0,0,"(1, 0, 3, 2, 4)",3336.8867995,10,5,0,10
16,2,64,8,0,1,0,"(1, 2, 4, 0, 3)",3393.925501,10,5,0,10
1024,512,8,68,0,1,1,"(3, 0, 1, 4, 2)",3396.73519,10,5,0,10
128,2,32,44,2,0,0,"(3, 0, 1, 2, 4)",3414.828418,10,5,0,10
512,32,16,60,2,1,0,"(2, 4, 1, 0, 3)",3506.5723835,10,5,0,10
512,256,16,24,0,1,1,"(2, 0, 3, 4, 1)",3402.04306,10,5,0,10
512,16,16,70,0,1,1,"(4, 2, 0, 3, 1)",3325.967225,10,5,0,10
128,16,4,78,2,1,0,"(0, 1, 2, 3, 4)",3323.5951335,10,5,0,10
64,8,256,46,1,1,0,"(3, 4, 1, 0, 2)",3396.8087885,10,5,0,10
32,4,32,46,2,1,1,"(3, 0, 4, 2, 1)",3341.2537925,10,5,0,10
1024,4,2,122,1,1,0,"(1, 4, 0, 2, 3)",3380.202021,10,5,0,10
1024,8,32,34,0,0,0,"(4, 3, 2, 0, 1)",3324.883275,10,5,0,10
256,2,16,16,2,0,0,"(0, 2, 4, 3, 1)",3367.078812,10,5,0,10
64,2,128,18,2,0,1,"(3, 0, 1, 2, 4)",3361.165323,10,5,0,10
256,128,32,62,2,0,1,"(0, 1, 3, 4, 2)",3389.495706,10,5,0,10
1024,8,32,54,0,1,0,"(4, 2, 1, 0, 3)",3383.3428065,10,5,0,10
128,2,4,32,1,0,0,"(4, 2, 1, 0, 3)",3332.4384915,10,5,0,10
1024,2,256,2,0,1,0,"(2, 1, 3, 4, 0)",3313.019797,10,5,0,10
32,16,4,58,2,1,0,"(0, 1, 3, 2, 4)",2137.8350250000003,10,5,0,10
1024,128,128,20,2,1,1,"(2, 0, 4, 3, 1)",3385.0698105,10,5,0,10
1024,16,16,74,0,1,0,"(3, 4, 2, 1, 0)",3343.945333,10,5,0,10
512,64,1,30,0,1,0,"(3, 4, 1, 2, 0)",3312.2706345,10,5,0,10
1024,8,1,4,0,0,0,"(3, 0, 4, 2, 1)",3372.80173,10,5,0,10
1024,32,8,62,0,1,1,"(4, 2, 0, 3, 1)",3425.058739,10,5,0,10
1024,8,2,44,1,0,1,"(3, 2, 0, 4, 1)",3320.340874,10,5,0,10
64,32,16,68,1,0,1,"(2, 1, 3, 0, 4)",3326.0032215,10,5,0,10
256,64,8,82,1,0,0,"(2, 1, 0, 4, 3)",3382.1391685,10,5,0,10
512,256,32,124,1,0,1,"(0, 2, 3, 1, 4)",3432.776577,10,5,0,10
128,32,8,10,0,0,1,"(0, 3, 1, 4, 2)",3408.506542,10,5,0,10
256,64,128,46,2,0,0,"(3, 2, 0, 4, 1)",3310.5710185,10,5,0,10
1024,32,8,104,2,1,1,"(0, 4, 1, 2, 3)",3372.0118685,10,5,0,10
256,64,128,46,1,1,1,"(0, 2, 3, 4, 1)",3386.634242,10,5,0,10
8,2,32,52,2,1,0,"(1, 2, 4, 3, 0)",3316.5343245,10,5,0,10
512,128,128,106,2,0,0,"(4, 1, 0, 3, 2)",3387.8768455,10,5,0,10
512,256,256,46,0,0,1,"(1, 0, 2, 4, 3)",3417.6339875,10,5,0,10
64,4,4,62,0,0,0,"(4, 0, 3, 2, 1)",3501.9322015,10,5,0,10
256,128,8,108,1,1,0,"(3, 0, 2, 1, 4)",3458.675673,10,5,0,10
512,128,64,76,1,0,1,"(3, 4, 1, 2, 0)",3338.97087,10,5,0,10
