chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
8,8,64,100,2,0,1,"(1, 0, 3, 4, 2)",298.906917,10,5,0,10
16,1,2,100,0,1,1,"(0, 4, 1, 3, 2)",251.5199735,10,5,0,10
32,4,32,100,0,1,0,"(1, 4, 0, 3, 2)",214.4684215,10,5,0,10
64,1,4,36,0,0,1,"(1, 0, 3, 2, 4)",285.940755,10,5,0,10
64,16,2,100,1,0,1,"(4, 0, 1, 3, 2)",443.1412635,10,5,0,10
16,2,64,76,0,0,1,"(4, 0, 1, 3, 2)",217.2118035,10,5,0,10
32,16,4,126,0,0,1,"(0, 4, 1, 3, 2)",168.802142,10,5,0,10
2,16,4,96,0,0,1,"(1, 0, 2, 3, 4)",342.883933,10,5,0,10
8,16,32,18,2,1,1,"(1, 0, 2, 3, 4)",295.5389195,10,5,0,10
32,2,16,22,2,1,1,"(1, 0, 4, 3, 2)",372.7665055,10,5,0,10
32,4,1,108,0,0,0,"(1, 4, 0, 3, 2)",320.7337115,10,5,0,10
64,16,16,124,2,0,0,"(4, 0, 1, 3, 2)",405.4011285,10,5,0,10
8,16,8,48,2,1,0,"(1, 0, 3, 2, 4)",314.987858,10,5,0,10
64,4,4,66,2,0,1,"(1, 0, 2, 3, 4)",382.0405435,10,5,0,10
2,8,64,82,1,0,1,"(1, 0, 3, 4, 2)",227.5590645,10,5,0,10
64,2,4,48,0,1,0,"(0, 1, 2, 3, 4)",170.1591715,10,5,0,10
8,16,16,38,0,0,1,"(0, 1, 2, 3, 4)",183.628211,10,5,0,10
8,1,1,36,1,0,1,"(0, 4, 1, 3, 2)",132.570885,10,5,0,10
8,1,4,94,2,0,0,"(1, 4, 0, 3, 2)",299.43729499999995,10,5,0,10
4,16,32,66,0,0,0,"(0, 1, 3, 4, 2)",215.598058,10,5,0,10
4,4,8,32,0,0,1,"(0, 1, 4, 3, 2)",226.007169,10,5,0,10
64,1,8,108,1,1,0,"(1, 0, 4, 3, 2)",379.105953,10,5,0,10
4,2,8,84,0,0,1,"(0, 1, 3, 2, 4)",208.6247525,10,5,0,10
8,2,2,50,2,0,0,"(0, 4, 1, 3, 2)",141.1821295,10,5,0,10
4,2,64,128,0,0,0,"(1, 0, 3, 2, 4)",316.925177,10,5,0,10
32,16,32,56,0,1,1,"(1, 4, 0, 3, 2)",219.7624305,10,5,0,10
16,2,32,120,0,1,1,"(0, 1, 3, 4, 2)",170.0899555,10,5,0,10
2,1,64,50,2,1,1,"(0, 1, 2, 3, 4)",122.834382,10,5,0,10
2,8,8,56,2,0,1,"(1, 0, 2, 3, 4)",194.451425,10,5,0,10
4,16,64,86,1,1,0,"(0, 1, 4, 3, 2)",157.2522175,10,5,0,10
8,4,2,86,0,0,0,"(0, 4, 1, 3, 2)",254.235552,10,5,0,10
4,8,4,8,1,1,1,"(1, 0, 3, 4, 2)",219.117191,10,5,0,10
2,1,64,116,2,0,1,"(0, 1, 3, 2, 4)",144.9605235,10,5,0,10
2,16,8,20,0,0,1,"(1, 0, 4, 3, 2)",369.0480455,10,5,0,10
8,2,8,114,0,0,1,"(1, 0, 3, 4, 2)",360.469087,10,5,0,10
8,16,16,60,0,1,0,"(1, 0, 3, 4, 2)",355.20184800000004,10,5,0,10
2,8,1,54,2,0,0,"(1, 0, 4, 3, 2)",215.1543275,10,5,0,10
64,1,2,48,2,0,1,"(0, 1, 3, 4, 2)",136.5013455,10,5,0,10
16,2,32,70,2,1,0,"(1, 0, 3, 2, 4)",330.6595965,10,5,0,10
32,8,32,34,0,0,0,"(1, 4, 0, 3, 2)",296.9896025,10,5,0,10
16,8,16,66,0,0,0,"(4, 0, 1, 3, 2)",359.81851500000005,10,5,0,10
2,1,32,98,1,1,1,"(4, 0, 1, 3, 2)",162.979465,10,5,0,10
8,2,8,124,2,1,0,"(0, 1, 3, 2, 4)",141.407478,10,5,0,10
32,2,4,40,1,1,0,"(1, 0, 3, 2, 4)",353.602172,10,5,0,10
32,2,8,84,0,0,1,"(1, 0, 2, 3, 4)",274.3215725,10,5,0,10
2,1,8,66,0,0,1,"(1, 0, 3, 2, 4)",361.615379,10,5,0,10
2,16,16,28,0,0,0,"(0, 4, 1, 3, 2)",197.5236455,10,5,0,10
64,2,64,94,2,0,0,"(0, 1, 3, 2, 4)",127.297439,10,5,0,10
16,8,2,90,1,0,0,"(4, 0, 1, 3, 2)",378.8587295,10,5,0,10
64,8,8,52,1,0,0,"(4, 0, 1, 3, 2)",355.811734,10,5,0,10
8,8,8,62,1,1,1,"(0, 1, 4, 3, 2)",160.409051,10,5,0,10
16,16,4,68,1,1,0,"(0, 1, 3, 4, 2)",142.563638,10,5,0,10
32,2,16,16,2,0,1,"(1, 0, 3, 2, 4)",368.348859,10,5,0,10
2,4,16,44,0,0,0,"(1, 0, 4, 3, 2)",332.0115565,10,5,0,10
16,2,16,80,2,0,1,"(4, 0, 1, 3, 2)",220.9192615,10,5,0,10
32,8,16,118,1,1,0,"(0, 1, 3, 2, 4)",151.61211,10,5,0,10
64,2,8,74,0,1,1,"(1, 0, 3, 2, 4)",239.643225,10,5,0,10
16,8,4,16,1,0,1,"(1, 4, 0, 3, 2)",490.5324395,10,5,0,10
64,16,16,78,2,0,1,"(4, 1, 0, 3, 2)",589.1910545000001,10,5,0,10
16,1,8,88,1,1,1,"(1, 0, 3, 4, 2)",319.79850250000004,10,5,0,10
16,1,64,16,2,1,0,"(1, 0, 3, 4, 2)",335.036405,10,5,0,10
2,1,32,94,0,0,1,"(0, 1, 3, 4, 2)",187.6140865,10,5,0,10
4,1,32,104,2,1,1,"(4, 0, 1, 3, 2)",130.786994,10,5,0,10
32,16,2,100,2,0,0,"(0, 1, 2, 3, 4)",146.109361,10,5,0,10
64,2,2,32,2,1,1,"(1, 0, 2, 3, 4)",407.3865315000001,10,5,0,10
64,4,64,4,1,1,0,"(0, 1, 2, 3, 4)",134.6065205,10,5,0,10
2,16,64,28,2,1,1,"(0, 4, 1, 3, 2)",131.2884515,10,5,0,10
16,16,1,58,0,1,1,"(4, 0, 1, 3, 2)",484.7774965,10,5,0,10
8,16,64,68,1,1,1,"(1, 4, 0, 3, 2)",558.75716,10,5,0,10
64,16,4,28,0,0,1,"(1, 4, 0, 3, 2)",381.5676465,10,5,0,10
4,2,2,52,1,0,0,"(1, 0, 3, 4, 2)",234.023159,10,5,0,10
64,2,64,28,2,1,0,"(1, 4, 0, 3, 2)",438.0570725,10,5,0,10
8,2,64,104,0,0,0,"(4, 1, 0, 3, 2)",298.17581,10,5,0,10
8,8,64,110,1,0,0,"(0, 1, 4, 3, 2)",133.04481199999998,10,5,0,10
16,4,1,36,0,1,1,"(0, 4, 1, 3, 2)",248.0451,10,5,0,10
16,1,64,56,0,1,1,"(0, 1, 2, 3, 4)",150.37981000000002,10,5,0,10
16,1,2,84,2,0,0,"(1, 0, 3, 2, 4)",324.3308005,10,5,0,10
32,1,1,116,0,0,1,"(0, 1, 2, 3, 4)",212.5769165,10,5,0,10
64,8,64,114,2,1,1,"(4, 0, 1, 3, 2)",350.5754435,10,5,0,10
8,4,8,2,1,1,1,"(0, 4, 1, 3, 2)",356.679718,10,5,0,10
4,4,8,98,2,0,0,"(1, 0, 2, 3, 4)",266.232827,10,5,0,10
64,4,64,94,1,0,1,"(1, 4, 0, 3, 2)",437.831525,10,5,0,10
64,2,64,112,1,1,1,"(1, 0, 3, 2, 4)",385.1118905,10,5,0,10
32,8,16,74,0,0,0,"(0, 1, 2, 3, 4)",131.886505,10,5,0,10
32,4,16,104,0,1,0,"(1, 4, 0, 3, 2)",219.69922,10,5,0,10
8,2,2,128,1,1,0,"(1, 0, 4, 3, 2)",303.5467515,10,5,0,10
2,16,1,2,1,1,1,"(4, 1, 0, 3, 2)",1308.3648535000002,10,5,0,10
8,2,4,70,2,0,1,"(0, 1, 3, 4, 2)",151.0055955,10,5,0,10
32,16,16,124,1,1,0,"(0, 1, 3, 4, 2)",156.56739,10,5,0,10
32,2,32,36,0,1,1,"(1, 0, 4, 3, 2)",240.623056,10,5,0,10
64,2,32,88,1,0,0,"(0, 1, 4, 3, 2)",130.34957400000002,10,5,0,10
8,8,8,86,0,1,0,"(0, 1, 3, 4, 2)",221.048739,10,5,0,10
64,16,2,108,1,1,1,"(0, 4, 1, 3, 2)",161.7477055,10,5,0,10
