tuned_gs0,tuned_gs1,tuned_ls0,tuned_ls1,compute_time,energy,iterations,wait_after_run
256,32,4,16,20.298944,131.06965848793467,10,0
512,512,1,1,13.977504,165.30120139344106,10,0
1024,128,4,2,9.668608,124.57243553634774,10,0
1024,128,1024,1,9.59488,107.14126739684306,10,0
128,64,4,16,10.648576,109.6253670784296,10,0
16,128,8,8,21.21728,135.33703504863178,10,0
8,2,2,1,1390.830528,107.37796639409648,10,0
256,256,256,1,3.310624,93.85791215427928,10,0
1024,8,128,4,77.007776,249.0108898277703,10,0
512,1024,2,2,5.799936,113.9208550558557,10,0
1024,8,4,1,46.08,198.70248180381245,10,0
32,16,1,16,53.187584,212.82039573293665,10,0
4,1024,1,1024,81.918976,314.2592151826104,10,0
32,128,1,8,7.959392,119.65048704695484,10,0
32,512,16,32,3.74784,94.02271552194873,10,0
64,256,8,128,3.931136,96.61663563039714,10,0
1024,256,32,32,3.707904,92.6362917258848,10,0
64,64,2,64,11.281408,114.45108844200708,10,0
256,256,8,8,3.908608,99.45049555674431,10,0
16,64,2,8,26.790912,156.63871560685214,10,0
64,32,16,1,12.883968,118.94402228893452,10,0
32,128,4,4,7.368704,108.5480237495323,10,0
64,512,2,16,12.080128,133.96159107887888,10,0
256,128,2,64,6.200288,105.9559436594634,10,0
128,2,16,1,186.740736,59.25032816899376,10,0
512,64,8,4,7.169024,103.36850972683804,10,0
512,2,512,2,269.773824,62.51606311901619,10,0
256,32,32,1,13.195264,115.54981436188626,10,0
4,16,1,8,398.500864,68.64900499024561,10,0
128,1024,1,32,41.865216,251.9985992853753,10,0
512,512,16,8,2.688,92.5502084460368,10,0
32,64,16,32,22.337536,135.06154382985585,10,0
256,256,256,2,3.483648,93.45371421490934,10,0
64,32,32,1,12.540928,113.02380783437724,10,0
1024,256,128,1,3.961824,95.14696016694296,10,0
32,1,4,1,702.471168,81.09846374090124,10,0
512,256,16,32,3.511424,96.21826661744026,10,0
2,1024,2,512,67.360768,261.7694112462125,10,0
64,4,4,1,77.85472,274.40664614110307,10,0
128,128,4,32,5.864448,100.30992549158164,10,0
1024,256,2,4,16.771104,150.3895506518736,10,0
256,64,1,64,12.077056,126.46499049888388,10,0
1024,128,4,8,4.540384,98.66651716900935,10,0
128,32,1,4,16.462848,151.62970958690735,10,0
512,256,4,256,4.803584,99.05464820905,10,0
1024,64,4,8,7.499776,106.20215621189024,10,0
4,512,2,4,18.332672,148.27735144511945,10,0
256,32,1,1,55.08592,319.8596482158076,10,0
1024,128,1,2,20.42368,181.90916054553404,10,0
8,256,4,1,15.3856,140.38114462490665,10,0
128,1024,128,4,2.310976,90.24761326334172,10,0
128,128,2,128,6.397056,103.9904222649514,10,0
4,128,4,32,89.881472,294.76852587405074,10,0
256,128,4,2,9.509888,124.76751717328212,10,0
1024,128,2,16,9.131008,117.66870876157846,10,0
512,32,512,1,18.566272,126.46363130500386,10,0
2,8,1,4,1606.02112,116.65275685748388,10,0
1024,2,128,1,260.231168,62.75101110028759,10,0
32,1024,32,32,2.397376,96.76357279542631,10,0
512,64,256,4,10.563584,109.45642054959244,10,0
128,4,32,4,147.458048,399.5222047444385,10,0
256,1024,256,4,3.152896,91.93292372263991,10,0
64,16,4,8,25.99824,146.03102524367483,10,0
64,512,32,1,1.901536,90.2056670858662,10,0
32,16,1,2,47.213568,225.5401017194568,10,0
512,128,16,1,5.071872,101.58975401443398,10,0
128,32,2,1,23.64928,190.7430015236875,10,0
256,64,4,1,13.609152,144.01782247641188,10,0
512,64,2,8,9.361408,120.13702339404064,10,0
1,16,1,8,1650.983936,122.8374439394607,10,0
1024,256,1,16,33.28208,216.2384623901266,10,0
4,8,1,8,790.208512,84.92726826927189,10,0
512,8,8,8,76.84608,247.9133364510025,10,0
64,256,4,2,2.696384,98.88183022587668,10,0
32,32,16,4,39.41888,171.7743241755687,10,0
8,256,8,2,15.586304,130.16589335144943,10,0
256,64,8,32,10.947584,110.7751623802909,10,0
4,1024,1,256,17.726336,147.77043799478923,10,0
256,16,4,1,24.510624,156.06234153690923,10,0
64,64,2,2,7.340864,115.20663725578248,10,0
128,256,2,64,4.285408,103.45247864028912,10,0
64,2,64,2,268.38528,61.78190768368316,10,0
16,512,16,32,6.992896,103.70531111720275,10,0
512,512,4,128,5.624832,105.47895585090114,10,0
1,1024,1,8,41.658368,237.78285028792652,10,0
512,2,2,2,179.841024,60.135243626516704,10,0
4,1024,4,32,14.999488,131.92832198275178,10,0
256,512,1,1,13.645824,166.83849665979645,10,0
8,4,4,4,786.265088,84.81281894346118,10,0
32,128,1,16,8.18176,116.76982133925598,10,0
32,2,4,1,352.427008,66.87065025685699,10,0
512,128,8,8,6.254592,101.5461027667743,10,0
512,512,2,512,7.036928,114.23656746994276,10,0
64,256,16,1,2.54976,94.4246416746557,10,0
128,256,128,2,3.51248,93.0223804148406,10,0
256,256,4,1,8.704,128.2024349472494,10,0
128,32,4,8,13.523968,119.87481635937496,10,0
1024,1024,256,1,3.001344,94.69909590297615,10,0
512,128,512,1,5.515264,98.72777415703514,10,0
64,128,64,4,5.7056,98.94939831572108,10,0
512,1024,4,16,7.71776,112.91197464565336,10,0
256,8,32,4,75.486208,245.0700439861889,10,0
256,8,16,1,47.158272,189.329743498434,10,0
512,1024,16,16,2.424832,91.61292916675056,10,0
512,1024,128,8,2.078592,87.4889504371656,10,0
1024,1024,4,8,8.602624,114.44836567394388,10,0
512,16,8,16,39.606208,170.07973525805144,10,0
32,64,32,8,20.800512,129.94303997512668,10,0
16,16,2,1,91.160576,320.1809013843247,10,0
4,32,2,8,212.365216,60.28832782356931,10,0
64,16,16,4,38.565888,168.12054664306922,10,0
256,4,16,2,96.192512,290.759173619867,10,0
8,512,2,2,9.247744,126.3019724115424,10,0
512,128,8,128,7.36768,101.58712633372252,10,0
1024,32,8,32,21.023712,130.65139600152264,10,0
512,4,256,2,143.368192,380.2372376237472,10,0
256,1024,4,32,7.665696,111.92653261547616,10,0
4,128,1,4,54.474784,242.082861045303,10,0
16,128,16,64,25.931776,143.74581484464105,10,0
128,2,64,2,268.220416,62.31412174993165,10,0
1024,8,1,1,51.531776,257.9740951595002,10,0
128,256,32,16,3.42528,90.80317316098969,10,0
256,512,128,2,2.349056,89.46562869469415,10,0
1024,1024,4,1,5.707776,112.87951343624104,10,0
32,256,4,128,7.278592,105.40846020848277,10,0
1024,2,64,2,268.279808,63.999848687968914,10,0
1024,512,2,256,15.273984,142.1693470246607,10,0
1024,64,16,16,10.748928,108.79850277344931,10,0
1024,128,256,4,5.76,96.28200553279996,10,0
256,1024,32,16,1.813504,89.58483557841319,10,0
8,2,8,1,1455.131648,108.70121420253903,10,0
32,1024,2,128,13.218944,144.18748028101672,10,0
512,8,1,4,48.40448,214.1191646879981,10,0
8,16,2,16,211.441696,59.95556341828232,10,0
8,8,8,2,394.176512,66.62731989577325,10,0
1024,256,2,256,4.077568,98.09182579386037,10,0
64,256,2,8,11.512832,133.85193958842288,10,0
256,4,32,1,95.73376,284.3291337419242,10,0
512,256,2,4,16.826368,148.91247551591383,10,0
256,64,128,4,10.590208,107.12739657549436,10,0
16,1024,2,2,16.594944,153.62522340351038,10,0
512,2,8,2,186.34752,58.61035425982035,10,0
8,8,1,8,389.419008,66.69475994440164,10,0
256,256,2,256,4.076544,98.47223489185494,10,0
2,128,2,4,111.270848,367.2299968034959,10,0
256,128,8,32,5.869568,97.98011106021492,10,0
256,16,1,16,27.532288,158.37484210673372,10,0
8,512,8,1,9.29392,117.102151281425,10,0
128,64,64,1,9.900032,107.43026924657494,10,0
1024,256,4,1,9.990144,129.69730949508906,10,0
128,64,1,16,8.194048,117.37141937085477,10,0
8,64,4,16,105.013248,314.3480599815126,10,0
4,16,4,1,372.903936,66.82625630751093,10,0
4,512,4,128,29.32736,160.94492262778175,10,0
128,256,8,16,3.549312,94.02369158738873,10,0
128,256,16,2,2.838528,93.12149779681307,10,0
128,128,32,1,4.169728,93.11085295809548,10,0
8,1,8,1,2917.925792,164.9740109181359,10,0
128,256,1,16,33.066048,211.1608383415415,10,0
256,8,64,8,81.987584,254.180325391116,10,0
16,1024,2,16,13.460384,135.23069626822857,10,0
1024,32,4,32,20.782112,131.67108702229513,10,0
256,1024,2,1,7.59296,125.65462908693372,10,0
16,64,8,32,43.165568,180.70809923917184,10,0
2,128,2,1,107.935648,388.6818343396445,10,0
8,128,8,4,28.377088,152.88920185993476,10,0
4,32,2,4,205.657952,61.90326931417499,10,0
256,128,4,16,5.919744,100.8252354470278,10,0
256,128,128,2,6.17472,97.300200660156,10,0
2,16,2,8,839.277568,85.90838632412795,10,0
32,512,2,64,8.201216,116.53111082758728,10,0
1,64,1,64,1015.284736,92.78521084022266,10,0
512,256,4,2,10.460128,125.1615237519874,10,0
1024,4,1,1,89.253728,335.68713863572503,10,0
4,64,4,1,94.918656,325.62205237923587,10,0
256,1,8,1,310.590464,63.4008369008849,10,0
512,64,8,2,7.863296,105.37302905350002,10,0
128,256,32,1,2.796544,90.8499162341138,10,0
1024,32,32,2,19.614752,128.5781855774574,10,0
32,8,4,2,93.756416,292.58754442771163,10,0
4,512,1,32,20.854784,152.4487430308751,10,0
1024,8,256,2,74.19392,238.5001719133309,10,0
512,256,1,8,33.990656,215.54749351603368,10,0
4,512,4,8,18.082816,136.53910957883963,10,0
256,1024,256,1,2.245504,89.91867183282304,10,0
2,512,2,256,66.792448,256.32005588243504,10,0
256,16,32,2,36.82816,163.51149724981673,10,0
64,64,32,32,12.264448,111.0271462008358,10,0
128,32,128,8,22.00064,131.13875299467486,10,0
256,1024,16,2,3.113024,97.04652541624306,10,0
128,256,16,64,3.781632,92.26907070753374,10,0
1024,8,32,1,49.108992,188.07710636318416,10,0
64,16,8,4,25.243584,140.366455236195,10,0
1024,64,16,8,10.805088,111.3522395824979,10,0
64,2,16,1,183.752864,58.83453475258052,10,0
128,1024,8,64,2.363392,89.12743427536091,10,0
64,128,8,8,5.656576,97.94628674125006,10,0
8,64,2,8,51.976192,209.9490834541305,10,0
32,32,16,1,24.036352,142.29366754349965,10,0
512,128,1,2,20.247552,182.5140981413253,10,0
8,128,4,4,27.734016,155.92608792607822,10,0
512,16,2,4,25.527104,151.00542373113555,10,0
256,32,256,1,19.019776,125.4499760133951,10,0
256,32,2,8,13.597792,121.41001839593228,10,0
8,512,8,128,21.618688,137.00678826232868,10,0
1024,8,2,4,48.248832,200.0096770700525,10,0
512,256,16,4,3.852288,93.5363412796105,10,0
2,2,2,1,5885.403136,282.43528938369747,10,0
128,8,16,2,48.979968,187.6893611782272,10,0
8,256,1,32,18.7648,142.56830298740448,10,0
2,32,1,32,513.657856,71.80472435026772,10,0
1024,1024,128,1,2.838528,92.12805133260224,10,0
128,1024,4,2,3.941408,100.728722472811,10,0
1024,128,4,1,15.424512,143.8166596327446,10,0
1024,512,4,16,6.878208,108.5624785872932,10,0
1,512,1,1,78.001024,384.6425636373978,10,0
512,64,4,8,8.027136,105.76464211746256,10,0
8,128,1,16,30.145536,171.02219127055525,10,0
32,4,1,4,186.765312,59.66040447520999,10,0
1024,256,2,32,14.089216,138.01211457101826,10,0
1024,512,128,4,2.364416,89.23904357481238,10,0
256,128,16,4,5.9904,98.22605479150285,10,0
16,128,4,2,13.794304,126.84569623062954,10,0
256,128,32,16,6.085568,97.12468655088556,10,0
512,16,256,4,38.920192,166.82378922550933,10,0
128,128,4,4,4.739072,99.72335620234804,10,0
512,4,4,4,96.78336,289.40834442793204,10,0
512,256,128,2,3.82656,93.17304303203868,10,0
256,1024,16,8,2.386944,89.77114222046326,10,0
64,1024,1,64,30.136256,210.5929747784372,10,0
256,256,16,1,3.957792,97.67458742162005,10,0
128,32,1,1,56.435712,332.42878659163193,10,0
1,4,1,2,6004.068352,289.75847609636,10,0
1024,1024,2,16,19.510336,155.3918171065417,10,0
4,256,2,2,31.363072,184.4197172532678,10,0
32,1024,1,8,20.471776,177.1455258952324,10,0
4,1024,1,512,32.869376,197.8605159876047,10,0
2,128,2,2,108.3904,376.79618212920747,10,0
1024,32,128,4,20.105216,127.30653404251925,10,0
8,64,8,32,128.618496,360.9226225251,10,0
64,128,64,8,6.048768,95.84902018647,10,0
4,256,1,16,33.051648,183.66257805388457,10,0
8,2,1,2,1429.465248,107.93144124127116,10,0
256,1024,32,32,1.694592,85.51591784673278,10,0
16,512,2,2,21.622784,170.83265340345312,10,0
1024,512,1,32,39.911424,232.80129072463976,10,0
16,32,16,32,86.573056,267.2172724713802,10,0
1024,256,4,4,6.709248,109.43208634056968,10,0
128,1024,64,16,1.589056,85.34869337446081,10,0
32,32,2,32,40.892416,178.78762554705304,10,0
512,128,1,128,7.626752,113.727331447256,10,0
2,512,1,128,58.778624,246.0482127772068,10,0
128,512,2,1,8.754176,131.20918516910493,10,0
128,128,2,4,14.42816,147.39094042246694,10,0
16,8,4,2,188.060672,59.62309826094468,10,0
16,32,16,16,83.027968,260.51107254059656,10,0
32,8,8,4,99.605536,294.1552891408916,10,0
1,1024,1,512,131.5072,427.6290235696644,10,0
64,256,1,64,21.599232,174.56870259914206,10,0
128,512,4,32,2.533376,91.44442009842084,10,0
128,256,4,8,3.364864,95.49978043685566,10,0
16,1,8,1,1474.6368,109.13666991156737,10,0
512,128,8,1,7.288832,111.91252440755368,10,0
64,2,1,2,178.091872,60.137175924464536,10,0
1,256,1,1,128.614272,500.177330253219,10,0
1024,1024,2,32,19.243936,157.91670129366537,10,0
8,512,4,4,9.177088,113.24331014440864,10,0
32,1024,2,2,8.305568,124.31904762137574,10,0
1024,512,8,16,2.333568,90.21871220103284,10,0
16,4,1,4,377.889792,66.91019098136827,10,0
512,16,1,1,41.84064,273.0158482230766,10,0
8,8,2,2,363.662336,66.1310729927467,10,0
256,512,2,64,13.925376,139.24285253413842,10,0
2,512,1,8,36.95104,207.4631917388125,10,0
32,64,32,1,12.6824,112.91580421382533,10,0
8,1024,2,16,5.82144,109.03042002728648,10,0
8,1024,1,32,7.005184,115.66126492004108,10,0
16,16,16,4,155.12576,411.5085884810326,10,0
16,256,2,128,12.74368,120.43480163012832,10,0
128,2,16,2,196.844544,60.851387939420405,10,0
256,32,16,8,20.177984,129.34910815086607,10,0
32,16,4,8,51.219456,196.505807328431,10,0
128,64,32,4,9.926656,106.65256636723969,10,0
64,64,16,8,10.3168,106.17303174502229,10,0
64,256,1,256,21.69856,173.73441097662098,10,0
16,64,8,16,41.531392,177.85620580482086,10,0
16,32,16,8,79.842272,253.5111834682629,10,0
32,128,2,1,26.294272,198.84934711589892,10,0
256,64,16,8,10.780672,107.0417987041032,10,0
512,8,2,1,47.275968,215.1066754599593,10,0
1024,512,256,1,2.908,93.73800879198252,10,0
1,64,1,4,417.386432,69.67065121615416,10,0
16,8,4,8,201.05728,60.24572784234466,10,0
64,16,1,2,24.587232,169.95131093069284,10,0
256,64,1,8,19.211264,160.8944715492379,10,0
128,32,64,2,19.23376,125.46209161997834,10,0
1024,64,256,2,11.15648,111.88964112404555,10,0
2,1024,2,2,22.739968,177.22965725648868,10,0
128,1024,32,8,1.845248,89.65516221585165,10,0
2,1024,2,2,22.747136,176.83068180944736,10,0
128,64,8,32,10.882048,110.0555195097853,10,0
512,32,2,2,15.920128,143.34643270975997,10,0
128,8,2,4,48.544864,198.81175986465493,10,0
128,16,64,8,41.530368,171.71265681432502,10,0
32,256,2,2,19.62288,165.2186033321904,10,0
1024,1024,8,1,4.595712,102.11560091611156,10,0
512,64,16,2,7.391232,101.82990835335896,10,0
128,128,2,2,22.248352,171.0745982716037,10,0
512,32,64,2,19.852416,127.30390748339416,10,0
256,256,4,32,3.504128,94.74349626624584,10,0
128,1024,4,1,5.129216,109.81415543957512,10,0
32,4,16,4,304.688128,64.57725665372614,10,0
4,64,1,8,104.493056,337.8992189659759,10,0
64,8,2,1,46.611456,216.28516800765047,10,0
64,64,4,2,7.087104,106.15943746935012,10,0
128,512,32,16,2.236224,87.90027211015554,10,0
256,256,1,64,27.368448,191.46225396545705,10,0
64,256,16,32,3.439616,92.37345425428,10,0
16,512,4,16,6.585344,104.20559379113372,10,0
16,512,16,8,6.409216,100.63541398868875,10,0
64,512,1,32,24.474624,189.34004172592228,10,0
32,128,32,16,11.435008,111.726688626276,10,0
1024,64,2,1,28.456,201.4053136918025,10,0
64,512,2,32,11.321504,128.9024332170047,10,0
32,64,32,32,23.745536,135.90943394632615,10,0
8,32,4,16,206.437216,58.60223686594203,10,0
4,16,2,16,444.456864,68.45865832255477,10,0
16,512,8,4,4.781024,99.07876255909486,10,0
128,256,4,32,3.428352,93.23003371229888,10,0
8,512,1,128,18.904064,143.69768532421068,10,0
128,2,32,1,187.869024,57.98778842095551,10,0
16,256,1,16,9.018368,120.07256447861351,10,0
1024,16,2,4,25.496416,150.17364405442154,10,0
16,256,2,256,17.370112,136.44535838326186,10,0
512,16,2,2,25.575424,157.4200333692488,10,0
4,1024,2,64,15.448064,133.4905902191568,10,0
32,16,16,1,46.86336,191.1905714050628,10,0
1024,1024,32,16,1.839104,86.12757619367217,10,0
4,2,4,2,3076.057088,172.56034749805033,10,0
1024,1024,1,1024,29.609984,224.4550692015628,10,0
32,256,8,32,6.056992,99.7203119511138,10,0
64,32,2,16,14.178304,122.44712864015264,10,0
64,1024,16,2,2.264064,91.21928311612368,10,0
2,512,1,2,37.093376,228.85021591188715,10,0
512,256,8,16,4.057088,100.82589049278845,10,0
128,1024,32,16,1.785984,86.68240969982442,10,0
1024,512,2,512,6.923264,112.31214687332206,10,0
128,256,1,1,16.23552,174.52314149357656,10,0
256,4,2,1,81.774592,292.6860805235969,10,0
32,16,16,2,50.65728,195.5679327683073,10,0
8,32,4,2,99.539968,313.4564517551578,10,0
32,256,2,16,4.73088,99.57496686352404,10,0
64,8,8,1,46.221312,192.04246669643933,10,0
256,128,4,128,6.520832,99.83310926584618,10,0
1,64,1,2,404.974592,70.52121528134523,10,0
8,512,4,64,19.896384,135.5716584348468,10,0
64,8,4,4,48.818144,191.9313320019704,10,0
1024,512,1,16,40.315072,234.42604957309817,10,0
128,512,1,64,36.929536,228.2361768985034,10,0
256,512,64,1,2.502784,92.9774072610916,10,0
8,4,8,1,726.633536,79.34151899066924,10,0
512,256,4,1,8.935424,123.50040822578016,10,0
1024,16,16,8,39.71696,172.29505297220322,10,0
4,8,4,2,793.427968,82.65389401584684,10,0
8,1024,1,16,28.468224,193.4925957879016,10,0
128,64,16,16,10.656768,108.22347415973276,10,0
256,512,8,128,2.358272,87.58440796692459,10,0
128,8,1,2,47.970304,221.81077209743364,10,0
256,128,4,1,15.5576,144.98967615711095,10,0
256,16,256,4,38.97344,166.62401589453356,10,0
128,64,8,64,11.620352,111.49759850863964,10,0
1024,512,1,1,14.32064,167.26426703469306,10,0
64,512,1,8,20.018112,177.06331862728382,10,0
128,128,16,4,5.869568,97.06963800245698,10,0
64,32,32,8,20.662272,128.89685575050206,10,0
128,256,16,4,3.584,93.96169277905874,10,0
512,512,1,32,40.141824,233.35051915821552,10,0
512,512,1,128,37.252096,227.59529202828065,10,0
256,128,4,1,15.581184,147.3819085465799,10,0
512,128,4,1,15.483904,146.44280598543529,10,0
4,128,1,1,52.62544,271.515396329236,10,0
32,8,8,8,152.822848,403.2901985155455,10,0
1024,16,32,1,25.049248,139.7766745365018,10,0
256,128,4,1,15.5392,143.60905313175414,10,0
128,512,2,256,13.017088,134.75715514000265,10,0
128,2,32,2,259.137568,61.77082183000344,10,0
4,32,1,32,250.016768,61.36523978621871,10,0
64,512,4,8,3.239936,94.83049589517232,10,0
512,64,2,1,28.265472,200.2415249872016,10,0
16,32,1,16,54.846464,217.56624711420943,10,0
512,32,256,1,18.963456,125.99174157407288,10,0
2,32,2,16,455.257088,68.9120908739779,10,0
1024,32,1,8,15.954944,137.70821799899642,10,0
8,2,4,2,1513.107456,115.14275447452836,10,0
128,512,8,16,2.327552,90.21126873497496,10,0
4,32,1,4,196.112384,59.426814025021976,10,0
2,8,1,1,1456.96656,112.37499159685694,10,0
64,4,64,4,153.401344,397.0684645082218,10,0
512,1024,2,16,20.069408,155.0798257558395,10,0
16,1024,8,2,3.246208,95.62372751362189,10,0
2,32,2,1,370.28352,67.20409635654008,10,0
256,4,4,2,92.902304,285.72562662849776,10,0
32,16,4,16,78.1096,251.1520193301576,10,0
32,64,4,4,13.232128,119.20481404614856,10,0
16,64,4,16,40.325152,174.14256225656976,10,0
256,32,2,1,24.35072,188.26622062668312,10,0
512,128,32,32,6.592512,98.20642518588578,10,0
4,64,4,32,172.710912,58.24104525726792,10,0
64,256,4,4,2.548736,94.01975570334086,10,0
8,64,4,64,129.148928,359.3497009616839,10,0
4,1024,2,1,30.967808,213.6053229646984,10,0
256,32,32,2,19.020896,124.467177777017,10,0
256,128,64,16,6.580224,98.33567160924711,10,0
64,32,2,32,20.79216,136.35202614229573,10,0
64,512,8,8,2.167808,87.83938274234642,10,0
1,4,1,4,6209.807168,293.49754045367024,10,0
1024,1024,4,64,7.717888,113.06552260331684,10,0
64,32,32,2,18.910208,125.50589599430316,10,0
256,4,32,2,139.725824,367.85142542308046,10,0
512,16,4,1,24.623104,150.41072234259116,10,0
64,8,64,1,74.833024,238.82248619367485,10,0
8,8,4,8,411.57744,66.82856200240333,10,0
128,256,64,8,3.43552,89.70290552500954,10,0
4,64,2,16,116.455264,343.7637192076106,10,0
1024,1024,64,4,1.810432,86.16990450090607,10,0
512,256,8,32,4.036512,96.945947397298,10,0
8,1024,2,2,24.210432,177.86192414544834,10,0
16,256,4,1,8.419328,115.77815234861652,10,0
128,256,64,4,3.483776,90.5314695343951,10,0
32,2,4,2,368.211968,66.49258793363875,10,0
4,128,4,4,56.223744,221.79489832416672,10,0
1024,8,16,2,50.48832,190.66921546574085,10,0
128,2,8,2,186.120096,57.8783759184009,10,0
64,32,8,8,19.680416,127.58324535758284,10,0
1024,1024,512,1,3.070976,90.53376727760995,10,0
16,1,2,1,1403.728864,104.9742031051123,10,0
128,64,16,64,12.613632,109.92613918430187,10,0
64,1024,4,1,3.977216,101.93589356578316,10,0
256,1,4,1,274.015232,61.78426257049881,10,0
1024,256,8,4,3.49696,92.66401635602662,10,0
512,64,16,1,7.708672,105.43844670055282,10,0
1024,64,2,8,9.696256,117.20145642476552,10,0
128,1024,4,64,7.36768,109.58787475031568,10,0
4,128,4,2,54.651744,228.2192576014945,10,0
1,256,1,32,151.88784,464.4906292146719,10,0
64,1024,8,8,1.692672,86.99043418345076,10,0
1,64,1,8,433.366016,68.96448035497964,10,0
128,64,32,2,9.83648,104.09837850649568,10,0
64,256,32,2,3.237056,89.5316010721294,10,0
4,512,4,16,25.516032,150.44560745982443,10,0
16,16,1,16,107.1872,319.8450996154769,10,0
128,64,128,2,10.299392,106.07139512997708,10,0
1024,32,2,32,20.7872,134.33771930388636,10,0
16,4,16,1,373.861472,67.61845851282979,10,0
512,256,64,2,3.623936,89.37089063320859,10,0
8,4,4,1,716.86144,79.5300218737042,10,0
64,128,64,2,5.312512,95.1566550258345,10,0
1024,8,8,8,76.8512,242.2994264261063,10,0
512,128,2,32,6.408192,102.93445915322786,10,0
16,1024,2,8,14.78656,138.1551795286383,10,0
512,2,16,1,180.563968,56.91287533400646,10,0
512,64,128,2,11.3152,108.32256245631956,10,0
512,256,2,8,15.142912,140.23747838755023,10,0
4,1024,2,16,11.15136,122.96948432156138,10,0
256,256,4,128,3.5944,92.3534286297949,10,0
1024,64,16,32,11.234368,106.1387620986954,10,0
1024,64,1,32,12.350464,128.9926301141575,10,0
128,512,4,64,2.269184,89.88503370634893,10,0
1024,4,32,2,139.69216,369.114018057447,10,0
4,128,2,4,55.616416,229.9915417147732,10,0
512,128,128,2,6.45728,97.04133125447864,10,0
32,1024,4,32,6.29248,106.6156632909432,10,0
512,128,2,2,22.050816,169.27042858291438,10,0
16,16,16,16,163.549184,57.74395518843832,10,0
32,256,8,64,6.392832,97.0662158870024,10,0
256,256,1,1,16.228352,173.90554115704623,10,0
64,128,4,32,5.890048,98.7214224938966,10,0
256,32,128,1,18.963456,123.39237587469496,10,0
1024,512,1,512,22.441984,181.07675178210505,10,0
256,128,64,8,6.079456,95.771528491637,10,0
1024,128,16,8,6.260576,97.97508073050275,10,0
1024,512,16,4,2.842624,92.7211107266366,10,0
8,128,4,1,25.790464,160.77319935275952,10,0
1024,32,1,32,16.3664,131.8796262648725,10,0
512,2,1,2,178.395136,59.22708350773837,10,0
1024,256,64,4,3.830784,92.06741218513358,10,0
1024,32,64,2,21.316608,133.86936713664397,10,0
2,64,1,8,217.281536,59.32078643268427,10,0
32,64,32,2,18.994176,126.27759880936448,10,0
