chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
8,4,8,4,2,1,1,"(2, 1, 4, 3, 0)",530.3300925,10,5,0,10
128,16,8,10,2,0,1,"(3, 2, 1, 0, 4)",1437.5044125,10,5,0,10
64,32,2,13,1,1,1,"(3, 4, 2, 1, 0)",907.7361405,10,5,0,10
1024,64,16,15,2,1,1,"(0, 1, 2, 3, 4)",1449.861763,10,5,0,10
1024,128,256,8,1,0,1,"(0, 1, 3, 2, 4)",1435.696814,10,5,0,10
512,1,16,4,0,1,0,"(3, 0, 1, 4, 2)",1434.327198,10,5,0,10
256,1,2,8,2,1,1,"(1, 0, 4, 3, 2)",1434.114426,10,5,0,10
1024,2,32,10,2,1,0,"(0, 1, 2, 4, 3)",1440.8812925000002,10,5,0,10
32,8,32,4,0,0,0,"(4, 2, 1, 3, 0)",1449.960972,10,5,0,10
256,8,128,17,2,0,1,"(4, 0, 1, 2, 3)",1433.634582,10,5,0,10
512,16,2,10,1,1,1,"(2, 4, 3, 0, 1)",1451.4276875,10,5,0,10
512,8,32,20,1,1,1,"(2, 3, 0, 1, 4)",1436.140126,10,5,0,10
1024,4,256,14,1,1,1,"(2, 1, 0, 4, 3)",1448.856893,10,5,0,10
8,4,256,7,2,0,1,"(0, 2, 1, 3, 4)",1438.352974,10,5,0,10
8,4,256,3,2,1,0,"(1, 3, 4, 0, 2)",1448.181416,10,5,0,10
2,1,8,13,1,0,0,"(3, 0, 4, 1, 2)",166.44855,10,5,0,10
1024,256,8,16,2,0,0,"(1, 2, 0, 4, 3)",1436.642657,10,5,0,10
64,4,2,6,2,1,0,"(4, 3, 1, 2, 0)",906.65508,10,5,0,10
64,8,16,14,0,1,1,"(1, 2, 4, 0, 3)",1474.3267585,10,5,0,10
512,32,256,8,1,0,0,"(4, 1, 3, 2, 0)",1477.3863845,10,5,0,10
4,1,256,14,1,0,1,"(3, 1, 4, 2, 0)",1435.9391569999998,10,5,0,10
16,8,4,18,1,1,1,"(1, 0, 3, 4, 2)",528.733487,10,5,0,10
1024,512,4,15,2,1,0,"(0, 1, 3, 4, 2)",1459.93642,10,5,0,10
16,2,1,16,0,1,0,"(2, 1, 0, 4, 3)",171.29301299999997,10,5,0,10
8,1,64,3,0,1,1,"(4, 1, 2, 0, 3)",1436.152125,10,5,0,10
256,128,2,8,2,1,1,"(1, 2, 0, 3, 4)",1433.0645865,10,5,0,10
1024,16,1,2,0,0,0,"(4, 3, 2, 1, 0)",1441.3874925,10,5,0,10
512,128,128,6,1,1,1,"(1, 0, 4, 2, 3)",1447.096009,10,5,0,10
256,16,64,13,2,1,0,"(4, 3, 1, 2, 0)",1442.6540845,10,5,0,10
512,16,8,5,0,0,0,"(0, 2, 3, 4, 1)",1460.3296635000002,10,5,0,10
1024,512,16,11,0,0,1,"(2, 3, 0, 4, 1)",1435.9750825,10,5,0,10
256,1,64,12,1,0,0,"(0, 3, 4, 1, 2)",1436.4850425,10,5,0,10
64,16,64,11,2,1,0,"(0, 3, 1, 4, 2)",1433.843301,10,5,0,10
4,1,1,19,0,1,1,"(4, 0, 3, 2, 1)",106.091835,10,5,0,10
256,1,8,15,0,1,0,"(0, 3, 2, 1, 4)",1433.4367045,10,5,0,10
512,256,16,16,0,1,1,"(3, 1, 0, 2, 4)",1456.3507025,10,5,0,10
8,4,4,11,1,0,0,"(4, 0, 1, 2, 3)",290.163975,10,5,0,10
256,64,128,13,1,1,0,"(2, 1, 3, 0, 4)",1455.1995270000002,10,5,0,10
64,8,1,10,2,1,0,"(4, 1, 0, 2, 3)",538.2438285,10,5,0,10
32,16,2,16,0,1,0,"(0, 4, 1, 2, 3)",528.0415425,10,5,0,10
2,1,128,14,1,0,1,"(4, 0, 1, 3, 2)",1433.434472,10,5,0,10
128,8,32,19,0,0,1,"(4, 2, 1, 3, 0)",1434.4492249999998,10,5,0,10
512,128,1,14,1,0,1,"(2, 0, 3, 1, 4)",1434.975017,10,5,0,10
128,8,64,8,2,0,1,"(1, 2, 3, 0, 4)",1435.1015195,10,5,0,10
64,4,1,11,1,1,0,"(2, 4, 1, 0, 3)",533.619731,10,5,0,10
8,4,1,10,1,0,0,"(4, 2, 1, 0, 3)",187.7656645,10,5,0,10
32,8,32,3,0,1,1,"(0, 2, 1, 4, 3)",1435.170105,10,5,0,10
512,128,1,5,1,0,1,"(0, 1, 2, 4, 3)",1439.063956,10,5,0,10
256,1,128,4,2,1,0,"(1, 0, 2, 3, 4)",1435.4182185,10,5,0,10
32,1,128,13,2,0,1,"(4, 3, 2, 1, 0)",1440.326047,10,5,0,10
64,4,128,19,0,0,0,"(3, 2, 4, 1, 0)",1447.865577,10,5,0,10
256,1,64,20,0,0,0,"(2, 4, 0, 1, 3)",1489.915447,10,5,0,10
4,2,16,3,1,1,1,"(1, 3, 4, 0, 2)",529.0646214999999,10,5,0,10
512,256,256,2,0,0,1,"(1, 2, 0, 4, 3)",1434.1118745,10,5,0,10
8,4,16,5,0,1,1,"(4, 2, 1, 3, 0)",907.6819265,10,5,0,10
16,4,64,10,0,1,0,"(4, 2, 1, 0, 3)",1446.7392665,10,5,0,10
64,32,256,18,0,0,1,"(0, 3, 2, 1, 4)",1434.5404875,10,5,0,10
256,32,32,6,2,0,1,"(2, 0, 1, 3, 4)",1434.0646035,10,5,0,10
1024,256,8,15,0,0,1,"(0, 1, 2, 4, 3)",1471.1521155,10,5,0,10
256,2,8,2,1,0,0,"(1, 4, 0, 3, 2)",1454.807093,10,5,0,10
128,4,64,17,1,1,1,"(3, 0, 4, 1, 2)",1446.1329835,10,5,0,10
128,4,1,10,0,1,1,"(2, 4, 1, 3, 0)",915.051673,10,5,0,10
32,16,4,12,2,0,0,"(1, 3, 4, 0, 2)",908.4503845,10,5,0,10
2,1,128,2,1,0,1,"(3, 4, 1, 2, 0)",1477.516671,10,5,0,10
512,4,64,7,2,0,1,"(4, 1, 2, 0, 3)",1443.117812,10,5,0,10
512,64,1,17,1,0,1,"(4, 0, 1, 2, 3)",1436.2161434999998,10,5,0,10
1024,64,64,2,0,0,0,"(4, 3, 2, 0, 1)",1435.7985445,10,5,0,10
64,16,4,16,1,1,1,"(1, 4, 0, 2, 3)",1439.4660574999998,10,5,0,10
32,16,256,8,0,1,1,"(0, 4, 1, 3, 2)",1435.7330205,10,5,0,10
256,16,2,4,1,1,0,"(0, 1, 2, 3, 4)",1472.7281585,10,5,0,10
256,16,256,9,0,1,0,"(0, 4, 2, 1, 3)",1436.1126815,10,5,0,10
8,1,256,4,0,0,0,"(2, 3, 0, 1, 4)",1434.7940170000002,10,5,0,10
1024,32,2,10,0,0,0,"(0, 1, 3, 2, 4)",1434.0477935,10,5,0,10
1024,2,1,3,1,1,1,"(1, 3, 4, 0, 2)",1448.3057015,10,5,0,10
8,4,1,9,2,0,0,"(3, 4, 1, 2, 0)",191.847224,10,5,0,10
128,16,128,3,2,0,1,"(1, 3, 4, 0, 2)",1476.6861075000002,10,5,0,10
1024,16,4,15,2,1,1,"(4, 1, 3, 2, 0)",1434.5839095,10,5,0,10
128,8,2,12,0,0,1,"(4, 0, 1, 3, 2)",1435.0476615,10,5,0,10
32,8,32,11,1,1,1,"(4, 0, 1, 2, 3)",1434.596035,10,5,0,10
8,1,2,10,1,1,0,"(1, 4, 0, 2, 3)",267.483207,10,5,0,10
64,4,16,14,2,1,0,"(1, 0, 4, 2, 3)",1438.3504035,10,5,0,10
8,1,8,10,2,1,0,"(4, 0, 2, 1, 3)",528.1753265,10,5,0,10
1024,2,256,18,1,0,1,"(4, 3, 1, 2, 0)",1449.553249,10,5,0,10
8,1,256,4,2,1,0,"(4, 1, 3, 0, 2)",1434.703041,10,5,0,10
64,2,128,14,0,0,0,"(4, 2, 1, 3, 0)",1433.3319835,10,5,0,10
512,16,32,14,1,0,1,"(1, 3, 2, 0, 4)",1432.8869920000002,10,5,0,10
1024,512,128,2,0,1,1,"(4, 2, 3, 1, 0)",1472.773742,10,5,0,10
8,4,256,4,1,1,1,"(1, 4, 3, 0, 2)",1437.009834,10,5,0,10
64,1,128,16,0,0,0,"(4, 1, 0, 2, 3)",1433.4449675,10,5,0,10
512,1,128,3,2,0,0,"(3, 4, 1, 2, 0)",1472.1719215,10,5,0,10
32,2,1,2,0,0,0,"(3, 1, 2, 4, 0)",726.7590885,10,5,0,10
512,128,4,18,0,1,0,"(1, 3, 4, 2, 0)",1435.07756,10,5,0,10
128,1,1,2,1,1,1,"(1, 2, 4, 0, 3)",931.6183645,10,5,0,10
1024,128,32,15,2,0,1,"(2, 1, 4, 3, 0)",1434.6947925,10,5,0,10
128,16,8,4,0,0,0,"(2, 3, 4, 1, 0)",1434.1450485,10,5,0,10
32,2,4,15,2,1,0,"(1, 4, 0, 2, 3)",915.6188,10,5,0,10
1024,64,2,16,0,1,1,"(3, 4, 1, 2, 0)",1449.3768925,10,5,0,10
8,1,1,20,0,0,1,"(0, 2, 1, 4, 3)",131.390239,10,5,0,10
1024,16,128,13,0,0,1,"(3, 2, 1, 0, 4)",1434.4947915,10,5,0,10
16,1,4,7,0,0,1,"(4, 3, 1, 2, 0)",529.437843,10,5,0,10
32,4,2,4,1,1,0,"(4, 1, 3, 0, 2)",543.816714,10,5,0,10
16,2,4,8,0,0,0,"(2, 1, 4, 3, 0)",529.1817395,10,5,0,10
4,1,2,4,0,0,0,"(0, 2, 1, 3, 4)",381.5046985,10,5,0,10
512,128,16,19,0,1,1,"(1, 4, 3, 2, 0)",1434.648662,10,5,0,10
64,1,64,16,2,1,1,"(0, 3, 4, 2, 1)",1434.0727245,10,5,0,10
8,4,2,12,2,0,0,"(2, 0, 1, 3, 4)",168.19352049999998,10,5,0,10
1024,2,8,3,2,1,1,"(1, 3, 4, 2, 0)",1435.5075875,10,5,0,10
512,8,128,8,2,0,0,"(1, 2, 4, 0, 3)",1435.249711,10,5,0,10
512,1,16,12,2,1,0,"(0, 2, 4, 1, 3)",1437.2633015,10,5,0,10
256,2,1,10,1,1,1,"(2, 1, 0, 3, 4)",1448.941833,10,5,0,10
512,128,32,9,0,1,1,"(0, 2, 4, 3, 1)",1434.0121975,10,5,0,10
512,64,4,10,1,1,1,"(2, 4, 1, 0, 3)",1445.8373620000002,10,5,0,10
512,256,2,11,0,1,0,"(1, 2, 4, 3, 0)",1434.353952,10,5,0,10
32,4,8,12,0,0,0,"(1, 4, 2, 0, 3)",1449.7804195,10,5,0,10
1024,16,1,15,0,0,1,"(0, 4, 3, 2, 1)",1475.998748,10,5,0,10
256,32,256,10,1,0,1,"(2, 3, 4, 1, 0)",1434.2827539999998,10,5,0,10
1024,1,256,15,2,0,1,"(3, 4, 0, 1, 2)",1434.8765665,10,5,0,10
512,8,128,5,2,1,1,"(1, 2, 0, 3, 4)",1434.269283,10,5,0,10
1024,16,8,12,0,1,0,"(2, 4, 3, 0, 1)",1475.9240065,10,5,0,10
512,128,64,14,0,0,0,"(4, 3, 2, 0, 1)",1478.8024295,10,5,0,10
32,16,2,7,0,0,0,"(1, 0, 2, 3, 4)",528.8110624999999,10,5,0,10
8,4,4,13,2,1,1,"(2, 4, 0, 1, 3)",290.6939885,10,5,0,10
1024,2,8,19,1,1,0,"(4, 3, 0, 1, 2)",1434.1716445,10,5,0,10
1024,2,64,6,0,1,1,"(2, 4, 3, 0, 1)",1435.028367,10,5,0,10
4,2,8,15,0,0,1,"(2, 1, 0, 4, 3)",289.793236,10,5,0,10
1024,4,128,18,2,0,1,"(2, 0, 1, 3, 4)",1475.988305,10,5,0,10
32,4,2,13,0,0,1,"(4, 1, 0, 2, 3)",529.1651175,10,5,0,10
256,128,16,19,0,0,1,"(0, 1, 3, 2, 4)",1434.6288685,10,5,0,10
128,2,16,4,2,0,1,"(2, 1, 4, 3, 0)",1435.954896,10,5,0,10
1024,128,2,15,0,1,0,"(2, 1, 0, 3, 4)",1435.9716804999998,10,5,0,10
256,64,1,5,1,1,1,"(3, 1, 0, 4, 2)",1455.390626,10,5,0,10
16,4,2,6,2,1,1,"(4, 3, 0, 2, 1)",289.1561095,10,5,0,10
256,1,4,10,0,1,1,"(3, 0, 4, 1, 2)",1435.2152035,10,5,0,10
16,2,128,15,0,1,0,"(4, 0, 1, 2, 3)",1447.9394545,10,5,0,10
64,2,64,10,1,0,1,"(0, 3, 4, 2, 1)",1448.282277,10,5,0,10
512,4,16,3,2,1,1,"(3, 0, 2, 4, 1)",1438.495914,10,5,0,10
8,4,256,5,0,0,0,"(2, 3, 1, 4, 0)",1436.0097155,10,5,0,10
256,8,64,5,2,1,0,"(1, 0, 4, 2, 3)",1433.9342339999998,10,5,0,10
128,2,1,19,0,0,0,"(1, 0, 3, 2, 4)",906.5994105,10,5,0,10
256,1,8,18,1,0,0,"(0, 1, 3, 2, 4)",1433.681008,10,5,0,10
8,1,8,3,1,0,0,"(4, 3, 2, 1, 0)",529.4104655,10,5,0,10
512,64,128,20,1,1,0,"(0, 2, 3, 1, 4)",1433.3196395,10,5,0,10
8,4,4,15,0,0,1,"(3, 2, 4, 1, 0)",288.770178,10,5,0,10
256,16,2,16,2,0,0,"(1, 0, 2, 4, 3)",1482.4593934999998,10,5,0,10
512,64,16,2,0,0,1,"(3, 0, 1, 2, 4)",1435.2445235,10,5,0,10
128,4,2,12,2,0,1,"(3, 2, 4, 0, 1)",1435.7408855,10,5,0,10
256,128,1,4,0,0,1,"(0, 1, 3, 2, 4)",1449.0176255,10,5,0,10
256,4,4,6,1,1,1,"(4, 2, 1, 0, 3)",1450.652529,10,5,0,10
256,4,8,10,0,0,0,"(4, 2, 3, 0, 1)",1435.3513185000002,10,5,0,10
512,128,8,14,1,0,0,"(3, 4, 0, 2, 1)",1434.73747,10,5,0,10
256,4,32,18,1,1,1,"(2, 1, 0, 3, 4)",1434.1659734999998,10,5,0,10
128,16,256,17,2,1,1,"(2, 0, 3, 4, 1)",1476.3221425,10,5,0,10
32,4,1,8,1,1,1,"(4, 3, 2, 0, 1)",289.0062795,10,5,0,10
1024,4,16,18,2,1,0,"(1, 0, 2, 4, 3)",1477.169302,10,5,0,10
1024,512,256,11,0,0,0,"(1, 4, 2, 0, 3)",1475.9659895,10,5,0,10
4,1,64,15,0,0,0,"(4, 3, 1, 2, 0)",1478.1502850000002,10,5,0,10
128,32,1,13,2,0,1,"(3, 4, 2, 0, 1)",933.2756065,10,5,0,10
512,2,2,4,2,0,1,"(2, 0, 3, 4, 1)",1469.5152725,10,5,0,10
128,16,128,12,0,1,0,"(1, 3, 0, 2, 4)",1448.532552,10,5,0,10
128,64,1,16,2,1,1,"(2, 0, 4, 3, 1)",910.832678,10,5,0,10
8,4,1,16,0,0,1,"(1, 0, 2, 4, 3)",137.849496,10,5,0,10
256,8,64,7,1,1,0,"(3, 0, 2, 4, 1)",1433.8793025,10,5,0,10
512,1,256,15,0,1,0,"(3, 0, 2, 1, 4)",1434.584014,10,5,0,10
16,2,4,7,2,1,0,"(1, 4, 0, 3, 2)",534.414777,10,5,0,10
1024,2,256,2,0,1,0,"(2, 1, 3, 4, 0)",1439.7413835,10,5,0,10
128,1,4,8,1,1,1,"(2, 1, 3, 4, 0)",1435.329035,10,5,0,10
512,32,128,13,1,0,0,"(3, 4, 0, 2, 1)",1435.480249,10,5,0,10
1024,32,64,18,0,0,0,"(0, 1, 4, 3, 2)",1448.497555,10,5,0,10
1024,64,2,4,2,0,1,"(1, 3, 2, 0, 4)",1441.723751,10,5,0,10
16,4,128,7,2,1,1,"(2, 0, 4, 3, 1)",1435.2762505,10,5,0,10
1024,32,64,10,0,0,1,"(0, 4, 3, 2, 1)",1436.0743505,10,5,0,10
32,2,16,9,2,1,0,"(2, 3, 0, 1, 4)",1437.449206,10,5,0,10
256,8,32,20,0,1,1,"(0, 4, 3, 2, 1)",1434.370437,10,5,0,10
64,8,16,14,0,1,1,"(1, 4, 0, 2, 3)",1436.064807,10,5,0,10
512,32,128,6,0,0,0,"(4, 2, 1, 0, 3)",1435.856728,10,5,0,10
2,1,4,4,0,1,0,"(4, 1, 2, 3, 0)",381.0787115,10,5,0,10
256,64,256,2,1,1,0,"(2, 0, 3, 1, 4)",1435.3446275,10,5,0,10
512,2,16,2,2,1,1,"(1, 4, 2, 3, 0)",1435.0459525,10,5,0,10
128,8,32,5,0,0,1,"(1, 2, 4, 0, 3)",1434.16142,10,5,0,10
64,4,16,18,2,0,0,"(4, 3, 0, 2, 1)",1445.8572485,10,5,0,10
32,1,256,5,2,1,1,"(1, 2, 4, 0, 3)",1437.6499945,10,5,0,10
128,1,128,3,2,0,1,"(4, 2, 0, 3, 1)",1480.1804165,10,5,0,10
2,1,64,12,0,0,0,"(4, 1, 3, 2, 0)",930.510206,10,5,0,10
512,64,32,6,1,0,1,"(1, 0, 4, 3, 2)",1475.2169,10,5,0,10
8,2,128,17,1,0,1,"(3, 1, 4, 0, 2)",1433.028374,10,5,0,10
128,32,1,4,0,0,0,"(4, 1, 3, 0, 2)",907.340424,10,5,0,10
512,128,1,3,1,0,0,"(1, 2, 0, 3, 4)",1453.8776565,10,5,0,10
32,2,8,10,0,1,1,"(3, 0, 2, 1, 4)",1441.4021195,10,5,0,10
256,1,256,8,1,1,1,"(4, 1, 2, 3, 0)",1435.805462,10,5,0,10
32,4,8,11,1,1,1,"(0, 3, 2, 1, 4)",1435.9441155,10,5,0,10
256,64,32,3,1,1,0,"(4, 3, 0, 2, 1)",1470.9446595,10,5,0,10
32,8,128,2,1,1,0,"(0, 4, 2, 3, 1)",1470.953317,10,5,0,10
1024,64,8,17,2,0,1,"(4, 3, 1, 0, 2)",1458.231325,10,5,0,10
128,8,2,3,1,0,1,"(3, 0, 4, 2, 1)",1445.3082795,10,5,0,10
128,64,4,5,1,0,1,"(3, 2, 4, 1, 0)",1434.8221545,10,5,0,10
256,16,4,9,1,1,1,"(3, 0, 4, 1, 2)",1450.6086685,10,5,0,10
64,2,64,6,0,1,0,"(0, 2, 1, 3, 4)",1472.521582,10,5,0,10
4,2,32,9,1,0,0,"(4, 3, 1, 2, 0)",915.658351,10,5,0,10
256,64,64,16,0,0,1,"(0, 2, 1, 4, 3)",1434.5452785,10,5,0,10
64,16,256,10,1,1,1,"(1, 0, 4, 3, 2)",1442.269657,10,5,0,10
1024,512,256,2,2,0,0,"(1, 3, 4, 2, 0)",1433.1531365,10,5,0,10
16,4,16,20,0,1,0,"(3, 4, 0, 2, 1)",1473.731893,10,5,0,10
64,8,128,20,0,1,0,"(3, 0, 4, 1, 2)",1435.9746055,10,5,0,10
256,128,256,20,0,0,0,"(0, 2, 3, 4, 1)",1472.6301,10,5,0,10
16,2,4,3,0,0,0,"(4, 0, 2, 1, 3)",534.0436965,10,5,0,10
16,8,256,6,2,1,0,"(2, 1, 0, 3, 4)",1434.2587405,10,5,0,10
4,2,128,20,2,1,0,"(4, 2, 3, 1, 0)",1433.6468795,10,5,0,10
128,8,2,2,1,0,1,"(1, 3, 4, 2, 0)",1476.7159765,10,5,0,10
256,32,1,5,2,0,0,"(1, 4, 0, 2, 3)",1434.2948825,10,5,0,10
512,2,64,20,0,0,0,"(3, 1, 2, 4, 0)",1473.932965,10,5,0,10
256,4,32,16,1,0,1,"(1, 2, 3, 4, 0)",1436.081397,10,5,0,10
1024,2,4,4,1,0,0,"(3, 2, 0, 1, 4)",1435.244986,10,5,0,10
64,4,2,19,0,0,1,"(1, 0, 2, 3, 4)",916.8724205,10,5,0,10
16,1,128,5,0,0,1,"(4, 0, 2, 3, 1)",1449.510266,10,5,0,10
8,1,16,18,2,0,0,"(0, 1, 3, 4, 2)",906.3592855,10,5,0,10
32,4,4,6,1,1,1,"(0, 3, 4, 1, 2)",919.8124815,10,5,0,10
512,4,4,7,0,1,0,"(1, 3, 4, 0, 2)",1459.6046855,10,5,0,10
256,1,8,20,2,0,1,"(0, 1, 2, 4, 3)",1477.1718605,10,5,0,10
32,4,256,6,0,0,0,"(2, 4, 0, 3, 1)",1433.6741860000002,10,5,0,10
128,4,64,12,0,1,1,"(0, 3, 2, 4, 1)",1479.615013,10,5,0,10
64,2,16,11,1,1,1,"(3, 1, 0, 4, 2)",1471.281386,10,5,0,10
32,4,128,13,1,0,0,"(4, 0, 3, 1, 2)",1435.3665944999998,10,5,0,10
32,1,8,2,2,0,0,"(4, 3, 2, 1, 0)",1433.0078935,10,5,0,10
512,2,16,13,1,0,1,"(1, 3, 4, 2, 0)",1474.5708685,10,5,0,10
1024,256,16,19,1,0,0,"(0, 2, 3, 1, 4)",1434.3897885,10,5,0,10
128,8,64,5,2,1,1,"(4, 0, 3, 1, 2)",1438.849894,10,5,0,10
128,16,1,3,2,0,1,"(3, 4, 0, 2, 1)",932.016656,10,5,0,10
1024,512,8,20,0,1,0,"(1, 2, 0, 3, 4)",1433.848904,10,5,0,10
512,32,4,2,2,1,0,"(1, 0, 2, 4, 3)",1434.7667205,10,5,0,10
1024,8,1,4,1,1,0,"(2, 3, 0, 1, 4)",1433.198837,10,5,0,10
32,8,1,10,0,0,0,"(1, 4, 2, 3, 0)",291.85917,10,5,0,10
128,8,1,19,0,0,1,"(4, 1, 0, 3, 2)",907.2881865,10,5,0,10
32,1,32,17,1,1,0,"(4, 2, 1, 3, 0)",1433.2327525,10,5,0,10
128,2,256,2,1,0,1,"(2, 0, 4, 1, 3)",1443.08136,10,5,0,10
8,2,32,14,2,1,0,"(1, 2, 4, 3, 0)",1446.8687965,10,5,0,10
64,16,2,14,2,0,1,"(2, 1, 3, 4, 0)",906.081027,10,5,0,10
32,1,2,6,2,1,0,"(4, 3, 2, 0, 1)",531.019018,10,5,0,10
256,16,32,15,2,1,1,"(3, 4, 2, 1, 0)",1463.588886,10,5,0,10
512,256,256,12,1,1,0,"(1, 3, 2, 0, 4)",1471.2608715,10,5,0,10
16,4,1,17,2,1,0,"(3, 0, 4, 2, 1)",166.42237649999998,10,5,0,10
1024,256,128,12,2,1,1,"(2, 4, 0, 1, 3)",1461.426188,10,5,0,10
512,64,8,12,1,1,0,"(3, 1, 2, 4, 0)",1437.6228314999998,10,5,0,10
128,32,128,3,2,1,0,"(3, 0, 2, 1, 4)",1434.275924,10,5,0,10
1024,16,4,11,0,0,1,"(2, 3, 0, 4, 1)",1473.5865655,10,5,0,10
256,8,64,11,1,0,0,"(1, 4, 2, 0, 3)",1433.3047585,10,5,0,10
8,1,16,8,1,0,1,"(0, 2, 4, 3, 1)",931.8187535,10,5,0,10
8,1,4,5,2,1,0,"(2, 3, 4, 0, 1)",371.5231155,10,5,0,10
