tuned_v3,tuned_v4,tuned_v5,tuned_v6,tuned_v7,tuned_v8,tuned_ls0,tuned_ls1,tuned_gs0,tuned_gs1,compute_time,energy,iterations,wait_after_run
4,1,16,1024,4,512,4,4,32,4,350.862336,49.4264869945851,10,0
32,8,16,4,32,32,8,16,128,16,110.162944,61.30620801938316,10,0
16,32,64,32,64,64,16,4,128,32,137.898976,147.4884744915638,10,0
4,1,128,128,4,1,1,512,4,512,1413.415936,85.89263414931204,10,0
32,2,16,8,64,32,4,128,16,512,25.613312,97.44859263614254,10,0
64,1,4,8,128,2,2,64,4,256,392.200192,52.22592296626609,10,0
4,64,64,512,128,8,16,4,128,1024,56.99072,150.67233137450577,10,0
4,16,128,1024,4,64,4,8,32,8,86.08768,42.6181707264,10,0
32,128,128,128,32,2,8,128,256,256,0.0,2075.213189843146,10,0
128,4,32,32,128,4,2,4,512,512,66.761728,134.48757258237308,10,0
16,4,64,32,16,16,1,256,4,1024,23.856128,92.69267546685614,10,0
8,16,32,256,32,64,16,64,32,256,246.815744,57.50084948474614,10,0
128,4,32,4,128,2,1,4,8,64,158.678144,327.3964401873627,10,0
4,4,8,1024,32,128,16,32,16,512,31.453184,105.63195689703709,10,0
16,2,8,32,256,16,4,64,4,128,228.277248,52.6169748039386,10,0
64,1,32,16,64,2,1,256,256,1024,14.882816,81.52447127479857,10,0
16,1,4,128,64,64,8,2,8,8,428.950528,50.81643930144361,10,0
8,2,256,16,32,2,2,64,1024,64,3.384384,53.06097903042951,10,0
4,8,64,1024,8,128,2,32,32,256,4.048896,49.70132932323494,10,0
8,4,32,512,32,16,128,4,256,32,47.305728,40.62154485024264,10,0
8,16,32,512,128,32,64,2,128,16,20.601856,107.59574013192297,10,0
4,1,8,16,64,64,4,4,8,512,4.665344,57.90354478942256,10,0
1024,8,8,4,1024,1,2,2,8,2,0.0,1950.0667686889333,10,0
8,1,8,32,64,32,32,32,64,256,28.0832,92.63353613971644,10,0
16,16,16,256,256,16,8,128,64,128,809.672704,170.82280787969066,10,0
4,128,256,4,8,2,1,32,512,128,307.551232,385.8143224737607,10,0
64,16,32,32,64,8,16,16,128,512,304.961536,193.2085375007773,10,0
16,2,8,64,16,16,512,1,512,64,208.826368,56.774819955098486,10,0
4,16,128,16,8,8,128,8,512,64,82.061408,38.78790629486737,10,0
8,8,32,1024,8,128,1,4,8,256,8.477696,64.28544123568,10,0
64,4,64,8,64,16,1,4,8,64,85.24288,321.6341270350414,10,0
4,4,16,8,8,1,16,32,128,128,265.017344,44.73540676257943,10,0
32,2,4,8,512,16,8,2,64,2,481.241088,59.36551890228147,10,0
8,8,32,64,32,2,1,16,256,256,37.766144,237.86789943942745,10,0
32,2,32,256,32,64,4,4,128,16,22.040608,119.88046647952334,10,0
4,2,32,512,64,16,4,128,4,128,250.565632,46.01805339636134,10,0
128,2,8,256,256,32,8,1,8,256,220.640256,299.8712465947981,10,0
16,4,64,16,16,2,8,2,512,16,120.51968,95.0198059348773,10,0
16,2,16,8,32,1,128,2,256,4,902.05184,84.41886751225674,10,0
16,2,8,8,64,32,2,32,128,128,11.34592,69.9309907507693,10,0
8,2,128,4,8,64,1,1,128,1,61.49024,247.05081598242705,10,0
16,32,32,4,16,128,1,8,512,8,426.558464,167.36061540600582,10,0
64,16,16,8,128,1,1,8,64,32,3722.121088,1538.828903437697,10,0
32,8,128,32,32,1,2,128,2,256,236.546048,62.19510453414529,10,0
16,8,8,16,64,128,8,1,1024,128,16.894976,100.91147774002071,10,0
16,8,16,64,16,16,1,64,128,256,9.166848,86.33195885298124,10,0
8,32,64,256,16,8,2,2,64,8,17.266688,110.53616350381648,10,0
8,8,64,16,8,8,2,16,512,32,3.253248,49.68880319009504,10,0
8,8,32,16,16,1,2,128,32,1024,32.92672,158.22429888984277,10,0
32,16,32,8,32,128,16,1,512,2,647.928832,451.3175490094286,10,0
8,16,16,128,8,8,1,1,4,4,539.917312,67.71729721648917,10,0
4,4,64,128,128,2,4,2,128,2,349.308928,468.4320571510585,10,0
4,2,8,8,128,4,2,8,256,128,18.397344,130.41059759228168,10,0
8,1024,1024,1024,8,1,8,4,8,8,0.0,2360.136202677455,10,0
8,32,32,32,16,1,2,4,32,256,357.518304,76.84800003176632,10,0
8,2,64,64,32,1,4,8,256,8,18.209792,82.14472311335494,10,0
64,2,4,128,128,64,32,1,64,4,179.593216,88.44514577878036,10,0
8,1,16,4,512,4,1,32,64,1024,18.029568,366.2539377503242,10,0
4,16,512,32,8,8,256,2,256,256,1380.945888,397.6296719365839,10,0
4,2,4,128,64,64,4,2,32,32,19.945472,86.563182840327,10,0
64,128,128,256,64,8,2,1,8,256,0.0,2193.9198012236616,10,0
4,4,64,128,32,64,32,1,64,4,99.975168,58.27299641403375,10,0
32,4,4,4,32,4,4,128,512,1024,146.562048,43.81762910904227,10,0
16,2,16,64,64,64,16,16,32,128,16.638976,74.27127382547665,10,0
128,1,16,16,512,4,64,2,1024,512,77.427712,401.9137604425488,10,0
16,128,256,1024,16,8,8,1,128,32,0.0,2196.5797593592906,10,0
8,16,512,128,8,1,128,8,512,128,1160.53296,118.38037783111103,10,0
4,128,128,4,8,32,4,64,32,128,782.627008,184.3658143630416,10,0
8,4,4,64,256,16,1,32,64,1024,55.92352,366.0648173673428,10,0
16,4,64,128,16,16,2,16,8,16,81.014784,35.11477921412242,10,0
32,2,16,16,32,8,2,64,64,1024,2.978816,50.44559414092266,10,0
8,4,256,64,8,32,1,1,16,1024,151.834624,571.5625547851581,10,0
8,1,8,64,64,32,32,8,1024,32,8.542208,69.65899824856426,10,0
32,1,8,4,32,128,1,128,32,128,25.260032,96.76039089775529,10,0
128,4,32,8,128,4,1,32,16,512,69.963776,159.70522094563182,10,0
32,32,64,32,64,64,8,16,256,16,767.276032,445.1447748820494,10,0
4,2,4,64,256,16,32,8,1024,32,24.968192,109.41442067364132,10,0
128,8,8,32,256,32,4,16,1024,1024,460.173312,438.0047033541098,10,0
8,8,128,4,32,2,2,4,4,32,127.630336,124.69006636064248,10,0
4,4,256,64,4,32,1,1,256,128,88.764416,237.27764106970704,10,0
4,1,64,32,4,16,32,1,128,128,126.097408,190.87352727090905,10,0
16,1,128,32,32,1,8,32,8,256,172.952576,42.82556178154295,10,0
8,512,512,512,8,4,1,1,2,512,0.0,2161.45120044625,10,0
32,4,4,8,128,16,1024,1,1024,1,5112.088544,237.6812555308337,10,0
8,1,32,32,64,64,32,16,256,16,33.656832,113.37597897494877,10,0
4,64,128,4,16,32,2,256,16,256,938.827776,186.6192945093312,10,0
64,1,8,4,256,32,16,2,16,256,25.521152,153.82564283326724,10,0
8,16,32,4,64,4,8,2,32,16,29.441024,111.11118238612696,10,0
16,32,32,16,128,4,128,4,512,4,1062.859744,188.37283325342125,10,0
16,4,32,128,16,4,4,1,4,16,299.053056,165.19770770702436,10,0
16,4,8,8,64,128,64,16,128,256,60.474336,39.94047709318184,10,0
4,2,64,16,64,2,4,16,128,256,0.73728,48.8589840878058,10,0
8,16,64,16,32,64,4,2,64,512,7.774208,87.99832387695298,10,0
64,16,128,256,64,2,64,4,1024,512,632.084384,412.2489955850396,10,0
8,2,4,4,512,8,1,64,64,64,2966.708224,590.4130608119387,10,0
8,512,512,64,8,2,4,4,1024,32,0.0,1907.4061926660188,10,0
16,32,64,32,32,32,16,64,1024,128,61.93664,125.7887089787839,10,0
4,16,128,256,4,2,16,2,32,8,543.847392,72.26812591078951,10,0
8,2,8,512,32,256,8,2,512,8,6.163456,59.05937195284066,10,0
8,64,64,512,32,32,32,2,128,256,186.272736,152.94323848073864,10,0
8,2,64,8,64,4,1,32,512,256,2.425856,68.85705064571998,10,0
4,8,32,4,4,2,2,32,128,1024,4.72064,63.611015625020215,10,0
128,1,16,16,128,2,16,64,512,64,316.365824,56.3573265746541,10,0
16,4,16,64,128,32,2,4,2,1024,16.414848,108.30026305568626,10,0
8,2,32,8,64,64,2,8,1024,256,2.270208,61.51669786358855,10,0
8,4,64,16,32,2,32,4,128,128,157.611008,55.74615479392941,10,0
32,8,32,16,64,8,8,1,32,16,56.271872,281.6714545420966,10,0
8,64,128,8,32,8,4,64,64,512,113.888256,160.62394285748945,10,0
4,8,8,256,16,128,8,1,256,512,9.72288,81.5443550331563,10,0
64,1,64,4,128,8,16,2,32,2,890.127392,1305.854524575774,10,0
64,64,64,512,128,8,16,32,512,32,0.0,2045.443116959212,10,0
4,4,64,4,128,2,128,1,128,256,146.047904,64.41545397787084,10,0
8,2,128,128,8,4,8,1,16,2,1151.246336,438.8789949326084,10,0
4,64,128,4,8,2,128,2,512,16,318.440448,94.37815101282732,10,0
8,8,8,8,128,8,2,8,16,512,43.17184,318.47494444830323,10,0
4,64,256,512,8,2,4,16,8,16,1149.031424,113.2780779302579,10,0
128,8,16,32,256,16,1,1,512,64,346.973152,1989.6034651622765,10,0
8,4,32,16,256,8,4,4,32,32,49.421312,164.04455925635108,10,0
8,512,512,64,16,1,1,256,16,1024,0.0,2169.289675301326,10,0
32,4,16,4,32,2,32,4,32,128,58.899456,31.51459119860053,10,0
8,8,128,512,64,4,256,2,256,8,189.788224,146.14850935575714,10,0
4,2,32,128,16,64,4,64,1024,512,1.424384,45.074949634423234,10,0
16,1,32,128,32,128,2,1,1024,1,107.742208,129.94298385931987,10,0
8,32,32,16,32,128,1,2,128,64,231.000064,402.581450487952,10,0
4,1,4,32,64,8,16,64,32,512,51.030016,29.48417248613172,10,0
16,8,8,512,32,256,32,1,512,16,22.706176,107.74892140406612,10,0
8,2,32,16,16,128,16,4,16,64,62.522368,38.83115992664998,10,0
32,1,128,16,32,32,8,1,1024,64,0.0,2145.777247482793,10,0
32,16,64,512,32,16,1,1,32,256,632.296416,698.9538835670315,10,0
16,128,512,8,16,1,16,64,128,512,1110.407168,476.889392179685,10,0
4,2,64,512,4,8,1,4,128,128,9.89696,95.05803371733232,10,0
4,2,128,16,32,1,128,8,1024,8,337.156096,55.17660012749835,10,0
8,8,8,256,16,256,2,1,32,512,28.919808,118.6856644013115,10,0
16,2,4,32,256,8,2,16,128,64,141.64896,78.6301501785226,10,0
8,1,128,128,32,8,2,128,128,256,2.712576,45.24535165210657,10,0
4,1,128,16,32,8,8,2,256,16,15.51872,206.9255637841796,10,0
128,4,8,128,128,16,64,4,512,128,284.975232,108.67917860926798,10,0
32,8,128,1024,32,8,1,8,4,32,128.82944,109.26990238451005,10,0
8,1,16,16,128,64,64,8,64,128,18.553856,87.14794887323386,10,0
32,16,128,4,64,2,32,2,128,4,3334.450144,1321.5522128778618,10,0
16,1,4,8,64,32,32,8,256,8,99.579904,37.237478431601005,10,0
8,4,4,32,16,8,2,16,16,16,421.433344,48.67986521888999,10,0
16,8,64,512,64,64,8,1,64,16,8.056832,283.3922991452214,10,0
4,16,64,4,128,1,8,16,1024,32,112.697344,81.73690872621994,10,0
4,1,16,8,8,8,64,1,512,1,1182.262304,101.91066952119988,10,0
8,8,32,256,8,256,16,16,64,128,24.869888,111.2762742308102,10,0
8,1,8,512,32,256,1,16,1024,32,21.933056,97.5371320064622,10,0
8,8,1024,64,8,1,16,16,64,128,523.762688,98.82224188078116,10,0
4,128,512,4,4,4,8,128,1024,1024,166.596704,97.95046744873356,10,0
32,8,64,128,64,4,2,1,16,512,72.495008,607.7068281126358,10,0
32,1,64,16,64,8,8,1,16,1,1861.812224,795.2504393084616,10,0
8,1,64,128,32,2,8,16,256,32,26.533888,158.79331654139824,10,0
8,8,16,32,64,16,1,1,512,32,17.826816,311.31991068062973,10,0
8,2,32,8,256,2,16,8,128,64,3.23072,48.78824170575468,10,0
4,128,128,8,8,2,4,2,32,1024,618.678144,200.78125149632515,10,0
4,8,64,128,8,2,128,1,256,128,118.035488,74.46917198082056,10,0
4,64,256,16,4,16,4,8,16,16,269.599744,66.38105997331824,10,0
16,8,32,32,16,128,1,2,256,256,13.621248,112.6711016319134,10,0
4,8,1024,64,4,4,8,16,64,64,84.42368,71.4113975562551,10,0
4,4,64,32,4,1,8,32,64,512,27.802624,110.86025369438784,10,0
32,32,64,256,128,16,4,128,64,256,469.829632,435.3506770457015,10,0
128,1,8,16,128,8,1,4,128,8,319.944704,91.60788111003971,10,0
32,64,64,32,32,8,1,4,512,128,480.864224,1476.6006247279252,10,0
8,8,32,32,256,4,8,1,1024,16,83.180544,268.3513640376027,10,0
8,128,128,8,32,32,1,4,512,256,0.0,1970.6622243555487,10,0
16,8,16,4,128,8,8,32,8,128,127.372256,38.68474316932277,10,0
4,128,512,16,4,2,2,256,128,256,44.020736,266.0048529193028,10,0
128,1,32,16,128,1,1,2,2,64,402.17392,890.8721629560844,10,0
4,1,512,512,8,4,4,2,256,2,49.969152,513.0964913072262,10,0
64,1,16,128,128,16,8,1,1024,4,308.386784,285.88370959700933,10,0
32,64,128,16,32,1,4,16,64,512,443.992064,445.5500332993692,10,0
32,32,64,128,64,8,32,8,32,64,2086.300672,508.15039295218855,10,0
4,2,4,8,4,256,32,2,128,16,501.158912,52.62730940817588,10,0
4,64,64,4,32,1,2,32,32,128,1249.428448,456.4925415889195,10,0
32,1,4,4,64,128,32,16,512,32,34.067456,140.17256140955857,10,0
16,64,256,512,16,8,8,4,16,512,648.977408,201.0164139991728,10,0
64,2,16,4,256,8,2,2,256,16,294.142976,343.82527878200784,10,0
8,2,4,64,8,256,1,4,32,4,174.660608,37.602198441509366,10,0
4,16,32,16,256,2,1,8,16,128,0.0,1977.4825332506184,10,0
8,1,256,32,32,8,1,8,2,256,168.075232,463.2911313806036,10,0
4,1,128,32,4,16,64,16,128,128,74.732544,41.51822513131789,10,0
4,32,64,4,32,64,32,4,1024,512,8.571904,86.45887951226962,10,0
4,32,512,32,4,1,2,32,2,32,1112.510464,82.73590652735139,10,0
8,2,4,4,128,16,64,4,128,8,204.833792,41.47205760513117,10,0
8,64,128,256,32,8,64,8,1024,32,170.542048,156.9508315734606,10,0
8,1,16,32,128,2,8,8,128,256,2.351104,46.84901632695812,10,0
4,16,16,32,64,8,32,32,128,1024,34.963488,192.3249205684841,10,0
4,128,128,64,8,32,64,8,1024,1024,202.020864,166.23945231011632,10,0
16,128,256,256,16,2,1,512,64,1024,583.390176,1643.512597720083,10,0
4,4,32,16,64,8,64,1,512,1024,48.376832,262.027996031099,10,0
4,1,256,64,4,4,128,8,1024,1024,349.24032,80.93778411145485,10,0
4,1,256,128,8,32,1,64,4,1024,17.806336,86.95996782199701,10,0
8,8,8,4,512,8,2,64,8,128,499.321952,1387.9464633617174,10,0
4,4,8,256,64,32,1,1,512,8,75.132928,122.18976384934538,10,0
8,2,32,256,64,16,2,256,16,256,36.612096,128.1231749331825,10,0
4,16,16,16,8,64,16,2,64,32,86.51776,40.51784737227076,10,0
32,4,4,128,32,256,4,2,32,4,266.404864,48.995829115457866,10,0
16,8,32,128,128,4,8,1,128,2,88.4736,119.2023518247946,10,0
64,4,16,4,64,1,8,16,16,16,1300.356096,106.3689259980272,10,0
16,16,256,8,16,8,4,16,4,64,129.47056,56.98719265558204,10,0
8,8,128,32,64,1,128,8,128,512,416.584704,69.13802174384115,10,0
8,4,128,16,64,4,16,1,64,512,62.471168,276.09739654008496,10,0
16,16,16,8,512,4,8,16,256,16,641.500128,433.38900749302303,10,0
4,4,64,8,8,8,4,2,16,64,75.008992,69.30789316720005,10,0
8,16,32,4,64,64,8,128,32,1024,33.068032,146.07480222243825,10,0
8,32,256,8,8,1,2,128,64,512,19.428352,106.6213628891696,10,0
128,4,64,16,128,2,2,4,64,128,121.541536,364.1800011313652,10,0
8,2,16,512,16,32,1,32,1,32,1903.192064,111.33854872149236,10,0
16,2,128,64,32,1,1,1,2,4,1395.769312,1294.6236605499969,10,0
8,32,128,32,8,16,2,16,32,256,12.40064,102.84804500272364,10,0
4,1,1024,4,4,4,1,4,128,512,29.008896,653.8761319712072,10,0
512,1,16,4,512,1,8,2,32,16,2495.96208,2000.6002985308628,10,0
16,4,64,16,32,4,128,1,512,8,120.794144,278.6889023848105,10,0
64,2,32,256,128,8,8,2,16,128,21.045248,475.50881209309534,10,0
8,64,128,4,32,8,128,4,128,1024,885.866496,191.04255477465972,10,0
16,4,64,32,32,1,8,16,128,256,113.072128,46.53671765287798,10,0
4,2,32,8,128,1,2,16,2,64,182.904832,49.14791979552211,10,0
4,64,128,256,64,8,4,16,512,16,303.675392,389.4641461585992,10,0
32,32,64,32,64,1,128,4,128,32,8263.627776,813.539096025535,10,0
64,2,8,8,128,1,2,8,32,8,312.763392,61.98605279840831,10,0
32,2,256,256,32,1,4,32,256,512,3.922944,80.97456919120884,10,0
32,2,4,4,256,16,32,4,128,512,19.82976,134.76958444802835,10,0
16,2,32,16,64,8,32,2,128,64,35.002368,240.1408868986568,10,0
4,4,32,8,8,1,256,1,512,8,609.257472,75.20103812181536,10,0
16,8,16,16,16,16,64,4,1024,128,24.305664,112.03989717784886,10,0
8,16,16,8,128,64,128,2,1024,32,10.49088,84.45640264332032,10,0
8,2,64,8,64,32,256,2,256,32,56.794112,79.53151836497446,10,0
32,1,16,4,256,4,64,1,512,1,557.841344,177.72840797336008,10,0
4,2,64,128,16,32,1,8,8,1024,7.503872,82.91522926527979,10,0
128,4,8,8,512,2,4,4,4,64,419.716032,174.91202271267207,10,0
16,8,16,8,64,128,1,16,1,128,166.089728,165.44071197288844,10,0
8,128,128,8,8,8,1,16,256,64,385.937408,459.3004089818469,10,0
4,4,64,256,64,4,16,16,128,64,3.318784,46.91982859313589,10,0
4,1,32,128,32,8,16,32,64,32,89.39008,34.95227498334198,10,0
16,4,64,1024,32,16,16,64,1024,1024,12.967936,111.85098789488902,10,0
64,16,16,8,512,4,2,128,512,512,0.0,2017.2453707969123,10,0
8,2,8,8,8,32,1,1,1024,256,18.084864,138.56050523026744,10,0
4,1,4,64,16,16,128,1,256,1,2880.518144,148.08483539728155,10,0
4,256,512,256,16,2,4,32,16,1024,1036.958688,401.6371887272973,10,0
8,64,128,512,64,16,16,8,256,32,94.650368,158.8643249690807,10,0
16,8,64,16,16,2,1,8,8,8,104.420352,47.3018121610947,10,0
4,64,256,128,8,16,4,1,256,256,29.108224,441.2215385388582,10,0
8,16,64,4,32,8,1,128,512,256,13.821952,197.62081537563293,10,0
8,4,4,64,256,16,16,1,256,1,226.798592,43.8069494510592,10,0
32,8,32,4,32,4,2,128,512,1024,20.855808,112.71775897443489,10,0
8,4,8,16,8,16,4,16,8,16,1006.13632,71.57627227685164,10,0
16,512,512,256,16,1,1,16,4,512,0.0,2135.019443635856,10,0
8,8,256,256,8,16,2,8,64,256,6.191104,65.66472669777137,10,0
4,2,8,4,32,32,2,8,16,128,9.31328,68.40572655346887,10,0
8,8,16,16,64,8,2,64,1024,256,21.777408,144.38545061765987,10,0
4,128,256,64,8,1,256,1,512,16,6240.994176,603.3415126161058,10,0
4,1,128,8,32,32,64,4,64,4,820.075456,136.21375566419852,10,0
32,1,16,8,512,1,128,4,128,4,2659.970112,166.68122859796986,10,0
4,32,32,8,128,16,16,2,128,1024,17.366016,158.18845078409106,10,0
8,1,32,256,8,64,1,8,4,1024,13.615104,81.48031491591397,10,0
32,4,256,128,32,1,512,1,512,64,0.0,2123.7230977520235,10,0
4,1,256,4,16,2,8,8,32,16,184.876,45.92027972977864,10,0
64,8,16,8,256,4,32,4,128,512,287.036384,175.1568121422646,10,0
16,8,16,8,128,4,2,8,512,512,38.572032,313.36033071184625,10,0
128,1,32,8,128,2,128,2,256,4,2923.207776,537.4404726096742,10,0
32,4,128,128,32,16,32,4,128,32,295.884832,163.10573590545798,10,0
16,8,16,64,32,64,4,1,16,32,23.54496,140.39713401657636,10,0
